Order_ID,Order_Date,Customer_ID,Customer_Region,Product_Category,Product_Name,Unit_Price,Quantity,Payment_Mode,Order_Status,Total_Amount
100763,2023-02-01 18:00:00,7371,South,Electronics,Item_D,44360,5,Net Banking,Delivered,221800
100764,2023-02-01 19:00:00,5206,West,Books,Item_B,635,6,Cash,In Transit,3810
100765,2023-02-01 20:00:00,8943,Central,Beauty,Item_B,36319,4,Net Banking,Cancelled,145276
100766,2023-02-01 21:00:00,7891,North,Books,Item_B,44137,8,Net Banking,Delivered,353096
100767,2023-02-01 22:00:00,7738,North,Home & Kitchen,Item_C,16718,1,Cash,Delivered,16718
100768,2023-02-01 23:00:00,3472,Central,Beauty,Item_D,28690,1,Credit Card,In Transit,28690
100769,2023-02-02 00:00:00,3739,East,Clothing,Item_A,21202,5,Net Banking,Returned,106010
100770,2023-02-02 01:00:00,6401,South,Beauty,Item_C,41963,9,Debit Card,In Transit,377667
100771,2023-02-02 02:00:00,2761,East,Electronics,Item_B,2566,2,Debit Card,Cancelled,5132
100772,2023-02-02 03:00:00,1876,North,Electronics,Item_A,12567,3,Net Banking,Returned,37701
100773,2023-02-02 04:00:00,4812,Central,Books,Item_D,11654,8,Credit Card,Delivered,93232
100774,2023-02-02 05:00:00,2460,Central,Beauty,Item_E,9868,5,Net Banking,Delivered,49340
100775,2023-02-02 06:00:00,2733,East,Clothing,Item_B,3615,3,Debit Card,Delivered,10845
100776,2023-02-02 07:00:00,2605,East,Electronics,Item_B,31973,6,Debit Card,Cancelled,191838
100777,2023-02-02 08:00:00,6622,South,Clothing,Item_B,10432,6,Cash,Delivered,62592
100778,2023-02-02 09:00:00,7767,West,Home & Kitchen,Item_B,29239,5,Credit Card,Delivered,146195
100779,2023-02-02 10:00:00,7986,West,Electronics,Item_A,25768,5,Cash,Returned,128840
100780,2023-02-02 11:00:00,4517,South,Books,Item_D,37659,6,UPI,Cancelled,225954
100781,2023-02-02 12:00:00,4735,West,Home & Kitchen,Item_C,7869,2,Net Banking,Delivered,15738
100782,2023-02-02 13:00:00,9434,North,Beauty,Item_A,24413,6,Cash,Returned,146478
100783,2023-02-02 14:00:00,3590,West,Clothing,Item_D,18480,2,Credit Card,Delivered,36960
100784,2023-02-02 15:00:00,2063,South,Electronics,Item_C,19649,3,Net Banking,Returned,58947
100785,2023-02-02 16:00:00,5324,West,Home & Kitchen,Item_B,35716,2,Net Banking,Delivered,71432
100786,2023-02-02 17:00:00,6342,Central,Home & Kitchen,Item_D,23276,1,Net Banking,Cancelled,23276
100787,2023-02-02 18:00:00,1005,East,Electronics,Item_B,2861,1,Net Banking,In Transit,2861
100788,2023-02-02 19:00:00,8489,North,Beauty,Item_D,23533,9,Net Banking,Cancelled,211797
100789,2023-02-02 20:00:00,9659,Central,Beauty,Item_E,22959,4,Credit Card,Returned,91836
100790,2023-02-02 21:00:00,9195,Central,Books,Item_B,48141,5,UPI,Delivered,240705
100791,2023-02-02 22:00:00,6966,South,Beauty,Item_B,44567,7,Debit Card,Cancelled,311969
100792,2023-02-02 23:00:00,9837,East,Books,Item_B,39075,2,UPI,Delivered,78150
100793,2023-02-03 00:00:00,1117,East,Home & Kitchen,Item_A,12898,9,Debit Card,Cancelled,116082
100794,2023-02-03 01:00:00,3551,North,Electronics,Item_C,31164,4,Cash,Returned,124656
100795,2023-02-03 02:00:00,6560,South,Beauty,Item_B,31608,1,Net Banking,In Transit,31608
100796,2023-02-03 03:00:00,5289,North,Books,Item_B,23085,8,Cash,Cancelled,184680
100797,2023-02-03 04:00:00,1846,West,Home & Kitchen,Item_A,13509,4,Cash,Delivered,54036
100798,2023-02-03 05:00:00,7316,Central,Beauty,Item_A,35629,7,Debit Card,Delivered,249403
100799,2023-02-03 06:00:00,7469,North,Clothing,Item_E,15333,3,Credit Card,Delivered,45999
100800,2023-02-03 07:00:00,9915,Central,Home & Kitchen,Item_D,8410,9,Net Banking,Returned,75690
100801,2023-02-03 08:00:00,1224,South,Beauty,Item_B,36326,5,Cash,Returned,181630
100802,2023-02-03 09:00:00,5208,West,Home & Kitchen,Item_D,33243,5,UPI,In Transit,166215
100803,2023-02-03 10:00:00,7283,South,Electronics,Item_A,4278,3,Net Banking,Delivered,12834
100804,2023-02-03 11:00:00,3048,West,Electronics,Item_A,11337,9,Credit Card,In Transit,102033
100805,2023-02-03 12:00:00,7233,West,Electronics,Item_E,29550,3,Net Banking,Delivered,88650
100806,2023-02-03 13:00:00,2828,Central,Clothing,Item_C,4898,2,Cash,Cancelled,9796
100807,2023-02-03 14:00:00,2917,South,Electronics,Item_A,33332,9,UPI,Cancelled,299988
100808,2023-02-03 15:00:00,5234,South,Clothing,Item_B,10365,9,Cash,Cancelled,93285
100809,2023-02-03 16:00:00,7988,North,Electronics,Item_E,994,4,Credit Card,Delivered,3976
100810,2023-02-03 17:00:00,3026,South,Home & Kitchen,Item_C,13846,4,Debit Card,Cancelled,55384
100811,2023-02-03 18:00:00,4744,North,Beauty,Item_E,23379,6,UPI,Delivered,140274
100812,2023-02-03 19:00:00,1009,East,Beauty,Item_A,6070,9,Credit Card,In Transit,54630
100813,2023-02-03 20:00:00,1260,East,Electronics,Item_C,33557,8,Credit Card,Returned,268456
100814,2023-02-03 21:00:00,7038,East,Beauty,Item_D,30936,3,Cash,Cancelled,92808
100815,2023-02-03 22:00:00,3219,South,Electronics,Item_C,37281,6,Cash,Delivered,223686
100816,2023-02-03 23:00:00,8041,South,Electronics,Item_B,16411,7,Cash,Delivered,114877
100817,2023-02-04 00:00:00,3060,North,Books,Item_D,21329,6,Debit Card,In Transit,127974
100818,2023-02-04 01:00:00,6287,West,Books,Item_D,7577,3,Net Banking,In Transit,22731
100819,2023-02-04 02:00:00,2619,North,Books,Item_B,9061,9,Net Banking,Returned,81549
100820,2023-02-04 03:00:00,9512,East,Clothing,Item_D,18021,4,Cash,In Transit,72084
100821,2023-02-04 04:00:00,2342,North,Books,Item_A,13152,2,Cash,Returned,26304
100822,2023-02-04 05:00:00,3832,West,Electronics,Item_C,9247,9,Debit Card,Returned,83223
100823,2023-02-04 06:00:00,3824,South,Home & Kitchen,Item_C,27153,3,Net Banking,In Transit,81459
100824,2023-02-04 07:00:00,2994,North,Books,Item_B,37001,6,Debit Card,Returned,222006
100825,2023-02-04 08:00:00,4490,East,Books,Item_A,18477,5,Credit Card,Cancelled,92385
100826,2023-02-04 09:00:00,8984,East,Home & Kitchen,Item_D,24103,2,Net Banking,Returned,48206
100827,2023-02-04 10:00:00,2604,South,Electronics,Item_C,18426,1,Cash,Delivered,18426
100828,2023-02-04 11:00:00,1235,North,Clothing,Item_C,22828,9,UPI,Delivered,205452
100829,2023-02-04 12:00:00,2908,West,Books,Item_C,16910,3,Credit Card,Delivered,50730
100830,2023-02-04 13:00:00,9567,South,Home & Kitchen,Item_C,28002,7,UPI,In Transit,196014
100831,2023-02-04 14:00:00,4530,North,Electronics,Item_E,18984,9,Debit Card,Delivered,170856
100832,2023-02-04 15:00:00,6256,Central,Beauty,Item_B,4478,9,Debit Card,In Transit,40302
100833,2023-02-04 16:00:00,3635,East,Clothing,Item_D,28877,6,Debit Card,Delivered,173262
100834,2023-02-04 17:00:00,9162,West,Home & Kitchen,Item_D,7700,8,Cash,Returned,61600
100835,2023-02-04 18:00:00,3560,West,Home & Kitchen,Item_B,4215,9,Debit Card,In Transit,37935
100836,2023-02-04 19:00:00,6415,West,Home & Kitchen,Item_A,22036,3,UPI,Delivered,66108
100837,2023-02-04 20:00:00,4391,East,Books,Item_B,41210,6,Credit Card,Returned,247260
100838,2023-02-04 21:00:00,6951,North,Beauty,Item_C,8026,5,Cash,In Transit,40130
100839,2023-02-04 22:00:00,6468,South,Clothing,Item_C,9401,7,Credit Card,Returned,65807
100840,2023-02-04 23:00:00,9007,North,Electronics,Item_B,29248,7,Debit Card,Returned,204736
100841,2023-02-05 00:00:00,7413,South,Electronics,Item_B,20141,9,Net Banking,Returned,181269
100842,2023-02-05 01:00:00,7941,West,Beauty,Item_D,15305,1,Cash,In Transit,15305
100843,2023-02-05 02:00:00,5820,North,Home & Kitchen,Item_D,353,6,Debit Card,In Transit,2118
100844,2023-02-05 03:00:00,3898,West,Home & Kitchen,Item_E,41741,5,Cash,Cancelled,208705
100845,2023-02-05 04:00:00,8546,Central,Home & Kitchen,Item_E,5086,4,Net Banking,Cancelled,20344
100846,2023-02-05 05:00:00,1077,West,Home & Kitchen,Item_C,24150,1,UPI,Cancelled,24150
100847,2023-02-05 06:00:00,8577,West,Home & Kitchen,Item_E,2467,4,UPI,Cancelled,9868
100848,2023-02-05 07:00:00,5227,South,Beauty,Item_E,20842,7,UPI,In Transit,145894
100849,2023-02-05 08:00:00,1600,Central,Books,Item_A,1170,4,Net Banking,Cancelled,4680
100850,2023-02-05 09:00:00,2065,West,Clothing,Item_B,41807,1,Credit Card,Delivered,41807
100851,2023-02-05 10:00:00,3136,West,Home & Kitchen,Item_D,31488,1,Net Banking,Cancelled,31488
100852,2023-02-05 11:00:00,7943,Central,Books,Item_E,46781,1,Net Banking,Delivered,46781
100853,2023-02-05 12:00:00,8804,Central,Electronics,Item_D,17529,5,Debit Card,Delivered,87645
100854,2023-02-05 13:00:00,7565,North,Beauty,Item_E,14650,7,UPI,Returned,102550
100855,2023-02-05 14:00:00,6984,South,Books,Item_E,5818,9,Cash,Returned,52362
100856,2023-02-05 15:00:00,6142,Central,Home & Kitchen,Item_C,34463,8,Credit Card,Returned,275704
100857,2023-02-05 16:00:00,5670,Central,Home & Kitchen,Item_A,2247,2,Cash,Cancelled,4494
100858,2023-02-05 17:00:00,3190,East,Home & Kitchen,Item_B,9564,9,Debit Card,In Transit,86076
100859,2023-02-05 18:00:00,3712,Central,Books,Item_B,28994,4,Debit Card,Delivered,115976
100860,2023-02-05 19:00:00,3192,South,Home & Kitchen,Item_C,13291,5,Credit Card,In Transit,66455
100861,2023-02-05 20:00:00,2248,West,Books,Item_C,3086,5,Cash,In Transit,15430
100862,2023-02-05 21:00:00,5033,West,Home & Kitchen,Item_B,21772,4,Credit Card,Cancelled,87088
100863,2023-02-05 22:00:00,2997,West,Electronics,Item_B,15361,6,Credit Card,In Transit,92166
100864,2023-02-05 23:00:00,4687,West,Electronics,Item_A,4358,1,UPI,In Transit,4358
100865,2023-02-06 00:00:00,5018,East,Clothing,Item_E,27863,2,Cash,Returned,55726
100866,2023-02-06 01:00:00,2970,Central,Home & Kitchen,Item_A,20045,4,UPI,Returned,80180
100867,2023-02-06 02:00:00,9389,West,Home & Kitchen,Item_B,6933,4,UPI,Delivered,27732
100868,2023-02-06 03:00:00,6765,North,Books,Item_E,34625,8,UPI,Delivered,277000
100869,2023-02-06 04:00:00,2202,West,Books,Item_B,38011,9,Net Banking,Returned,342099
100870,2023-02-06 05:00:00,9135,Central,Home & Kitchen,Item_A,32201,4,Debit Card,Cancelled,128804
100871,2023-02-06 06:00:00,6567,West,Clothing,Item_A,39328,6,Debit Card,Cancelled,235968
100872,2023-02-06 07:00:00,8667,East,Home & Kitchen,Item_A,49830,4,Net Banking,Delivered,199320
100873,2023-02-06 08:00:00,6742,South,Books,Item_E,9529,4,Credit Card,Returned,38116
100874,2023-02-06 09:00:00,6788,South,Home & Kitchen,Item_D,25012,9,Cash,Cancelled,225108
100875,2023-02-06 10:00:00,6408,Central,Books,Item_D,27299,4,Cash,In Transit,109196
100876,2023-02-06 11:00:00,9669,South,Home & Kitchen,Item_B,4243,6,Cash,Delivered,25458
100877,2023-02-06 12:00:00,1922,South,Beauty,Item_E,14442,9,UPI,Delivered,129978
100878,2023-02-06 13:00:00,1419,North,Books,Item_C,33565,3,Cash,In Transit,100695
100879,2023-02-06 14:00:00,3204,Central,Clothing,Item_D,26478,7,Cash,In Transit,185346
100880,2023-02-06 15:00:00,2120,Central,Beauty,Item_E,27333,7,Cash,Delivered,191331
100881,2023-02-06 16:00:00,1950,South,Home & Kitchen,Item_E,24940,1,Debit Card,In Transit,24940
100882,2023-02-06 17:00:00,3336,South,Books,Item_D,35292,2,Net Banking,Cancelled,70584
100883,2023-02-06 18:00:00,6373,South,Beauty,Item_E,31176,5,Credit Card,Delivered,155880
100884,2023-02-06 19:00:00,3243,East,Clothing,Item_E,40267,8,Net Banking,Cancelled,322136
100885,2023-02-06 20:00:00,3645,West,Books,Item_D,11431,6,Cash,Delivered,68586
100886,2023-02-06 21:00:00,5612,East,Beauty,Item_A,769,7,Credit Card,Cancelled,5383
100887,2023-02-06 22:00:00,2865,Central,Beauty,Item_B,3528,3,Credit Card,Returned,10584
100888,2023-02-06 23:00:00,7028,North,Beauty,Item_C,49492,6,Net Banking,Cancelled,296952
100889,2023-02-07 00:00:00,8326,West,Electronics,Item_B,25461,9,Net Banking,In Transit,229149
100890,2023-02-07 01:00:00,7371,North,Home & Kitchen,Item_A,25462,3,Net Banking,Returned,76386
100891,2023-02-07 02:00:00,7359,Central,Books,Item_A,3480,6,Net Banking,Delivered,20880
100892,2023-02-07 03:00:00,8863,Central,Books,Item_E,19347,7,UPI,Cancelled,135429
100893,2023-02-07 04:00:00,4228,North,Books,Item_B,31942,5,Debit Card,Delivered,159710
100894,2023-02-07 05:00:00,4719,North,Beauty,Item_A,3790,8,Debit Card,Returned,30320
100895,2023-02-07 06:00:00,3371,North,Home & Kitchen,Item_B,22206,8,Cash,In Transit,177648
100896,2023-02-07 07:00:00,3891,Central,Clothing,Item_A,13770,6,UPI,In Transit,82620
100897,2023-02-07 08:00:00,4756,South,Books,Item_C,35193,7,Credit Card,In Transit,246351
100898,2023-02-07 09:00:00,5225,North,Home & Kitchen,Item_A,29793,3,Net Banking,Delivered,89379
100899,2023-02-07 10:00:00,1094,West,Home & Kitchen,Item_B,47846,7,Cash,In Transit,334922
100900,2023-02-07 11:00:00,3674,Central,Electronics,Item_E,24107,7,Credit Card,In Transit,168749
100901,2023-02-07 12:00:00,7898,East,Books,Item_B,9733,4,Debit Card,Delivered,38932
100902,2023-02-07 13:00:00,1793,East,Beauty,Item_D,42849,4,Credit Card,Delivered,171396
100903,2023-02-07 14:00:00,3116,West,Home & Kitchen,Item_B,16947,3,Net Banking,Returned,50841
100904,2023-02-07 15:00:00,6779,South,Home & Kitchen,Item_C,13566,7,Net Banking,In Transit,94962
100905,2023-02-07 16:00:00,7166,North,Clothing,Item_C,48483,5,Debit Card,Returned,242415
100906,2023-02-07 17:00:00,1814,Central,Electronics,Item_C,11032,3,Net Banking,Cancelled,33096
100907,2023-02-07 18:00:00,1345,North,Home & Kitchen,Item_A,28525,6,UPI,Cancelled,171150
100908,2023-02-07 19:00:00,9554,Central,Home & Kitchen,Item_C,34998,6,Cash,Cancelled,209988
100909,2023-02-07 20:00:00,3443,East,Beauty,Item_B,39653,6,Debit Card,Cancelled,237918
100910,2023-02-07 21:00:00,8783,North,Beauty,Item_E,23049,2,Debit Card,Delivered,46098
100911,2023-02-07 22:00:00,1984,West,Clothing,Item_C,6357,7,Credit Card,Returned,44499
100912,2023-02-07 23:00:00,8790,South,Clothing,Item_B,46636,7,Debit Card,Returned,326452
100913,2023-02-08 00:00:00,1827,West,Clothing,Item_A,30378,4,Cash,Delivered,121512
100914,2023-02-08 01:00:00,4531,South,Beauty,Item_A,17201,6,UPI,Cancelled,103206
100915,2023-02-08 02:00:00,8147,North,Beauty,Item_E,29230,4,Credit Card,Returned,116920
100916,2023-02-08 03:00:00,5451,North,Electronics,Item_E,393,4,Cash,In Transit,1572
100917,2023-02-08 04:00:00,4876,South,Books,Item_B,8364,6,Debit Card,Delivered,50184
100918,2023-02-08 05:00:00,6959,East,Books,Item_E,21042,9,Net Banking,Delivered,189378
100919,2023-02-08 06:00:00,1126,Central,Electronics,Item_E,1319,7,Net Banking,In Transit,9233
100920,2023-02-08 07:00:00,4177,West,Books,Item_A,13551,2,Cash,Cancelled,27102
100921,2023-02-08 08:00:00,9795,West,Beauty,Item_B,6740,6,UPI,Cancelled,40440
100922,2023-02-08 09:00:00,7024,West,Books,Item_E,45362,5,Net Banking,Returned,226810
100923,2023-02-08 10:00:00,6109,North,Beauty,Item_B,31960,6,Cash,In Transit,191760
100924,2023-02-08 11:00:00,5146,West,Electronics,Item_C,49878,8,Credit Card,Returned,399024
100925,2023-02-08 12:00:00,8196,Central,Clothing,Item_A,26728,8,Debit Card,Cancelled,213824
100926,2023-02-08 13:00:00,4368,Central,Electronics,Item_A,23738,3,UPI,Returned,71214
100927,2023-02-08 14:00:00,4797,South,Books,Item_A,32442,9,UPI,In Transit,291978
100928,2023-02-08 15:00:00,2792,North,Beauty,Item_D,47828,6,Credit Card,In Transit,286968
100929,2023-02-08 16:00:00,6732,Central,Books,Item_B,26558,7,UPI,In Transit,185906
100930,2023-02-08 17:00:00,4476,East,Books,Item_C,38813,9,Cash,Cancelled,349317
100931,2023-02-08 18:00:00,4417,North,Clothing,Item_E,40939,7,UPI,Delivered,286573
100932,2023-02-08 19:00:00,2645,North,Books,Item_C,29938,9,UPI,Delivered,269442
100933,2023-02-08 20:00:00,4030,Central,Clothing,Item_B,47121,1,UPI,Delivered,47121
100934,2023-02-08 21:00:00,3872,East,Beauty,Item_A,23781,1,Cash,Returned,23781
100935,2023-02-08 22:00:00,4072,South,Beauty,Item_D,30336,3,Debit Card,In Transit,91008
100936,2023-02-08 23:00:00,2854,Central,Clothing,Item_B,21685,9,Net Banking,Cancelled,195165
100937,2023-02-09 00:00:00,5021,East,Electronics,Item_B,27365,1,UPI,Delivered,27365
100938,2023-02-09 01:00:00,5662,North,Beauty,Item_E,36494,1,Credit Card,Delivered,36494
100939,2023-02-09 02:00:00,7514,East,Electronics,Item_C,1834,5,Credit Card,Returned,9170
100940,2023-02-09 03:00:00,6031,North,Beauty,Item_C,44169,8,Cash,Returned,353352
100941,2023-02-09 04:00:00,3708,Central,Beauty,Item_E,293,2,Debit Card,Delivered,586
100942,2023-02-09 05:00:00,8112,Central,Home & Kitchen,Item_D,28570,4,UPI,In Transit,114280
100943,2023-02-09 06:00:00,9393,West,Books,Item_A,19950,6,Cash,In Transit,119700
100944,2023-02-09 07:00:00,4507,West,Books,Item_A,40684,1,Net Banking,Returned,40684
100945,2023-02-09 08:00:00,7456,West,Electronics,Item_D,47299,4,Debit Card,Returned,189196
100946,2023-02-09 09:00:00,5212,Central,Books,Item_E,16672,4,Debit Card,In Transit,66688
100947,2023-02-09 10:00:00,8970,South,Electronics,Item_B,47209,9,Cash,Returned,424881
100948,2023-02-09 11:00:00,9766,Central,Beauty,Item_C,19134,9,Credit Card,Returned,172206
100949,2023-02-09 12:00:00,1536,East,Home & Kitchen,Item_B,43974,6,Debit Card,In Transit,263844
100950,2023-02-09 13:00:00,2625,Central,Home & Kitchen,Item_C,22721,8,Credit Card,In Transit,181768
100951,2023-02-09 14:00:00,8973,Central,Beauty,Item_B,39325,4,Debit Card,Cancelled,157300
100952,2023-02-09 15:00:00,9577,North,Clothing,Item_E,1645,8,Debit Card,Returned,13160
100953,2023-02-09 16:00:00,9070,North,Clothing,Item_E,21205,3,Debit Card,Returned,63615
100954,2023-02-09 17:00:00,9666,North,Books,Item_D,39303,2,Net Banking,Cancelled,78606
100955,2023-02-09 18:00:00,9609,Central,Electronics,Item_B,18414,6,Credit Card,Returned,110484
100956,2023-02-09 19:00:00,7490,South,Home & Kitchen,Item_B,23369,5,Net Banking,Returned,116845
100957,2023-02-09 20:00:00,4600,East,Books,Item_D,17138,8,Credit Card,Delivered,137104
100958,2023-02-09 21:00:00,7783,East,Beauty,Item_D,12156,1,Net Banking,Delivered,12156
100959,2023-02-09 22:00:00,5971,South,Home & Kitchen,Item_E,39887,3,Net Banking,Delivered,119661
100960,2023-02-09 23:00:00,2205,South,Electronics,Item_E,5793,7,Net Banking,Cancelled,40551
100961,2023-02-10 00:00:00,2990,East,Electronics,Item_B,26407,4,Cash,Returned,105628
100962,2023-02-10 01:00:00,6299,West,Clothing,Item_E,49554,5,Net Banking,Cancelled,247770
100963,2023-02-10 02:00:00,4572,North,Books,Item_E,40121,8,Debit Card,Cancelled,320968
100964,2023-02-10 03:00:00,6975,North,Beauty,Item_B,37510,1,UPI,Returned,37510
100965,2023-02-10 04:00:00,7320,East,Home & Kitchen,Item_D,49160,1,Net Banking,In Transit,49160
100966,2023-02-10 05:00:00,5380,South,Electronics,Item_B,31819,7,UPI,In Transit,222733
100967,2023-02-10 06:00:00,5757,West,Home & Kitchen,Item_A,13603,9,UPI,Returned,122427
100968,2023-02-10 07:00:00,3713,East,Beauty,Item_B,13265,4,Debit Card,In Transit,53060
100969,2023-02-10 08:00:00,6588,North,Home & Kitchen,Item_A,24594,8,UPI,Delivered,196752
100970,2023-02-10 09:00:00,1966,Central,Books,Item_B,27001,7,UPI,Returned,189007
100971,2023-02-10 10:00:00,5944,South,Clothing,Item_A,42846,2,UPI,Cancelled,85692
100972,2023-02-10 11:00:00,4432,Central,Home & Kitchen,Item_A,33796,5,Credit Card,Delivered,168980
100973,2023-02-10 12:00:00,1688,East,Clothing,Item_B,29430,9,Net Banking,Cancelled,264870
100974,2023-02-10 13:00:00,5243,North,Beauty,Item_E,7370,9,Net Banking,In Transit,66330
100975,2023-02-10 14:00:00,4701,West,Clothing,Item_C,18606,3,UPI,Returned,55818
100976,2023-02-10 15:00:00,9533,Central,Home & Kitchen,Item_E,24878,3,Debit Card,Delivered,74634
100977,2023-02-10 16:00:00,6182,West,Home & Kitchen,Item_A,30168,2,Credit Card,Returned,60336
100978,2023-02-10 17:00:00,7704,North,Electronics,Item_B,42717,7,Debit Card,Delivered,299019
100979,2023-02-10 18:00:00,5422,Central,Home & Kitchen,Item_B,32855,6,Debit Card,Delivered,197130
100980,2023-02-10 19:00:00,2759,West,Clothing,Item_B,27287,5,UPI,Delivered,136435
100981,2023-02-10 20:00:00,3482,West,Electronics,Item_B,46184,7,Cash,Returned,323288
100982,2023-02-10 21:00:00,9058,Central,Home & Kitchen,Item_C,11249,4,UPI,Delivered,44996
100983,2023-02-10 22:00:00,1951,North,Home & Kitchen,Item_D,6985,5,Cash,Delivered,34925
100984,2023-02-10 23:00:00,9914,West,Beauty,Item_A,41966,9,Credit Card,Returned,377694
100985,2023-02-11 00:00:00,3079,East,Electronics,Item_C,4855,9,Cash,Cancelled,43695
100986,2023-02-11 01:00:00,3717,Central,Beauty,Item_E,18658,4,UPI,In Transit,74632
100987,2023-02-11 02:00:00,5524,South,Beauty,Item_D,25302,6,UPI,Returned,151812
100988,2023-02-11 03:00:00,9477,South,Beauty,Item_D,7118,2,Debit Card,Returned,14236
100989,2023-02-11 04:00:00,8311,North,Books,Item_B,3636,3,UPI,Delivered,10908
100990,2023-02-11 05:00:00,8186,East,Beauty,Item_C,21632,9,UPI,Returned,194688
100991,2023-02-11 06:00:00,3065,West,Clothing,Item_E,25073,6,Net Banking,Returned,150438
100992,2023-02-11 07:00:00,1768,South,Home & Kitchen,Item_B,37840,8,Net Banking,In Transit,302720
100993,2023-02-11 08:00:00,6490,North,Books,Item_B,560,5,Debit Card,Returned,2800
100994,2023-02-11 09:00:00,7645,East,Beauty,Item_A,44877,2,Cash,Delivered,89754
100995,2023-02-11 10:00:00,6083,East,Home & Kitchen,Item_D,4799,7,Cash,In Transit,33593
100996,2023-02-11 11:00:00,6232,North,Electronics,Item_E,43136,6,Net Banking,Returned,258816
100997,2023-02-11 12:00:00,6797,North,Electronics,Item_D,39699,2,Credit Card,Delivered,79398
100998,2023-02-11 13:00:00,5926,West,Home & Kitchen,Item_C,35045,6,Net Banking,In Transit,210270
100999,2023-02-11 14:00:00,7016,North,Clothing,Item_A,13950,8,Credit Card,Returned,111600
101000,2023-02-11 15:00:00,4335,West,Home & Kitchen,Item_B,28187,1,Cash,Delivered,28187
101001,2023-02-11 16:00:00,9038,West,Home & Kitchen,Item_A,37659,4,Net Banking,In Transit,150636
101002,2023-02-11 17:00:00,5873,Central,Books,Item_B,26365,1,UPI,Delivered,26365
101003,2023-02-11 18:00:00,2481,East,Electronics,Item_A,24546,2,Credit Card,In Transit,49092
101004,2023-02-11 19:00:00,7305,East,Electronics,Item_B,3714,1,Credit Card,Returned,3714
101005,2023-02-11 20:00:00,4451,East,Beauty,Item_D,25038,6,Credit Card,Cancelled,150228
101006,2023-02-11 21:00:00,1054,Central,Home & Kitchen,Item_D,27759,6,Cash,In Transit,166554
101007,2023-02-11 22:00:00,8643,West,Home & Kitchen,Item_D,35887,1,Debit Card,Returned,35887
101008,2023-02-11 23:00:00,4462,West,Clothing,Item_D,32165,4,UPI,In Transit,128660
101009,2023-02-12 00:00:00,1832,North,Electronics,Item_A,16585,4,Net Banking,Cancelled,66340
101010,2023-02-12 01:00:00,6954,Central,Clothing,Item_B,18517,8,Credit Card,Delivered,148136
101011,2023-02-12 02:00:00,9519,North,Books,Item_D,593,6,Cash,Cancelled,3558
101012,2023-02-12 03:00:00,8221,Central,Beauty,Item_A,25081,2,Credit Card,Cancelled,50162
101013,2023-02-12 04:00:00,4310,North,Clothing,Item_B,46425,5,Net Banking,Delivered,232125
101014,2023-02-12 05:00:00,4300,South,Electronics,Item_A,33497,4,UPI,Cancelled,133988
101015,2023-02-12 06:00:00,7722,East,Books,Item_D,28155,4,Credit Card,Returned,112620
101016,2023-02-12 07:00:00,8218,East,Home & Kitchen,Item_C,45179,8,Cash,In Transit,361432
101017,2023-02-12 08:00:00,8776,West,Books,Item_A,6695,5,Cash,Cancelled,33475
101018,2023-02-12 09:00:00,4675,South,Clothing,Item_D,39921,3,Debit Card,In Transit,119763
101019,2023-02-12 10:00:00,4054,East,Electronics,Item_E,21637,4,Cash,In Transit,86548
101020,2023-02-12 11:00:00,8970,West,Clothing,Item_B,1913,1,Debit Card,Delivered,1913
101021,2023-02-12 12:00:00,3143,South,Home & Kitchen,Item_D,20628,6,UPI,Cancelled,123768
101022,2023-02-12 13:00:00,6207,East,Home & Kitchen,Item_E,835,4,Net Banking,Delivered,3340
101023,2023-02-12 14:00:00,3538,North,Electronics,Item_A,15393,6,Debit Card,Delivered,92358
101024,2023-02-12 15:00:00,5547,Central,Beauty,Item_A,23203,2,Credit Card,In Transit,46406
101025,2023-02-12 16:00:00,6619,South,Books,Item_E,14833,5,Credit Card,Returned,74165
101026,2023-02-12 17:00:00,9356,West,Books,Item_E,29428,9,Net Banking,In Transit,264852
101027,2023-02-12 18:00:00,7612,South,Home & Kitchen,Item_B,42277,8,Cash,Delivered,338216
101028,2023-02-12 19:00:00,6005,West,Clothing,Item_A,26930,3,Credit Card,Cancelled,80790
101029,2023-02-12 20:00:00,1822,South,Clothing,Item_E,48746,1,Debit Card,Returned,48746
101030,2023-02-12 21:00:00,1943,West,Beauty,Item_C,7645,3,Net Banking,Returned,22935
101031,2023-02-12 22:00:00,7150,East,Clothing,Item_C,45383,8,Credit Card,Cancelled,363064
101032,2023-02-12 23:00:00,5425,North,Books,Item_E,14481,3,Cash,Cancelled,43443
101033,2023-02-13 00:00:00,9966,East,Clothing,Item_B,6802,5,Cash,Returned,34010
101034,2023-02-13 01:00:00,3198,North,Beauty,Item_A,237,2,Credit Card,Delivered,474
101035,2023-02-13 02:00:00,5242,East,Books,Item_C,42792,1,Net Banking,Returned,42792
101036,2023-02-13 03:00:00,4695,East,Clothing,Item_E,29069,5,UPI,Returned,145345
101037,2023-02-13 04:00:00,4452,South,Books,Item_E,36743,5,Credit Card,Returned,183715
101038,2023-02-13 05:00:00,2308,Central,Home & Kitchen,Item_D,31276,6,Cash,Delivered,187656
101039,2023-02-13 06:00:00,5177,West,Home & Kitchen,Item_E,26830,2,UPI,Cancelled,53660
101040,2023-02-13 07:00:00,9705,West,Home & Kitchen,Item_B,20669,9,Net Banking,Cancelled,186021
101041,2023-02-13 08:00:00,7852,West,Clothing,Item_C,32499,2,Cash,Cancelled,64998
