customer_id,region,marketing_channel,campaign_type,before_campaign_sales,after_campaign_sales,before_campaign_visits,after_campaign_visits,conversion_rate_before,conversion_rate_after,campaign_cost_usd,customer_retained
1847,Asia,Social Media,New Product Launch,4791,1120,25,108,2.87,11.88,16328,1
1848,Asia,TV Ads,New Product Launch,3996,2367,43,50,2.94,5.6,15318,1
1849,Middle East,Influencer,Discount,1225,8628,15,77,2.99,8.78,11672,1
1850,Middle East,Email,Discount,2683,2587,27,36,1.26,6.46,17507,0
1851,South America,Google Ads,New Product Launch,331,7306,3,57,3.79,8.06,14079,1
1852,South America,Google Ads,Discount,4268,6697,37,87,4.9,1.49,7629,1
1853,South America,TV Ads,Brand Awareness,864,7124,15,49,1.72,4.62,5421,1
1854,South America,TV Ads,New Product Launch,3297,1239,33,106,2.38,1.28,1084,0
1855,Middle East,TV Ads,New Product Launch,2605,4775,37,59,1.94,7.22,17915,1
1856,South America,Google Ads,Brand Awareness,3067,3172,24,9,1.03,11.67,15927,1
1857,Middle East,Google Ads,Discount,2906,3374,20,73,0.83,5.54,17020,1
1858,South America,Social Media,Brand Awareness,4042,4519,4,36,2.84,2.09,15710,1
1859,Europe,Social Media,Brand Awareness,3209,2861,35,105,3.2,9.37,553,1
1860,South America,Social Media,New Product Launch,3998,5111,3,64,2.89,4.37,8501,1
1861,South America,Email,Brand Awareness,3651,596,43,98,1.74,10.24,3207,1
1862,Middle East,TV Ads,Brand Awareness,890,1939,39,57,2.95,5.76,11418,1
1863,Middle East,TV Ads,Brand Awareness,4362,3645,27,115,3.12,4.36,16653,1
1864,Middle East,Email,Brand Awareness,2808,3806,8,67,2.99,2.69,760,1
1865,North America,Email,Brand Awareness,2612,2275,20,87,1.44,2.27,11011,1
1866,Asia,Email,Brand Awareness,1770,4216,39,95,4.97,1.07,4238,1
1867,Middle East,Social Media,Brand Awareness,855,8032,11,91,4.38,10.66,4619,1
1868,Europe,Google Ads,Discount,2544,3980,3,69,4.88,4.59,5779,1
1869,South America,Google Ads,Brand Awareness,4005,8926,24,87,4.79,8.44,18858,0
1870,Asia,Social Media,Brand Awareness,1053,2669,31,89,1.23,7.7,17028,1
1871,Asia,Influencer,Brand Awareness,164,6813,8,67,0.54,6.38,15652,0
1872,Europe,Social Media,New Product Launch,3589,4315,30,116,3.74,10.16,9380,0
1873,Asia,Influencer,Brand Awareness,3405,2480,5,76,1.52,7.8,14793,1
1874,North America,Influencer,Discount,1058,1000,6,113,3.13,1.09,8313,1
1875,Europe,TV Ads,Brand Awareness,3584,3980,10,84,1.93,1.66,13570,1
1876,Europe,Social Media,New Product Launch,3197,5116,20,56,3.77,10.64,8841,0
1877,South America,Social Media,Discount,1463,3452,39,91,1.91,6.23,6496,1
1878,Europe,Google Ads,Brand Awareness,1990,5204,7,25,1.12,7.08,2900,1
1879,Europe,Social Media,Discount,4434,1582,24,22,3.76,8.67,11596,0
1880,South America,Google Ads,New Product Launch,1254,8652,13,44,2.39,5.98,1952,1
1881,Asia,Google Ads,Brand Awareness,1513,5559,13,111,3.22,3.69,14780,1
1882,South America,Email,New Product Launch,866,355,14,21,1.26,10.22,12820,1
1883,North America,Google Ads,Discount,1616,6859,13,34,3.93,2.24,6924,1
1884,South America,Google Ads,Brand Awareness,665,6290,40,86,1.96,7.29,5408,1
1885,South America,TV Ads,Brand Awareness,1077,4845,45,110,4.91,6.42,4791,1
1886,South America,Email,Brand Awareness,4509,5140,13,63,1.19,1.72,17843,0
1887,Europe,Email,Discount,2890,4308,48,86,3.98,1.98,19236,1
1888,Europe,Social Media,New Product Launch,3878,6715,47,48,3.94,9.26,3476,0
1889,Asia,Email,New Product Launch,2887,8078,6,94,4.23,5.61,10105,1
1890,Middle East,Google Ads,Discount,3731,6578,34,78,0.9,10.43,18428,0
1891,North America,TV Ads,Brand Awareness,3581,4484,32,115,4.45,7.99,6444,0
1892,Europe,TV Ads,New Product Launch,1018,4179,4,9,0.64,6.3,12712,1
1893,South America,TV Ads,Brand Awareness,2362,2838,17,70,0.95,2.2,16081,1
1894,Europe,Google Ads,New Product Launch,2899,2075,25,48,1.4,11.87,19178,1
1895,Middle East,TV Ads,New Product Launch,3967,6319,33,75,0.53,7.62,8872,1
1896,North America,TV Ads,New Product Launch,242,1212,48,113,3.5,10.97,9775,0
1897,Middle East,Social Media,Brand Awareness,2582,8228,45,105,2.83,11.28,9421,1
1898,Europe,Social Media,New Product Launch,2253,7069,25,39,4.75,5.33,3204,1
1899,Asia,Google Ads,Brand Awareness,3520,5360,5,27,1.24,8.14,14315,1
1900,North America,Influencer,New Product Launch,424,2240,18,94,3.63,6.72,14033,1
1901,North America,Email,Brand Awareness,2697,1464,10,98,4.34,1.95,7750,1
1902,Middle East,TV Ads,New Product Launch,2017,4540,20,108,3.38,10.21,14785,1
1903,North America,Social Media,Discount,4246,4460,30,45,0.87,2.96,17470,0
1904,South America,Influencer,Brand Awareness,103,7554,19,82,1.1,6.54,17190,1
1905,Europe,Google Ads,Discount,3255,8603,17,46,1.0,5.87,10459,0
1906,Middle East,TV Ads,Discount,2105,2099,40,79,2.07,9.57,18593,0
1907,Europe,Email,Discount,256,372,20,77,4.84,4.64,11013,0
1908,North America,Google Ads,Brand Awareness,1992,2201,27,44,1.85,9.93,14634,0
1909,Europe,Social Media,Brand Awareness,2208,7338,26,46,3.01,5.92,11360,1
1910,Middle East,Email,New Product Launch,2947,5155,32,79,0.72,4.04,18737,1
1911,Middle East,Influencer,Brand Awareness,427,3973,37,21,2.13,4.76,9707,0
1912,Europe,TV Ads,Brand Awareness,3686,4099,16,119,0.91,3.53,18454,1
1913,South America,Email,New Product Launch,3847,6180,6,47,1.15,7.18,10533,1
1914,Middle East,Email,Discount,230,936,36,119,3.04,10.2,10445,1
1915,Asia,TV Ads,New Product Launch,1120,206,27,37,0.63,7.88,11203,0
1916,Middle East,Social Media,Brand Awareness,2884,3987,46,23,3.0,7.81,3128,1
1917,North America,Email,New Product Launch,699,4286,48,51,1.64,5.39,19659,0
1918,North America,Email,Brand Awareness,4508,3392,9,60,4.82,1.82,10630,1
1919,North America,Influencer,Discount,4638,4806,46,58,4.21,11.1,18153,0
1920,Europe,Google Ads,Brand Awareness,3180,6784,31,98,4.74,5.32,9259,1
1921,Europe,Influencer,Brand Awareness,3726,8494,17,87,3.81,7.86,4728,1
1922,North America,Influencer,New Product Launch,4648,2137,35,72,3.2,8.03,1578,0
1923,Middle East,Email,Discount,2033,6813,35,96,2.09,4.41,4328,1
1924,Asia,Email,Brand Awareness,121,6750,11,33,2.61,1.94,17042,1
1925,Middle East,TV Ads,Brand Awareness,1573,1700,43,119,4.1,7.46,1570,0
1926,Europe,Email,Discount,2033,1710,30,20,2.16,11.63,2068,0
1927,Asia,Email,Discount,4883,6809,4,59,2.97,5.08,4929,1
1928,Europe,TV Ads,Discount,2879,4639,42,51,4.58,11.86,10574,0
1929,Asia,Social Media,Brand Awareness,3596,992,15,86,4.2,7.95,3463,0
1930,Asia,Google Ads,Brand Awareness,487,766,7,99,4.73,3.79,6417,1
1931,South America,Social Media,Discount,4040,1580,38,114,0.74,3.81,16325,0
1932,South America,Google Ads,Discount,718,6838,16,47,2.64,9.3,17737,0
1933,North America,Email,Brand Awareness,1754,7285,12,48,0.75,6.72,1354,1
1934,Europe,Influencer,Brand Awareness,975,4416,22,32,3.16,3.06,19011,1
1935,Middle East,Influencer,Discount,3552,7167,13,53,4.31,11.45,8776,1
1936,Middle East,Influencer,New Product Launch,1363,3826,27,20,2.89,6.5,19293,1
1937,Europe,Google Ads,Discount,4219,2499,9,57,1.83,8.05,5526,1
1938,Middle East,Google Ads,Brand Awareness,2808,8393,40,110,4.49,11.37,3063,0
1939,Europe,Google Ads,Discount,3744,550,19,106,2.84,7.81,6845,1
1940,North America,Google Ads,New Product Launch,582,7164,4,56,0.75,11.37,8603,1
1941,Middle East,Google Ads,Discount,3601,6447,28,24,4.62,1.13,11940,0
1942,Europe,Influencer,Brand Awareness,3712,1794,22,75,3.96,11.39,19089,1
1943,South America,Email,Discount,4018,7550,35,100,2.13,1.44,15850,1
1944,Asia,Influencer,New Product Launch,1907,1418,5,78,0.77,7.32,2306,1
1945,North America,Influencer,Discount,3895,3424,19,10,3.88,7.02,19304,0
1946,South America,TV Ads,Discount,1399,5791,27,55,1.83,9.16,6825,1
1947,Asia,Influencer,New Product Launch,893,7371,35,63,3.38,1.3,9972,1
1948,South America,Social Media,Discount,4339,2933,13,31,4.39,11.49,2869,1
1949,Europe,Social Media,New Product Launch,4992,2445,11,9,3.04,11.76,3794,1
1950,South America,Google Ads,New Product Launch,2420,7801,4,29,4.47,9.99,6155,1
1951,South America,Influencer,Brand Awareness,3710,2024,42,20,2.57,10.25,3414,0
1952,Asia,TV Ads,New Product Launch,3291,8607,3,78,2.54,2.97,7642,1
1953,North America,Social Media,Brand Awareness,871,2216,2,17,2.38,7.7,15764,1
1954,Middle East,Social Media,Discount,2906,720,49,72,0.88,7.26,1968,0
1955,Middle East,Google Ads,Brand Awareness,209,6539,44,76,2.44,6.98,4339,1
1956,Europe,Social Media,Discount,3284,5336,26,94,2.02,4.45,5545,0
1957,South America,Influencer,New Product Launch,4033,7232,32,91,1.96,2.77,1183,1
1958,North America,Influencer,Brand Awareness,1190,4684,35,42,1.11,6.61,9504,0
1959,Europe,TV Ads,Discount,364,8290,37,49,3.88,11.34,3333,1
1960,North America,Google Ads,Brand Awareness,604,613,24,82,2.49,3.35,15830,0
1961,North America,TV Ads,Discount,3538,1162,18,39,4.6,1.57,9988,1
1962,South America,Influencer,Brand Awareness,1778,4851,31,40,3.6,5.93,16037,0
1963,Europe,Google Ads,Brand Awareness,1152,6998,32,72,3.18,8.02,5036,1
1964,Middle East,Google Ads,Discount,4223,2158,49,30,3.1,10.6,12361,0
1965,Middle East,Social Media,Discount,2868,3207,3,12,2.55,4.08,15257,0
1966,Europe,Social Media,Brand Awareness,3539,3133,19,18,4.86,3.11,16894,1
1967,Europe,Influencer,New Product Launch,2027,602,44,27,4.32,1.17,5493,0
1968,Middle East,Email,New Product Launch,1627,5920,7,57,2.32,2.19,771,0
1969,Middle East,TV Ads,New Product Launch,2711,3370,7,68,0.73,7.06,15670,0
1970,North America,Social Media,Brand Awareness,3832,2183,41,29,3.73,4.53,17648,0
1971,North America,Social Media,Brand Awareness,3130,6660,46,103,0.76,7.3,14451,0
1972,South America,Google Ads,New Product Launch,3865,7627,1,44,3.93,10.21,4026,0
1973,South America,Social Media,Brand Awareness,1267,873,26,114,1.06,6.57,3042,0
1974,Europe,TV Ads,Discount,3146,7377,7,43,1.57,8.73,2018,1
1975,Middle East,Social Media,New Product Launch,4061,6634,39,43,2.1,10.89,15458,1
1976,Middle East,TV Ads,New Product Launch,1660,7575,11,101,1.6,9.78,1632,1
1977,Asia,TV Ads,New Product Launch,939,4534,22,109,4.71,11.12,5263,0
1978,North America,Google Ads,Discount,2286,362,34,96,0.86,8.17,17714,0
1979,Europe,TV Ads,Brand Awareness,666,4274,10,52,0.97,3.64,6759,1
1980,North America,Social Media,Brand Awareness,4552,553,41,39,2.3,1.88,18569,0
1981,Asia,Google Ads,Discount,4385,4646,22,59,0.66,3.43,18386,1
1982,North America,Social Media,New Product Launch,1500,7416,5,97,5.0,8.68,14577,1
1983,Middle East,Social Media,New Product Launch,4693,3395,13,119,3.69,7.47,15045,1
1984,Asia,TV Ads,Brand Awareness,185,5596,6,55,4.42,9.62,3818,0
1985,Asia,Social Media,Brand Awareness,695,6834,38,105,0.7,2.49,14088,0
1986,Middle East,TV Ads,Brand Awareness,1201,4147,25,24,0.97,4.69,2910,1
1987,North America,Social Media,Brand Awareness,3354,5247,19,107,1.42,11.95,8821,1
1988,Asia,Social Media,Discount,4382,5343,15,31,2.37,2.34,5423,0
1989,North America,Social Media,Discount,655,8633,27,118,2.13,7.8,19775,1
1990,Middle East,Influencer,Brand Awareness,1837,6252,45,117,4.25,8.33,15665,1
1991,North America,Email,Brand Awareness,2490,1389,45,5,2.97,11.21,12984,1
1992,Middle East,TV Ads,Brand Awareness,2687,7438,33,43,0.97,5.57,15538,1
1993,Middle East,Social Media,New Product Launch,4083,3116,7,72,1.2,10.46,1491,0
1994,Asia,Email,New Product Launch,3880,2872,24,80,2.56,8.7,2494,1
1995,North America,Google Ads,Brand Awareness,2081,4979,49,19,4.77,2.25,2818,0
1996,Middle East,Influencer,Brand Awareness,3407,2726,1,65,0.95,6.64,18830,1
1997,Europe,Social Media,Discount,3348,8107,48,8,0.67,5.73,18662,1
1998,North America,Influencer,Discount,1334,8397,41,21,3.89,5.23,18774,1
1999,Middle East,Email,Discount,4119,389,23,58,1.35,5.21,18827,1
2000,Europe,TV Ads,New Product Launch,122,4594,5,11,2.4,1.07,19163,0
2001,South America,TV Ads,Brand Awareness,552,3185,34,6,4.06,8.95,3493,0
2002,Middle East,Email,Discount,3811,8040,44,110,4.78,5.25,12261,1
2003,Europe,TV Ads,Brand Awareness,4110,1565,25,62,3.92,5.46,9688,1
2004,Asia,Email,Discount,2017,903,6,93,3.75,2.61,16520,1
2005,North America,Social Media,Discount,2964,2793,13,45,2.02,4.38,10212,1
2006,Asia,Email,Discount,2305,1020,49,59,4.91,1.67,3850,1
2007,South America,TV Ads,Brand Awareness,221,7658,1,33,4.33,3.13,17228,1
2008,Europe,Email,Brand Awareness,652,4071,21,77,2.4,4.88,2802,1
2009,South America,Social Media,New Product Launch,4589,4451,24,89,0.81,11.53,12837,1
2010,Asia,Influencer,New Product Launch,1309,427,39,37,1.65,3.39,3133,0
2011,Asia,Email,New Product Launch,2531,4112,6,69,0.96,9.78,18110,1
2012,Asia,TV Ads,Brand Awareness,4695,7631,31,19,1.02,11.19,12340,1
2013,Middle East,TV Ads,Discount,1008,272,25,54,1.52,3.12,9332,0
2014,Asia,TV Ads,Discount,1321,8583,30,101,0.57,2.33,3835,0
2015,North America,Influencer,Discount,2036,2200,18,28,3.94,6.09,11265,1
2016,Europe,Influencer,Discount,2853,3447,36,92,1.59,6.65,4549,1
2017,South America,Social Media,Discount,3810,2029,34,76,3.71,9.53,8462,1
2018,North America,Influencer,Discount,528,5921,42,113,4.96,4.83,4425,1
2019,Europe,Email,Brand Awareness,3004,267,26,41,4.61,5.0,5038,1
2020,South America,Google Ads,New Product Launch,4679,6636,48,80,1.14,2.46,12737,1
2021,Middle East,Email,New Product Launch,157,2186,39,68,2.14,4.84,19686,1
2022,North America,Email,Brand Awareness,2568,7440,41,112,4.49,5.39,10000,1
2023,North America,Email,Brand Awareness,1287,5820,11,112,4.65,2.76,1394,0
2024,Asia,Social Media,Brand Awareness,3800,2572,36,73,4.71,3.55,18444,0
2025,Asia,Email,Discount,3139,2875,49,110,1.79,4.15,9582,0
2026,South America,TV Ads,Brand Awareness,3853,7914,23,98,4.72,1.16,590,1
2027,South America,Email,Brand Awareness,624,5245,7,94,3.95,10.78,7130,0
2028,South America,Email,Brand Awareness,2778,2494,35,89,3.3,1.41,7435,1
2029,South America,Google Ads,New Product Launch,4783,8324,32,65,2.14,5.59,1026,0
2030,Europe,Social Media,Discount,4587,2525,20,61,3.19,9.99,1992,1
2031,Middle East,Influencer,Brand Awareness,4567,8318,14,84,2.55,11.42,15489,1
2032,Asia,Influencer,New Product Launch,3072,7874,48,83,1.58,11.28,14369,1
2033,South America,TV Ads,Brand Awareness,2652,265,24,9,3.18,4.18,11869,1
2034,North America,Google Ads,Brand Awareness,4899,4155,33,76,0.73,1.3,2900,1
2035,South America,Influencer,New Product Launch,3871,602,31,114,3.2,6.56,14259,0
2036,South America,Email,New Product Launch,3474,6193,45,51,2.65,3.01,1190,0
2037,Middle East,Google Ads,New Product Launch,1811,4673,8,5,4.5,7.95,19208,1
2038,Middle East,Social Media,Brand Awareness,1104,7536,17,53,0.78,11.99,15611,1
2039,North America,Email,Discount,1254,4494,48,12,3.44,6.63,8685,1
2040,North America,Email,Brand Awareness,4155,633,49,31,1.36,10.89,1903,1
2041,Europe,Influencer,New Product Launch,4784,5819,34,85,1.29,9.33,16378,1
2042,Asia,TV Ads,New Product Launch,2614,4444,28,107,0.81,5.58,10467,0
2043,Europe,Email,Discount,4006,6936,4,49,1.08,3.53,2160,0
2044,Europe,Influencer,Brand Awareness,4332,3082,21,28,2.35,9.01,2022,1
2045,Asia,Google Ads,Discount,776,7563,22,113,4.79,8.25,12078,1
2046,Europe,Email,Brand Awareness,2761,3114,27,46,1.38,8.04,18941,1
2047,South America,Email,Brand Awareness,3612,2214,34,118,2.65,8.45,1975,1
2048,Europe,Email,Brand Awareness,2904,5020,25,23,3.63,11.11,2638,1
2049,South America,Google Ads,New Product Launch,4984,7388,16,111,2.76,6.36,16191,1
2050,Europe,Influencer,New Product Launch,873,1693,12,110,2.88,10.29,5290,1
2051,North America,Email,New Product Launch,2546,3066,12,119,4.89,11.71,19954,1
2052,North America,Google Ads,Discount,4191,2267,18,69,2.26,10.7,11020,1
2053,North America,Google Ads,Discount,2097,8613,6,15,3.26,1.11,13924,1
2054,Middle East,Influencer,New Product Launch,4487,4008,24,68,3.0,8.33,817,1
2055,Europe,Email,Discount,3736,720,45,29,2.14,5.45,3473,1
2056,Asia,Email,Brand Awareness,742,870,46,85,2.61,7.07,14275,0
2057,Europe,Influencer,Discount,4920,6193,12,59,2.73,11.48,16938,0
2058,Europe,Google Ads,Brand Awareness,3381,7348,32,104,3.7,1.83,5169,1
2059,Europe,TV Ads,Brand Awareness,4746,643,3,11,2.37,9.69,2949,0
2060,North America,Influencer,Discount,208,1392,3,35,4.89,3.36,14696,1
2061,North America,Google Ads,New Product Launch,1425,8597,38,111,1.11,9.85,10090,1
2062,Asia,Google Ads,Brand Awareness,1485,1590,20,16,0.95,2.13,7963,1
2063,Europe,Google Ads,Brand Awareness,4183,4429,2,69,2.4,8.78,18349,0
2064,Europe,Influencer,New Product Launch,4579,8195,24,40,1.41,11.24,10321,1
2065,North America,Email,Discount,1435,4433,49,69,1.23,3.71,19318,1
2066,South America,TV Ads,Discount,3468,3833,14,24,3.45,3.68,6370,0
2067,Europe,Email,New Product Launch,4820,6681,6,115,2.19,10.86,8785,0
2068,North America,Social Media,New Product Launch,4651,8768,46,6,0.73,9.25,14723,1
2069,Europe,Email,Discount,2056,7343,33,113,3.94,7.66,4936,1
2070,South America,TV Ads,Discount,3020,4852,12,31,4.38,9.11,13058,1
2071,Europe,Email,Discount,4179,3928,31,13,1.57,4.67,16659,0
2072,North America,TV Ads,New Product Launch,773,2795,4,94,1.22,2.01,15897,0
2073,Asia,Social Media,Brand Awareness,2326,8386,2,98,2.34,11.27,7819,1
2074,Middle East,Email,Brand Awareness,620,6636,18,117,0.56,7.84,1978,1
2075,Middle East,Social Media,Discount,2450,3757,43,11,1.74,10.16,3511,1
2076,Europe,TV Ads,Brand Awareness,1143,2211,13,72,4.38,1.58,14387,1
2077,South America,Social Media,Brand Awareness,1412,1121,31,116,2.18,1.19,19295,1
2078,North America,Email,Brand Awareness,618,1418,43,67,3.71,8.33,11482,1
2079,Middle East,Email,Discount,1175,3054,31,58,2.53,7.99,4181,1
2080,South America,Google Ads,Brand Awareness,2952,8670,10,29,4.46,1.5,2218,1
2081,South America,Google Ads,New Product Launch,1109,4649,4,118,4.57,6.45,13970,0
2082,Asia,Social Media,New Product Launch,3723,751,15,113,4.06,2.92,8333,0
2083,Europe,TV Ads,Brand Awareness,2783,8245,5,58,1.69,11.12,2937,1
2084,Europe,Google Ads,New Product Launch,1764,8235,7,9,2.31,3.57,13361,1
2085,North America,Google Ads,New Product Launch,2726,5975,1,9,4.19,2.79,5369,1
2086,South America,Influencer,Brand Awareness,3574,3290,43,62,4.1,4.77,5654,0
2087,Middle East,Social Media,New Product Launch,551,5131,36,42,1.27,9.73,9384,0
2088,North America,Influencer,Discount,4637,4504,30,31,3.34,4.01,7091,1
2089,North America,Google Ads,New Product Launch,555,622,44,75,3.32,3.28,12133,1
2090,North America,Social Media,Brand Awareness,4725,6000,5,50,2.42,5.53,2569,0
2091,Middle East,Influencer,Brand Awareness,1147,8113,36,52,3.58,11.72,5656,1
2092,North America,Email,New Product Launch,4136,1670,21,16,3.66,9.64,8525,1
2093,Asia,Google Ads,Brand Awareness,1113,5456,15,115,0.82,2.74,10792,1
2094,Middle East,TV Ads,Discount,4977,1828,19,81,1.73,8.29,17772,1
2095,South America,Google Ads,New Product Launch,324,7481,20,78,3.1,3.97,16113,1
2096,Middle East,Google Ads,New Product Launch,2098,6425,12,77,3.33,2.01,8233,1
2097,Europe,Google Ads,Discount,3533,1264,42,15,2.24,4.57,19715,0
2098,Europe,TV Ads,Discount,1478,1729,38,28,2.68,11.69,16177,1
2099,South America,Social Media,New Product Launch,4432,2398,38,82,2.72,6.22,15887,0
2100,South America,Google Ads,New Product Launch,2498,3575,44,112,2.86,11.22,7457,1
2101,Europe,Google Ads,New Product Launch,4992,2891,32,29,4.85,1.11,14818,1
2102,North America,Influencer,Brand Awareness,193,332,47,15,3.92,11.01,14165,0
2103,Middle East,Social Media,Discount,3794,7340,35,38,3.73,3.42,6551,1
2104,Middle East,Social Media,Discount,1220,8348,42,26,4.65,11.04,17148,1
2105,Asia,TV Ads,New Product Launch,863,6733,27,46,1.91,8.57,3658,1
2106,North America,Email,Discount,3918,1511,40,51,3.45,8.9,2189,0
2107,Europe,TV Ads,Brand Awareness,1825,4269,11,110,4.13,2.32,4280,1
2108,North America,Social Media,New Product Launch,2925,866,31,85,1.85,5.31,18287,0
2109,North America,Google Ads,Discount,715,2729,11,102,4.14,8.32,13325,1
2110,Asia,Email,New Product Launch,1272,2713,20,20,3.69,1.06,12073,1
2111,South America,TV Ads,Discount,654,3978,11,59,3.18,1.96,3137,1
2112,Asia,Influencer,New Product Launch,4867,5999,9,11,4.28,1.03,4752,1
2113,South America,Social Media,Brand Awareness,2708,7195,20,36,2.89,2.0,8879,1
2114,South America,Influencer,Discount,350,4033,43,72,0.5,4.16,17827,0
2115,Europe,Influencer,Brand Awareness,4054,7201,15,19,2.22,6.47,18864,1
2116,South America,TV Ads,Discount,294,8905,13,53,2.59,5.78,11400,1
2117,Middle East,Email,Brand Awareness,824,1993,37,61,1.18,7.13,15493,1
2118,North America,Google Ads,Brand Awareness,2494,6666,37,98,2.29,4.08,13848,1
2119,Middle East,Social Media,Discount,2432,8870,14,103,2.17,5.29,4292,1
2120,South America,Google Ads,New Product Launch,1595,1378,16,98,2.38,9.62,17538,1
2121,Asia,TV Ads,Discount,1473,5398,24,64,0.52,2.08,11065,1
2122,Asia,Google Ads,Brand Awareness,4966,2493,29,32,4.66,8.69,6419,1
2123,Asia,Social Media,Discount,127,856,30,53,2.73,9.96,6501,1
2124,North America,Email,Brand Awareness,4444,6928,3,49,1.37,8.01,16252,1
2125,South America,Influencer,Discount,3818,6782,19,62,2.3,5.99,7414,1
2126,Europe,Email,New Product Launch,3774,3487,16,101,4.3,8.37,10670,1
2127,Europe,Google Ads,Discount,393,2316,10,92,2.85,10.84,15475,1
2128,Asia,Social Media,Discount,511,6227,37,34,4.95,10.37,4291,1
2129,Middle East,TV Ads,Discount,716,7738,15,101,4.5,3.25,18326,1
2130,Asia,Google Ads,Discount,637,5716,1,114,0.86,10.16,11550,1
2131,Middle East,TV Ads,Discount,705,6624,16,14,2.26,4.88,17581,0
2132,North America,Social Media,New Product Launch,1115,7526,13,19,3.35,7.44,9001,1
2133,Europe,TV Ads,Discount,4014,8016,13,46,1.14,10.14,17358,1
2134,North America,Email,Brand Awareness,1473,2289,15,79,2.51,6.69,16077,0
2135,Middle East,Social Media,Discount,3660,7319,12,107,1.06,8.57,8302,0
2136,Asia,Google Ads,New Product Launch,1675,7036,45,57,2.61,8.44,6808,1
2137,South America,Google Ads,Brand Awareness,2835,4452,13,113,1.11,2.31,16498,1
2138,South America,Google Ads,Discount,3572,8225,15,42,1.71,2.89,6409,1
2139,Europe,Google Ads,Discount,4273,7834,5,55,0.92,9.56,15236,1
2140,South America,Social Media,Discount,1969,1450,19,32,1.62,1.03,19494,0
2141,North America,Social Media,Discount,4372,5357,26,14,3.93,1.36,18209,0
2142,South America,Google Ads,Brand Awareness,3437,8855,7,36,0.66,2.1,10001,1
2143,Asia,Email,New Product Launch,4447,7770,48,85,2.84,5.1,5062,1
2144,South America,TV Ads,Discount,4801,5478,7,117,2.43,8.0,14217,1
2145,Europe,Social Media,Brand Awareness,2524,2690,27,119,4.57,3.22,863,1
2146,North America,Social Media,Brand Awareness,510,4759,5,80,3.71,10.37,12903,1
2147,Asia,Google Ads,New Product Launch,1613,5129,28,117,1.23,9.22,2191,1
2148,South America,Email,Discount,3513,6705,32,13,4.1,7.89,8463,1
2149,North America,Email,Discount,3968,6552,23,57,4.64,6.83,13820,0
2150,Europe,Social Media,New Product Launch,3528,8321,28,39,0.65,8.35,8744,1
2151,Middle East,Influencer,Discount,936,7679,6,27,2.37,8.73,2726,0
2152,Middle East,Influencer,Discount,601,5803,29,14,1.89,7.69,7802,1
2153,Europe,TV Ads,Discount,4433,3310,32,60,4.26,2.49,15092,1
2154,Europe,TV Ads,New Product Launch,1872,4663,9,20,1.69,10.64,9909,1
2155,Middle East,Social Media,New Product Launch,1761,6109,26,58,3.14,6.95,15687,0
2156,Asia,Social Media,Brand Awareness,3189,5678,36,71,2.3,1.64,13404,0
2157,Asia,Google Ads,Discount,4106,6960,23,27,3.67,2.36,9262,1
2158,North America,Email,New Product Launch,2908,1620,34,116,1.75,2.66,11285,1
2159,North America,TV Ads,Brand Awareness,4285,6793,26,92,2.19,11.69,13772,1
2160,North America,Email,New Product Launch,1824,7745,9,98,2.46,4.86,9862,1
2161,Asia,TV Ads,New Product Launch,1810,5642,19,52,4.1,2.62,5619,0
2162,Asia,Social Media,Discount,3949,6773,37,115,2.06,5.25,18274,1
2163,Middle East,TV Ads,New Product Launch,4673,7915,19,25,1.09,1.16,8206,1
2164,Middle East,Google Ads,New Product Launch,1539,3734,32,106,2.86,3.4,19333,1
2165,Asia,Email,Discount,1606,8858,45,98,2.4,6.55,6801,1
2166,South America,Social Media,Brand Awareness,307,1996,47,37,0.99,8.69,13652,1
2167,North America,TV Ads,New Product Launch,2671,5529,45,115,3.43,10.92,2929,1
2168,South America,TV Ads,New Product Launch,4151,1260,33,12,1.08,6.78,9074,1
2169,Asia,Google Ads,Discount,1916,1237,35,5,3.55,6.05,3095,1
2170,Asia,Google Ads,New Product Launch,4349,2886,47,57,2.25,2.37,12483,1
2171,North America,Google Ads,New Product Launch,4623,2773,26,117,1.64,4.25,14759,0
2172,South America,Google Ads,Discount,605,8290,12,117,1.59,8.48,10464,1
2173,Europe,Email,Brand Awareness,1298,8672,48,104,2.46,8.53,13115,1
2174,South America,Social Media,Discount,173,8828,13,44,3.86,11.24,12133,1
2175,Middle East,Social Media,Discount,4618,4330,22,16,4.15,5.64,8112,1
2176,South America,Influencer,Discount,3516,4641,38,84,0.98,8.44,4284,0
2177,North America,Google Ads,Brand Awareness,1073,4680,1,12,1.42,9.11,16719,0
2178,North America,Google Ads,Brand Awareness,4701,3313,19,44,3.13,3.42,16963,0
2179,Europe,Email,New Product Launch,4713,6475,32,88,1.82,4.55,2833,0
2180,Middle East,Influencer,New Product Launch,1826,3464,11,100,3.04,4.28,1178,1
2181,Europe,Google Ads,Discount,2228,3922,3,44,3.87,9.92,14334,1
2182,Asia,Influencer,New Product Launch,4229,2785,24,95,1.45,5.84,8554,1
2183,Asia,TV Ads,Discount,918,4854,19,11,4.81,10.19,13010,1
2184,Asia,Social Media,Brand Awareness,3947,7629,21,113,4.61,8.2,3588,1
2185,North America,Google Ads,Discount,4985,7208,23,54,2.56,10.41,17863,0
2186,Asia,Google Ads,New Product Launch,4420,3733,47,19,0.73,4.38,11527,1
