trip_id,driver_id,city,trip_distance_km,trip_duration_min,fare_amount_usd,surge_multiplier,payment_method,driver_rating,rider_rating,cancelled,trip_hour,weekend_trip
1772,8075,Dubai,31.52,42,117.51,1.0,UPI,3.93,3.22,0,18,1
1773,3937,Singapore,35.51,14,102.18,1.2,Credit Card,3.92,3.72,0,21,1
1774,9365,Dubai,24.83,83,59.74,1.0,Cash,4.86,4.31,0,22,0
1775,4375,Singapore,4.31,14,6.77,2.0,UPI,4.02,3.21,0,5,0
1776,1237,Singapore,6.9,5,104.34,2.5,Cash,3.56,3.26,0,15,0
1777,4210,Mumbai,4.57,114,40.15,1.0,UPI,4.97,3.83,0,11,0
1778,7497,Dubai,26.79,67,17.34,2.5,Wallet,4.7,4.31,0,22,0
1779,2085,Singapore,20.77,117,114.47,2.0,Wallet,4.16,3.0,0,4,0
1780,9076,Mumbai,32.2,85,21.8,1.2,Wallet,3.76,4.61,0,4,0
1781,7326,Mumbai,1.97,100,7.97,1.2,Wallet,3.64,4.47,1,9,0
1782,3816,Dubai,37.71,68,11.44,2.0,Cash,4.06,3.92,0,13,0
1783,3402,Mumbai,4.37,17,44.55,2.5,UPI,3.59,4.04,0,17,0
1784,2011,Mumbai,3.8,81,87.68,1.5,UPI,4.05,3.37,0,14,0
1785,3660,Sydney,18.91,99,61.56,1.5,Wallet,4.1,3.87,0,1,0
1786,8877,Singapore,15.24,13,42.03,1.0,Wallet,4.4,4.14,0,5,1
1787,2475,Mumbai,33.93,12,72.8,1.5,Credit Card,3.59,3.86,0,10,0
1788,2428,Singapore,31.66,102,35.58,2.0,UPI,4.35,3.74,0,16,1
1789,1230,New York,14.2,82,107.71,1.5,Cash,3.69,4.99,1,20,0
1790,6613,London,19.5,106,22.01,2.0,UPI,4.99,4.69,0,4,1
1791,8972,Sydney,8.21,45,98.9,2.5,UPI,4.51,4.41,0,11,0
1792,9781,Mumbai,41.46,15,62.49,1.2,UPI,3.95,3.37,0,16,0
1793,2727,Singapore,24.18,52,67.57,2.5,Cash,4.13,4.73,0,7,0
1794,3231,Dubai,10.53,108,101.64,2.0,Credit Card,4.06,4.03,0,21,0
1795,1357,Sydney,21.92,20,70.73,2.0,Credit Card,4.65,3.45,0,3,0
1796,4201,Dubai,35.06,98,87.74,1.5,Cash,4.42,3.45,0,12,0
1797,1667,London,9.51,80,107.25,2.0,Wallet,3.55,4.27,0,21,0
1798,4453,Mumbai,5.07,58,83.77,2.5,Wallet,4.27,4.37,1,5,0
1799,3298,Mumbai,43.96,118,63.42,1.0,Wallet,4.5,4.64,0,22,1
1800,6960,London,36.85,13,19.0,2.5,Wallet,4.12,4.46,0,1,0
1801,6987,Dubai,12.13,83,111.48,2.5,UPI,3.64,4.64,0,15,0
1802,9492,Mumbai,32.61,82,61.91,2.5,UPI,4.16,3.77,0,18,1
1803,1026,Singapore,28.05,97,24.67,2.5,Wallet,4.57,4.96,0,10,1
1804,8857,Sydney,16.55,89,7.7,1.2,Credit Card,4.29,4.12,0,22,0
1805,2738,Sydney,37.43,54,21.1,1.5,UPI,4.73,4.76,0,15,1
1806,9558,Dubai,10.09,80,33.15,1.5,Credit Card,4.99,3.37,0,9,0
1807,8315,Mumbai,37.8,36,26.34,2.0,Credit Card,4.95,4.81,0,11,1
1808,3591,London,18.31,39,7.72,1.2,Cash,4.04,4.49,0,4,0
1809,1508,New York,1.65,91,74.49,2.0,Credit Card,3.74,4.39,0,5,0
1810,2138,New York,11.51,67,69.77,2.0,Credit Card,3.86,3.58,0,11,1
1811,3679,New York,7.01,68,20.81,2.0,UPI,4.55,4.73,0,12,1
1812,1008,London,26.69,88,54.23,2.0,Wallet,4.66,4.36,0,11,0
1813,2346,Dubai,31.1,33,68.77,2.0,Credit Card,4.99,3.37,1,21,0
1814,3714,New York,24.94,94,53.02,1.2,UPI,4.06,4.07,0,15,0
1815,9254,Mumbai,32.19,77,68.72,1.0,Credit Card,4.13,4.4,0,8,1
1816,3703,London,37.31,49,30.54,1.5,Wallet,4.6,3.47,0,20,0
1817,3880,London,1.28,96,70.95,2.5,Cash,4.94,3.66,0,8,0
1818,2793,Dubai,21.92,58,56.3,2.0,Cash,4.55,3.48,0,16,1
1819,5585,London,9.33,110,80.39,1.0,UPI,4.86,3.46,0,0,1
1820,7966,Sydney,44.39,95,17.48,1.2,Cash,4.85,3.49,0,5,1
1821,4156,London,10.83,30,72.92,2.5,Credit Card,4.95,4.94,0,11,0
1822,2022,Mumbai,4.44,62,95.03,2.0,Cash,4.69,4.15,1,18,0
1823,8433,Singapore,42.36,106,52.35,1.5,Wallet,4.02,3.42,1,11,0
1824,1994,New York,40.35,107,83.56,1.2,UPI,4.28,3.39,0,4,1
1825,3971,Sydney,28.32,95,91.8,2.5,Cash,4.56,4.61,0,13,0
1826,7636,Mumbai,31.6,53,83.21,1.0,UPI,4.18,3.82,1,19,0
1827,9783,Singapore,44.84,78,7.34,1.2,UPI,4.66,4.58,0,3,0
1828,3028,Sydney,7.12,60,116.95,2.5,Wallet,3.81,4.39,0,14,0
1829,1339,New York,25.57,93,99.15,2.5,Cash,4.83,4.11,0,12,0
1830,4436,Mumbai,33.99,95,22.3,2.0,UPI,3.95,3.57,0,19,1
1831,4770,London,22.2,87,108.02,1.5,UPI,4.48,3.11,0,4,1
1832,4225,London,2.59,5,43.45,2.0,Credit Card,3.75,4.65,0,22,0
1833,5107,Mumbai,44.71,23,91.45,2.0,Cash,4.5,4.36,0,1,0
1834,7546,Mumbai,17.1,68,81.01,2.0,Wallet,4.01,4.88,0,20,0
1835,3358,New York,2.5,61,96.52,2.5,Wallet,4.2,3.08,0,9,0
1836,6989,Mumbai,16.52,119,25.51,2.0,Wallet,3.56,4.01,1,10,0
1837,5776,Mumbai,23.57,36,89.14,2.5,Credit Card,4.9,3.98,0,17,1
1838,8759,Mumbai,28.21,28,96.52,1.2,Cash,4.17,3.37,0,0,0
1839,3475,New York,41.71,63,10.82,2.5,Credit Card,3.69,4.03,0,17,0
1840,3141,Singapore,36.04,102,115.54,2.5,Cash,4.45,4.6,0,17,0
1841,8182,Mumbai,24.05,30,79.82,1.2,Cash,3.85,4.95,0,19,1
1842,3738,Dubai,9.32,55,95.36,1.2,Credit Card,3.7,4.4,0,2,0
1843,3786,Sydney,38.25,71,24.85,1.5,Cash,3.56,4.79,0,18,1
1844,2038,Mumbai,17.66,30,5.02,1.2,UPI,4.21,3.63,0,21,0
1845,7758,Singapore,37.56,72,37.47,1.5,Wallet,4.67,3.88,0,22,0
1846,7119,Mumbai,8.88,89,40.68,2.0,UPI,3.99,4.41,0,9,0
1847,4114,Sydney,4.48,69,75.36,1.5,UPI,3.56,3.88,0,14,1
1848,3700,Mumbai,10.61,57,89.98,1.5,Cash,4.81,4.57,0,17,1
1849,5240,Singapore,33.46,81,77.02,2.5,UPI,3.98,3.84,0,19,0
1850,4730,New York,41.65,83,24.96,1.2,UPI,4.69,3.37,0,16,1
1851,7742,Singapore,22.58,90,66.91,2.0,UPI,4.39,3.37,0,5,0
1852,8947,Dubai,38.37,14,107.33,2.5,Cash,3.94,3.01,0,10,0
1853,3696,Sydney,8.76,62,109.27,1.0,Cash,4.85,4.74,0,8,1
1854,6949,Sydney,40.56,32,49.06,1.2,UPI,3.69,4.07,0,8,0
1855,8102,London,32.22,26,48.14,1.2,Credit Card,4.73,4.09,0,8,0
1856,9995,Mumbai,34.62,72,103.03,1.5,Cash,4.69,4.06,0,11,1
1857,5872,London,34.63,70,10.38,2.5,Cash,4.84,4.06,0,14,0
1858,5372,Mumbai,18.23,60,27.02,1.0,UPI,3.61,3.51,0,22,0
1859,9947,Mumbai,30.52,54,14.2,1.2,Credit Card,4.64,3.91,0,8,0
1860,6514,Dubai,3.93,90,108.63,1.2,Credit Card,4.7,4.92,0,11,0
1861,5988,Singapore,44.38,40,63.75,2.0,Credit Card,3.74,4.61,0,10,0
1862,1729,Sydney,9.72,62,10.08,1.2,UPI,4.42,4.45,0,19,1
1863,5599,New York,21.2,112,111.28,2.5,Credit Card,4.57,3.48,0,11,0
1864,7850,London,14.43,19,30.08,1.0,Credit Card,4.55,4.87,0,18,0
1865,4581,London,44.81,49,110.21,2.0,Wallet,4.99,4.37,0,23,0
1866,9296,Mumbai,42.46,5,6.0,2.5,Credit Card,3.62,4.96,0,2,0
1867,2819,New York,38.94,63,46.85,1.5,UPI,3.57,4.7,0,17,1
1868,9606,London,15.45,116,17.67,2.5,Credit Card,4.79,4.14,0,10,0
1869,7189,Mumbai,42.97,7,81.03,2.5,Credit Card,4.38,4.39,0,14,0
1870,5562,Sydney,24.5,68,58.36,2.0,Credit Card,4.77,3.78,0,14,0
1871,6659,Sydney,22.19,8,43.51,1.2,Cash,3.86,4.04,0,7,1
1872,5376,London,4.6,5,30.96,1.0,Credit Card,3.89,4.33,0,2,0
1873,1020,Sydney,22.13,66,20.59,1.0,Wallet,3.9,3.9,0,3,0
1874,5531,Sydney,43.03,39,53.54,1.0,Wallet,3.97,4.56,0,7,0
1875,2907,London,30.56,55,114.59,1.5,UPI,4.74,4.46,0,10,1
1876,6534,Dubai,22.3,59,105.13,1.5,Wallet,4.98,3.77,0,0,1
1877,7967,Dubai,8.21,90,49.72,2.5,Wallet,4.9,4.94,0,12,0
1878,8578,Singapore,5.93,62,101.88,1.0,Cash,3.81,4.09,0,19,0
1879,9057,London,44.87,66,110.71,1.2,Wallet,4.52,4.2,0,7,0
1880,8271,New York,26.68,61,90.72,1.5,Credit Card,4.72,4.36,0,10,0
1881,5513,Singapore,12.06,87,103.38,1.2,UPI,3.97,4.23,0,22,0
1882,1843,Singapore,22.08,118,119.54,2.5,UPI,4.38,4.24,0,8,1
1883,1367,Dubai,39.92,95,56.94,2.0,Cash,3.68,3.24,0,2,0
1884,4030,Sydney,38.1,62,47.64,2.5,Credit Card,4.99,4.15,0,8,0
1885,1084,New York,8.38,51,46.74,1.5,Credit Card,3.7,4.57,0,22,0
1886,1191,New York,26.96,87,35.32,1.0,Credit Card,3.96,3.49,0,23,1
1887,9869,Singapore,23.95,63,53.52,2.0,Wallet,4.23,3.37,0,4,0
1888,3913,New York,1.84,19,92.99,2.0,Credit Card,3.66,3.87,0,6,0
1889,8401,London,32.65,80,32.9,2.0,Credit Card,4.41,3.22,0,5,0
1890,3983,London,12.68,82,108.28,2.5,Cash,4.85,3.49,0,3,0
1891,4074,New York,15.29,33,20.95,1.2,Wallet,4.86,4.25,0,5,1
1892,1366,Sydney,2.45,76,19.22,2.0,Cash,3.88,4.74,0,10,0
1893,6097,Sydney,4.41,51,22.25,2.5,Cash,4.09,4.39,0,5,0
1894,2456,Singapore,19.04,25,89.4,2.0,Credit Card,3.92,4.53,0,13,0
1895,4911,Sydney,36.7,36,64.14,2.5,Wallet,4.59,4.53,0,9,0
1896,1047,Mumbai,16.0,112,36.36,1.0,Cash,4.29,3.45,0,18,0
1897,2687,Singapore,20.3,68,20.43,1.2,UPI,3.81,4.96,0,2,1
1898,6772,Mumbai,4.09,45,79.5,2.5,Credit Card,3.88,4.22,0,15,0
1899,7825,Mumbai,32.91,91,95.95,2.5,Cash,4.71,4.3,0,5,0
1900,7308,New York,44.03,89,63.12,2.0,UPI,4.62,3.77,0,15,0
1901,3062,Singapore,34.06,63,87.72,1.0,Cash,3.51,3.66,0,5,0
1902,1118,New York,17.09,9,99.59,2.5,Cash,4.64,3.35,0,7,0
1903,7471,London,18.52,51,116.16,1.0,Credit Card,4.76,4.45,0,0,0
1904,1372,Mumbai,42.88,91,113.26,1.0,UPI,3.75,4.45,0,7,0
1905,1125,New York,25.32,28,101.69,2.0,Wallet,3.98,4.03,0,18,1
1906,7346,London,31.12,47,44.42,2.5,Cash,4.31,4.83,0,19,1
1907,4282,Sydney,1.55,37,39.81,2.5,UPI,3.89,3.83,0,20,0
1908,5100,London,3.03,70,33.23,1.0,Wallet,4.04,4.88,0,21,1
1909,5932,Mumbai,16.81,32,114.47,2.0,Cash,3.66,4.14,0,2,0
1910,5657,Mumbai,23.99,53,30.31,1.2,UPI,4.57,4.97,0,14,1
1911,8009,London,36.1,106,80.64,1.2,Wallet,4.86,4.36,0,7,0
1912,4240,New York,37.7,113,52.21,2.0,Wallet,4.48,4.44,0,16,0
1913,7199,London,10.69,40,11.12,2.5,Cash,3.62,3.82,0,0,0
1914,2194,Mumbai,17.31,107,68.2,2.5,Cash,4.45,4.54,0,20,1
1915,8646,Mumbai,25.5,67,36.42,1.5,Wallet,4.65,4.7,1,14,0
1916,9900,Dubai,31.5,58,47.8,1.5,Wallet,4.9,4.88,0,12,0
1917,4855,London,20.05,76,98.17,1.0,Cash,4.5,3.69,0,14,0
1918,4810,Singapore,41.24,32,107.32,2.5,UPI,3.57,3.89,0,13,0
1919,7552,New York,17.26,83,42.14,2.5,Wallet,4.04,3.67,0,1,0
1920,1724,Sydney,28.07,112,107.23,1.2,Cash,3.55,3.67,0,0,1
1921,3595,Sydney,13.63,79,36.96,2.0,Wallet,4.59,3.37,0,11,0
1922,8116,Mumbai,29.84,85,68.79,1.2,Credit Card,4.57,3.12,0,23,1
1923,9463,New York,35.09,36,107.9,1.5,Credit Card,4.8,4.16,0,14,0
1924,3416,Singapore,40.48,118,87.4,2.0,Credit Card,3.97,3.58,0,3,0
1925,2973,Mumbai,30.58,102,55.57,2.0,UPI,4.59,3.25,0,3,0
1926,7839,Sydney,15.39,105,99.33,2.0,UPI,3.69,3.92,0,7,1
1927,5860,London,26.2,119,75.04,1.5,Credit Card,3.69,4.42,0,5,0
1928,4042,London,39.13,63,37.73,1.0,Wallet,4.21,3.6,0,20,0
1929,2364,Sydney,30.08,37,113.55,1.5,Wallet,4.7,3.47,0,2,0
1930,4090,Sydney,9.57,27,68.96,2.5,Credit Card,4.41,4.58,0,22,1
1931,1252,London,8.73,115,62.8,2.5,Wallet,4.75,3.46,0,7,1
1932,5369,London,22.38,9,109.98,1.2,Credit Card,4.11,3.32,0,16,0
1933,7756,Singapore,29.54,32,45.01,1.5,Wallet,3.68,4.0,0,20,0
1934,2339,Dubai,40.56,102,46.33,1.0,Credit Card,4.64,4.36,0,9,0
1935,2350,London,9.46,64,31.12,2.0,UPI,4.39,4.97,0,19,1
1936,4837,Mumbai,15.01,73,58.14,2.5,Cash,4.1,3.8,0,15,0
1937,8767,Singapore,33.8,22,13.23,2.5,Wallet,4.71,4.53,0,7,1
1938,9660,Mumbai,44.06,93,18.69,1.5,Cash,3.61,3.7,0,13,1
1939,9733,Dubai,31.83,18,97.13,2.5,Credit Card,3.85,3.21,0,10,1
1940,6032,New York,34.94,52,38.66,2.0,Wallet,3.87,4.72,0,2,0
1941,5923,London,15.25,18,57.67,1.5,UPI,3.6,3.34,0,4,1
1942,7568,New York,43.68,95,41.42,1.5,Wallet,4.53,4.95,0,17,1
1943,8485,Singapore,15.61,6,16.94,2.0,Cash,3.95,4.16,0,16,0
1944,7433,New York,11.01,113,7.78,1.2,Wallet,4.6,4.88,0,3,0
1945,3085,Dubai,16.04,33,112.0,2.0,Credit Card,4.44,4.8,0,14,1
1946,4944,Dubai,4.33,81,8.25,1.2,Wallet,4.28,4.56,1,7,0
1947,5292,New York,37.45,31,78.13,1.2,Wallet,4.86,4.33,0,5,0
1948,2964,London,1.75,8,64.26,1.2,Wallet,4.03,4.59,0,11,1
1949,8942,Sydney,44.34,45,34.34,2.0,Wallet,4.67,4.01,0,7,0
1950,9988,Sydney,7.53,47,80.36,2.5,Wallet,4.26,4.22,0,9,0
1951,6699,Singapore,18.51,93,98.24,2.0,Credit Card,4.3,4.27,0,21,0
1952,3537,New York,8.55,91,40.88,2.5,Credit Card,4.43,3.2,0,10,0
1953,6977,London,27.51,98,117.75,1.0,UPI,3.52,4.64,0,4,0
1954,2329,Sydney,16.36,88,10.59,1.2,UPI,4.37,4.41,0,8,0
1955,3316,London,22.64,106,83.54,1.2,Wallet,4.58,3.11,0,22,0
1956,9399,Mumbai,40.38,92,84.5,1.0,Wallet,4.34,3.44,0,4,1
1957,1647,Sydney,30.67,112,82.87,1.0,UPI,3.82,3.78,0,10,1
1958,6541,New York,27.09,77,84.06,1.0,Credit Card,4.83,3.42,0,12,0
1959,1707,London,42.29,19,65.48,1.5,UPI,3.58,3.25,0,5,1
1960,2560,New York,25.25,28,71.14,2.5,Credit Card,4.91,3.42,0,6,0
1961,5987,Mumbai,20.19,74,59.07,2.5,Cash,4.35,3.72,0,11,0
1962,9240,New York,33.84,59,104.63,1.2,Credit Card,4.22,3.62,0,23,0
1963,9642,Dubai,21.13,94,59.12,2.5,UPI,3.76,3.02,0,6,0
1964,2085,Sydney,20.27,93,99.18,2.0,UPI,4.57,4.5,0,17,1
1965,8965,Dubai,25.33,60,34.65,1.5,Wallet,4.66,4.19,0,15,1
1966,7979,Mumbai,13.2,58,82.23,2.5,UPI,4.73,4.52,0,17,0
1967,1843,New York,4.96,15,98.0,2.5,Credit Card,4.98,4.87,0,1,0
1968,7164,Sydney,20.72,76,8.45,1.2,Cash,3.92,3.42,0,2,0
1969,6620,Dubai,36.85,81,65.69,1.2,Wallet,4.03,3.11,0,19,0
1970,9463,Singapore,33.94,74,27.99,2.0,Credit Card,4.75,3.32,0,9,0
1971,4088,Mumbai,36.07,27,42.17,1.5,Cash,4.05,3.42,0,21,0
1972,4318,New York,34.63,5,23.75,1.0,Wallet,3.58,4.51,0,8,0
1973,7084,London,34.24,21,97.08,2.0,Cash,4.43,3.51,0,13,1
1974,3822,London,39.07,24,11.64,1.2,Credit Card,4.06,3.91,0,8,0
1975,8835,Dubai,20.85,76,117.96,2.5,Credit Card,4.9,4.21,1,15,0
1976,6634,Sydney,16.89,55,93.09,2.0,UPI,4.06,3.34,0,17,0
1977,3895,Dubai,15.88,88,7.15,1.2,UPI,4.44,4.98,0,10,0
1978,9346,London,11.03,67,39.55,1.5,Cash,3.69,3.21,0,3,1
1979,3822,Mumbai,34.04,9,104.54,1.5,Wallet,4.43,4.03,0,16,1
1980,6535,Mumbai,10.5,116,68.25,2.5,UPI,4.24,3.93,0,13,0
1981,9791,Mumbai,2.02,115,54.27,1.2,Wallet,3.57,3.69,0,18,0
1982,8728,Sydney,36.39,47,25.54,2.5,Cash,4.94,3.8,1,23,0
1983,4168,Mumbai,15.83,33,48.53,2.0,Wallet,3.71,3.72,0,7,0
1984,1919,Singapore,42.74,86,82.52,1.0,Credit Card,4.25,3.25,0,15,0
1985,2855,Singapore,17.4,9,60.34,1.2,Credit Card,3.86,4.28,0,19,0
1986,6645,Singapore,14.76,37,56.83,1.2,UPI,3.57,3.7,0,23,0
1987,6090,Dubai,30.98,39,81.82,2.5,UPI,3.64,3.67,0,19,0
1988,5606,New York,42.91,66,113.74,1.5,Wallet,4.26,3.25,0,0,0
1989,7357,Singapore,21.91,82,110.52,1.5,Credit Card,4.77,3.85,0,21,1
1990,8226,Dubai,25.05,29,22.02,2.5,Credit Card,3.85,4.79,0,0,0
1991,4980,London,8.77,34,113.07,1.2,Wallet,4.68,3.35,0,18,0
1992,4065,Singapore,30.24,5,56.23,1.2,UPI,4.55,4.88,0,16,0
1993,7644,Dubai,19.55,90,104.24,2.0,Credit Card,4.95,4.78,0,9,1
1994,1246,Dubai,36.45,37,6.31,1.5,Cash,4.49,3.24,0,14,0
1995,5059,London,8.56,98,18.27,1.0,Cash,4.43,4.7,0,16,0
1996,2934,Mumbai,24.89,90,38.97,1.2,UPI,4.82,4.52,0,11,1
1997,5103,London,40.13,36,21.41,2.5,Wallet,4.82,3.54,0,15,0
1998,5895,New York,42.21,88,26.89,2.5,UPI,3.71,4.4,0,4,0
1999,9179,Mumbai,32.9,37,39.43,2.5,Credit Card,4.53,4.87,0,11,0
2000,9867,Mumbai,37.79,17,68.47,2.0,Cash,4.08,4.63,0,3,1
2001,9262,New York,40.7,75,50.49,2.5,Wallet,4.04,3.19,0,23,0
2002,7877,Singapore,20.09,75,48.18,1.2,Wallet,3.66,4.53,0,11,1
2003,3211,New York,16.84,73,84.83,2.0,Wallet,4.08,3.5,1,19,1
2004,8468,Sydney,26.74,66,49.02,1.2,Wallet,4.36,3.07,0,1,1
2005,3231,Sydney,27.81,83,87.99,1.0,Credit Card,4.72,3.45,0,6,0
2006,8616,Sydney,20.39,19,77.4,1.0,Wallet,3.83,4.21,0,16,1
2007,8970,London,5.97,110,114.52,2.5,Wallet,4.28,3.71,0,19,0
2008,3665,London,11.24,104,51.33,2.0,UPI,3.91,3.01,0,17,0
2009,2026,Singapore,34.96,105,46.99,1.2,Credit Card,4.45,3.37,0,19,0
2010,5401,London,2.0,58,100.97,2.5,Credit Card,3.97,4.13,0,7,0
2011,2108,Dubai,23.33,46,94.09,1.5,Credit Card,4.72,4.93,0,10,1
2012,4896,Mumbai,20.24,45,36.02,1.5,Cash,4.96,4.32,0,21,0
2013,5685,Dubai,27.96,80,29.62,1.0,Wallet,4.71,4.05,0,1,0
2014,4666,Sydney,17.1,14,80.07,2.0,Credit Card,4.77,3.13,0,22,0
2015,4698,Singapore,25.94,40,35.69,1.2,UPI,4.85,3.56,0,4,0
2016,3035,Sydney,7.86,46,54.08,1.5,UPI,4.37,3.93,0,18,0
2017,2803,Singapore,39.67,59,17.03,1.2,UPI,4.93,4.18,0,3,0
2018,5470,New York,33.74,32,43.28,1.2,Cash,4.63,3.26,1,8,0
2019,1131,London,4.58,23,66.42,2.0,Wallet,4.34,4.37,0,15,0
2020,6745,Sydney,9.55,73,91.46,2.5,UPI,4.3,3.87,0,12,0
2021,3068,Singapore,30.38,70,104.4,2.5,Cash,4.6,3.25,0,16,0
2022,8218,Mumbai,32.79,46,32.11,1.5,Wallet,4.19,3.77,0,16,0
2023,7510,London,44.21,118,74.96,2.5,UPI,3.52,4.64,0,14,0
2024,7819,Sydney,24.36,98,78.08,1.0,Credit Card,3.97,4.1,0,19,0
2025,5406,Mumbai,20.97,19,36.43,1.2,Wallet,3.95,3.53,0,14,0
2026,2425,Mumbai,24.39,72,115.4,1.2,Wallet,3.95,4.86,0,23,0
2027,5689,Singapore,2.32,111,28.73,1.2,UPI,4.35,3.54,0,18,1
2028,7318,Sydney,7.72,61,8.34,1.2,Wallet,3.86,4.16,0,8,1
2029,7994,Dubai,36.31,84,32.02,1.5,UPI,3.69,4.46,0,0,0
2030,5646,Sydney,9.68,116,62.66,1.2,UPI,4.44,4.13,0,7,0
2031,8622,Dubai,13.48,5,68.98,1.5,UPI,3.96,3.32,0,3,0
2032,9631,New York,26.57,90,11.29,1.0,Credit Card,4.18,3.44,0,12,1
2033,5922,London,24.52,116,27.83,2.0,Credit Card,4.19,4.33,1,22,0
2034,1807,Singapore,17.69,92,72.38,1.0,Cash,4.49,3.39,0,18,0
2035,7245,Dubai,21.46,99,109.97,1.5,Wallet,3.99,4.68,0,5,0
2036,5941,Singapore,7.71,45,55.97,1.2,UPI,4.85,3.42,0,11,0
2037,9666,Sydney,23.19,9,109.38,2.5,Cash,4.5,3.25,0,15,0
2038,2114,Dubai,27.49,61,30.63,1.0,UPI,4.36,3.29,0,16,0
2039,6330,Sydney,29.22,57,73.45,2.0,Cash,4.79,3.52,0,5,1
2040,6313,Mumbai,24.23,115,50.86,1.2,UPI,4.11,3.58,0,21,0
2041,2492,London,40.53,117,75.58,1.2,Cash,3.93,4.3,0,16,0
2042,4877,Dubai,19.62,115,37.58,1.0,Cash,4.51,4.71,0,22,1
2043,4618,Dubai,43.18,81,82.43,2.5,UPI,4.68,4.94,0,12,0
2044,7044,Dubai,1.38,66,13.72,1.2,Cash,3.87,3.96,0,13,0
2045,9243,London,11.3,36,13.51,1.5,Wallet,4.02,3.68,0,19,0
2046,8515,Dubai,31.35,51,102.64,2.0,Cash,4.85,3.02,0,9,0
2047,5995,Dubai,27.23,28,18.93,1.2,Credit Card,4.81,4.51,0,21,1
2048,2332,Sydney,34.07,111,15.29,2.0,Cash,4.58,4.32,0,3,0
2049,3472,Mumbai,28.15,36,60.23,2.5,UPI,4.54,4.15,0,11,0
2050,2348,Singapore,34.24,100,48.24,2.0,Cash,4.71,3.63,0,9,0
2051,6857,Dubai,2.45,5,32.24,2.5,Cash,3.69,3.85,0,4,1
2052,3654,London,1.98,91,62.08,1.0,Wallet,4.23,3.95,0,13,0
2053,6784,Singapore,41.91,32,103.65,2.0,UPI,3.9,3.45,0,7,0
2054,6052,London,12.02,55,46.51,1.2,Cash,4.78,4.55,0,20,1
2055,9246,Sydney,8.23,69,99.01,1.2,UPI,4.06,4.58,0,9,1
2056,3027,New York,20.0,72,87.97,2.0,UPI,3.9,4.4,0,12,0
2057,2914,Singapore,24.06,115,23.93,2.5,Cash,3.86,3.91,0,16,1
2058,2264,Dubai,16.22,19,88.54,1.0,Cash,3.57,4.64,0,16,0
2059,6102,Dubai,22.34,58,87.11,1.0,Cash,3.98,3.43,0,0,0
2060,6967,Dubai,21.57,9,40.97,2.0,Credit Card,3.74,3.52,1,4,0
2061,6620,New York,17.84,100,45.93,2.0,Wallet,3.8,3.98,0,0,0
2062,8720,Dubai,39.91,81,57.86,1.2,Credit Card,4.05,4.42,0,0,0
2063,7471,Sydney,37.24,52,38.65,2.0,Wallet,3.84,3.89,0,16,0
2064,4677,Sydney,21.97,16,109.59,2.5,Credit Card,3.8,3.23,0,14,0
2065,3785,Mumbai,16.03,86,80.4,1.5,UPI,3.69,3.08,0,18,1
2066,2011,Mumbai,28.81,89,100.23,2.0,Cash,3.84,3.7,0,0,1
2067,6262,London,15.14,59,5.55,2.0,Cash,4.35,3.21,0,13,0
2068,4439,Mumbai,11.72,44,93.27,2.0,Cash,4.3,3.79,1,21,0
2069,2190,New York,4.13,5,98.51,2.5,Credit Card,4.26,3.97,0,20,0
2070,9677,New York,12.36,6,98.85,2.5,Wallet,4.11,3.1,0,19,0
2071,1997,Mumbai,7.06,50,28.03,2.0,Credit Card,4.34,3.37,1,14,1
2072,6121,Dubai,12.35,43,66.42,1.2,Cash,3.56,3.51,0,7,0
2073,4645,Mumbai,36.91,49,114.04,2.0,UPI,3.65,4.73,0,6,1
2074,7351,Mumbai,19.7,31,99.54,1.5,UPI,4.39,4.69,0,8,0
2075,4490,New York,1.98,58,90.08,1.0,UPI,4.29,4.05,0,16,1
2076,4386,London,7.2,9,98.76,1.2,Cash,4.1,3.5,0,16,0
2077,9860,Sydney,23.61,96,116.52,1.2,UPI,3.83,3.82,0,18,1
2078,8482,Dubai,41.67,115,57.62,1.5,Cash,4.8,4.79,0,20,0
2079,7724,Sydney,22.47,29,42.67,2.5,Cash,4.28,4.52,0,4,0
2080,6672,Singapore,36.58,92,92.92,1.0,Cash,4.86,3.32,0,3,1
2081,6291,London,32.23,119,93.0,1.0,Wallet,3.91,4.18,0,16,0
2082,6897,Sydney,9.47,48,32.07,1.5,UPI,4.52,4.11,0,2,1
2083,9376,Dubai,26.54,13,94.36,2.0,Credit Card,4.69,4.1,0,19,1
2084,6063,Mumbai,15.85,119,42.67,1.0,Wallet,4.19,3.9,0,9,0
2085,5689,Sydney,35.86,110,23.32,2.5,Wallet,4.01,4.75,0,17,0
2086,6327,Dubai,1.01,60,54.42,1.2,Wallet,3.87,4.57,0,12,0
2087,1321,Sydney,18.72,88,66.21,1.5,Credit Card,4.61,3.52,0,9,0
2088,4319,London,33.03,106,99.53,2.0,Wallet,4.45,3.67,0,0,0
2089,6726,Singapore,14.5,70,40.67,1.5,Wallet,3.75,3.91,0,16,0
2090,1548,Sydney,22.59,77,27.32,1.5,UPI,4.19,3.33,0,17,1
2091,9293,Mumbai,31.5,108,79.06,1.0,Cash,3.94,4.69,0,13,1
2092,3409,Sydney,43.64,63,57.66,1.2,Credit Card,3.88,3.82,0,2,0
2093,1807,Mumbai,25.43,107,70.27,2.0,UPI,4.81,4.56,0,4,0
