flight_id,airline,origin_airport,destination_airport,scheduled_departure_min,departure_delay_min,arrival_delay_min,cancelled,weather_delay_min,air_traffic_delay_min
1124,Air India,BLR,HYD,1367,126,108,0,40,1
1125,Emirates,HYD,MAA,1101,268,307,0,72,53
1126,SpiceJet,BLR,BOM,1369,0,100,0,94,71
1127,IndiGo,MAA,BOM,71,60,-3,0,1,97
1128,IndiGo,CCU,CCU,269,148,304,0,81,83
1129,Go First,BOM,CCU,286,205,149,0,4,86
1130,SpiceJet,CCU,MAA,65,15,192,0,89,78
1131,IndiGo,MAA,BOM,879,275,69,0,86,47
1132,SpiceJet,CCU,DEL,67,151,232,0,11,76
1133,Air India,CCU,DEL,1216,91,40,0,77,94
1134,Vistara,DEL,CCU,1078,58,156,0,76,48
1135,IndiGo,CCU,MAA,979,122,125,0,98,77
1136,Go First,CCU,HYD,1402,178,116,0,46,0
1137,Air India,BLR,DEL,973,200,185,0,78,90
1138,Qatar Airways,BOM,DEL,1191,232,273,0,34,32
1139,SpiceJet,BLR,CCU,1432,155,293,0,115,34
1140,Qatar Airways,BLR,CCU,507,50,163,0,18,53
1141,Emirates,HYD,MAA,836,268,13,0,78,55
1142,Air India,DEL,CCU,1125,102,291,0,62,14
1143,Qatar Airways,BLR,BLR,885,19,290,0,114,68
1144,IndiGo,MAA,BOM,793,150,20,0,7,3
1145,SpiceJet,MAA,DEL,421,223,93,0,22,83
1146,Vistara,CCU,BLR,774,159,300,0,12,63
1147,Air India,HYD,HYD,477,175,130,0,22,21
1148,IndiGo,DEL,BLR,925,46,260,0,30,23
1149,Go First,DEL,MAA,119,229,130,0,29,46
1150,Emirates,CCU,HYD,1314,246,152,0,41,74
1151,SpiceJet,MAA,HYD,487,190,241,0,1,5
1152,Air India,BOM,CCU,1184,291,259,0,10,26
1153,Air India,HYD,BLR,77,95,71,0,24,9
1154,Vistara,CCU,MAA,1061,279,138,0,28,38
1155,Vistara,HYD,DEL,1417,90,269,0,21,73
1156,Go First,MAA,CCU,440,86,299,0,18,89
1157,Emirates,MAA,BLR,461,142,303,0,72,36
1158,Go First,BOM,DEL,611,18,82,0,40,53
1159,IndiGo,BOM,BLR,1317,142,195,0,37,96
1160,IndiGo,DEL,CCU,1423,62,32,0,28,50
1161,Go First,HYD,DEL,916,243,302,0,73,59
1162,Emirates,HYD,CCU,1115,-7,258,0,21,71
1163,Go First,MAA,BLR,608,226,178,0,87,50
1164,Emirates,DEL,HYD,5,27,236,0,7,61
1165,Emirates,CCU,BOM,680,9,267,0,46,48
1166,Qatar Airways,HYD,HYD,894,102,246,0,5,50
1167,SpiceJet,DEL,CCU,270,12,246,0,6,27
1168,Emirates,DEL,CCU,810,125,15,0,83,35
1169,Vistara,MAA,CCU,558,237,89,0,80,24
1170,Emirates,DEL,DEL,98,290,296,0,35,35
1171,Emirates,BOM,MAA,525,86,153,1,7,76
1172,Emirates,BOM,CCU,193,22,220,0,76,59
1173,Qatar Airways,BLR,HYD,1180,124,258,0,87,6
1174,Qatar Airways,MAA,BOM,1138,244,214,0,45,64
1175,IndiGo,CCU,CCU,395,267,7,0,113,72
1176,Qatar Airways,BLR,CCU,769,122,148,0,63,91
1177,Vistara,BOM,CCU,1023,227,265,0,30,35
1178,Vistara,BLR,DEL,879,4,-9,0,22,93
1179,Qatar Airways,MAA,CCU,1237,266,194,0,60,72
1180,Go First,MAA,HYD,744,115,237,0,80,29
1181,SpiceJet,DEL,BLR,682,6,117,0,49,98
1182,Qatar Airways,HYD,MAA,14,39,258,0,45,46
1183,Emirates,DEL,CCU,367,124,90,0,87,90
1184,Air India,MAA,DEL,637,107,216,0,42,28
1185,SpiceJet,BOM,HYD,852,295,17,0,9,4
1186,SpiceJet,CCU,CCU,1236,49,63,0,94,64
1187,Vistara,BOM,DEL,699,114,19,0,108,68
1188,SpiceJet,DEL,BLR,4,105,94,0,19,62
1189,Qatar Airways,CCU,BOM,230,162,305,0,15,92
1190,Emirates,MAA,CCU,1224,176,47,0,77,55
1191,Emirates,BOM,HYD,1425,77,312,0,2,16
1192,IndiGo,MAA,DEL,1172,192,281,0,29,50
1193,Emirates,CCU,DEL,1011,171,162,0,17,36
1194,Emirates,CCU,CCU,1249,157,216,0,58,87
1195,Vistara,BOM,DEL,585,170,88,0,69,90
1196,Emirates,MAA,BOM,168,289,278,0,83,8
1197,IndiGo,BLR,DEL,760,119,19,0,34,37
1198,Air India,MAA,MAA,791,138,178,0,18,52
1199,Qatar Airways,CCU,MAA,999,295,158,0,25,12
1200,Vistara,MAA,DEL,151,198,86,0,34,89
1201,Air India,DEL,CCU,1015,100,308,0,75,52
1202,Vistara,BLR,MAA,223,126,277,1,71,74
1203,Go First,HYD,HYD,503,200,69,0,56,87
1204,SpiceJet,DEL,MAA,43,135,185,0,100,96
1205,Go First,HYD,DEL,696,73,157,0,48,48
1206,Emirates,BOM,CCU,503,19,13,0,9,69
1207,Air India,HYD,BLR,1264,54,281,0,84,34
1208,Emirates,MAA,CCU,929,13,40,1,112,15
1209,SpiceJet,HYD,CCU,842,200,0,0,104,12
1210,Vistara,CCU,CCU,350,211,124,0,108,10
1211,SpiceJet,DEL,HYD,22,79,50,0,105,86
1212,IndiGo,DEL,BOM,597,95,131,0,28,1
1213,SpiceJet,HYD,DEL,1066,161,142,0,94,93
1214,IndiGo,DEL,BOM,465,219,53,0,103,18
1215,SpiceJet,CCU,BLR,39,66,7,1,70,44
1216,Qatar Airways,DEL,BOM,302,57,174,0,97,45
1217,IndiGo,HYD,DEL,174,81,232,0,97,46
1218,Air India,BLR,DEL,998,77,293,0,93,48
1219,Emirates,BLR,BLR,620,39,129,0,67,78
1220,Emirates,BOM,DEL,1216,92,289,0,104,41
1221,Go First,DEL,BLR,243,35,161,0,93,32
1222,Emirates,HYD,BLR,835,168,179,0,88,40
1223,Vistara,DEL,DEL,279,256,-3,0,77,68
1224,Qatar Airways,MAA,MAA,1059,257,150,0,23,85
1225,SpiceJet,CCU,BLR,556,-3,134,0,42,90
1226,Go First,DEL,DEL,897,254,29,0,94,98
1227,Vistara,DEL,MAA,1177,67,158,0,116,18
1228,Vistara,BLR,BLR,1046,229,151,1,38,38
1229,IndiGo,CCU,MAA,718,247,181,1,91,6
1230,Emirates,HYD,HYD,931,185,190,0,24,38
1231,Air India,DEL,CCU,90,120,66,0,82,97
1232,Air India,BLR,HYD,389,250,52,0,67,33
1233,Go First,BOM,MAA,1382,231,81,0,33,90
1234,Qatar Airways,CCU,BLR,549,160,151,0,95,43
1235,Air India,BLR,DEL,930,136,61,0,88,68
1236,SpiceJet,BLR,BOM,1251,259,221,0,118,67
1237,Air India,BLR,DEL,1225,138,180,0,85,62
1238,Go First,DEL,BOM,1373,288,275,0,52,70
1239,Air India,DEL,BOM,1061,17,120,0,91,47
1240,SpiceJet,BOM,BLR,732,138,292,0,54,2
1241,IndiGo,MAA,MAA,499,269,280,0,114,84
1242,Qatar Airways,MAA,DEL,1066,171,20,0,52,33
1243,Go First,MAA,MAA,870,155,232,0,17,8
1244,IndiGo,CCU,HYD,516,6,238,0,116,60
1245,IndiGo,CCU,BLR,67,139,198,0,6,19
1246,IndiGo,BOM,BLR,122,34,236,0,62,39
1247,Vistara,CCU,HYD,335,178,54,0,74,11
1248,Qatar Airways,MAA,DEL,1176,128,218,0,41,27
1249,Emirates,MAA,CCU,973,50,313,0,10,47
1250,Qatar Airways,BLR,HYD,778,283,0,0,118,96
1251,Vistara,CCU,DEL,1185,22,158,0,8,73
1252,Emirates,DEL,BOM,1237,288,171,1,34,74
1253,Qatar Airways,DEL,BLR,1399,101,278,0,119,6
1254,IndiGo,BLR,DEL,422,280,209,0,100,81
1255,Go First,BLR,MAA,938,26,258,0,86,82
1256,Emirates,BLR,MAA,803,89,-4,0,96,13
1257,SpiceJet,DEL,BLR,633,12,294,0,64,80
1258,SpiceJet,MAA,HYD,1253,207,203,0,83,86
1259,Air India,BLR,CCU,1082,78,-15,0,4,18
1260,Emirates,BOM,HYD,95,198,95,0,92,53
1261,Go First,BLR,DEL,1285,260,261,0,25,59
1262,Vistara,HYD,HYD,353,226,113,0,50,66
1263,IndiGo,BLR,BLR,1335,198,77,0,37,33
1264,Air India,DEL,DEL,1159,267,23,0,2,88
1265,SpiceJet,CCU,BOM,966,195,300,0,84,40
1266,Vistara,BLR,HYD,922,67,143,0,58,30
1267,Vistara,CCU,HYD,472,87,170,0,12,38
1268,IndiGo,HYD,CCU,429,83,240,0,94,77
1269,Emirates,BOM,DEL,974,69,223,0,80,51
1270,SpiceJet,CCU,MAA,536,27,88,0,34,46
1271,Go First,MAA,HYD,1169,217,13,0,86,19
1272,Vistara,BLR,BLR,86,123,73,0,2,95
1273,IndiGo,HYD,HYD,108,185,35,0,52,96
1274,Go First,HYD,CCU,1368,271,131,0,54,51
1275,Emirates,CCU,BOM,1289,90,298,0,44,94
1276,SpiceJet,BOM,CCU,993,64,20,0,65,70
1277,Emirates,DEL,HYD,1356,283,268,1,66,61
1278,Vistara,BLR,MAA,821,197,85,0,83,4
1279,Go First,HYD,HYD,1436,72,91,0,111,56
1280,Go First,BOM,DEL,936,132,275,0,116,3
1281,Go First,MAA,HYD,1004,45,89,0,43,10
1282,Vistara,HYD,MAA,648,276,205,0,72,18
1283,Vistara,BOM,DEL,190,200,60,0,111,83
1284,Emirates,DEL,BLR,932,168,211,0,67,26
1285,Air India,DEL,DEL,141,47,68,0,61,28
1286,Emirates,HYD,CCU,1096,62,60,0,24,17
1287,SpiceJet,HYD,BOM,839,204,233,0,51,36
1288,IndiGo,CCU,CCU,1190,255,239,0,49,60
1289,Go First,BLR,DEL,167,62,34,0,0,46
1290,Air India,BOM,BLR,565,260,194,0,38,88
1291,IndiGo,HYD,HYD,1282,223,142,0,51,19
1292,Air India,BLR,DEL,1134,8,312,1,75,69
1293,Qatar Airways,CCU,CCU,743,102,217,0,39,99
1294,Emirates,BLR,DEL,672,52,61,0,103,48
1295,Vistara,HYD,DEL,863,173,207,0,59,14
1296,Go First,DEL,DEL,838,266,105,0,87,17
1297,Emirates,BOM,BLR,530,151,294,0,117,37
1298,IndiGo,BOM,MAA,1313,232,311,0,72,88
1299,Qatar Airways,DEL,MAA,973,134,91,0,109,83
1300,Qatar Airways,HYD,DEL,561,135,225,0,83,21
1301,Qatar Airways,BOM,BLR,174,70,12,0,68,75
1302,IndiGo,HYD,BLR,301,32,176,0,19,59
1303,IndiGo,CCU,DEL,184,282,233,0,84,96
1304,IndiGo,HYD,CCU,1362,165,197,0,1,92
1305,IndiGo,BLR,CCU,509,58,5,0,84,65
1306,Qatar Airways,DEL,BOM,818,45,139,0,105,25
1307,Qatar Airways,HYD,DEL,1333,108,11,0,87,63
1308,Air India,CCU,BOM,1369,193,61,1,8,95
1309,Emirates,MAA,CCU,1104,44,290,0,38,57
1310,Go First,DEL,CCU,1397,27,41,1,118,2
1311,Vistara,BOM,DEL,155,232,103,0,29,29
1312,Qatar Airways,BLR,BOM,786,190,149,0,53,18
1313,Vistara,BOM,BOM,794,225,48,0,81,9
1314,Emirates,CCU,DEL,431,4,32,0,57,88
1315,Emirates,CCU,BOM,760,133,134,0,43,45
1316,Vistara,BOM,HYD,146,66,142,0,42,18
1317,Qatar Airways,DEL,CCU,480,298,140,0,9,57
1318,Vistara,BOM,MAA,434,252,135,0,108,84
1319,Air India,HYD,BLR,68,174,209,0,104,5
1320,SpiceJet,BOM,BOM,874,44,244,0,47,50
1321,Qatar Airways,BLR,BOM,185,297,240,0,84,13
1322,Qatar Airways,BLR,BLR,903,-7,45,0,85,57
1323,Go First,MAA,BOM,681,288,244,0,16,7
1324,IndiGo,BLR,BLR,203,29,305,0,4,1
1325,SpiceJet,BOM,DEL,553,219,146,0,69,17
1326,Emirates,BLR,HYD,12,275,15,0,73,85
1327,Qatar Airways,DEL,HYD,665,127,55,0,63,56
1328,Vistara,BLR,CCU,1297,92,-14,0,106,93
1329,SpiceJet,HYD,MAA,1321,-4,34,0,65,99
1330,Go First,DEL,BOM,50,153,119,0,70,91
1331,Emirates,MAA,MAA,499,265,130,1,109,34
1332,IndiGo,HYD,DEL,368,38,163,0,3,65
1333,IndiGo,BOM,HYD,723,85,248,0,100,55
1334,Go First,BOM,DEL,356,48,295,0,82,99
1335,Go First,BOM,DEL,1026,220,188,0,116,81
1336,Vistara,HYD,BOM,1277,166,283,0,27,42
1337,Qatar Airways,HYD,DEL,846,79,171,0,83,72
1338,IndiGo,HYD,HYD,255,271,14,0,93,91
1339,Emirates,DEL,MAA,1173,25,43,0,105,71
1340,SpiceJet,CCU,HYD,278,160,-7,0,37,7
1341,Emirates,DEL,BOM,1082,115,308,0,65,4
1342,Air India,BOM,HYD,445,288,151,1,66,12
1343,Air India,CCU,BLR,112,193,263,0,59,6
1344,Go First,BLR,MAA,835,278,175,0,46,20
1345,Vistara,BOM,BLR,754,86,226,0,105,92
1346,Air India,MAA,BLR,1430,227,262,0,112,36
1347,IndiGo,DEL,CCU,366,162,138,0,102,44
1348,Emirates,HYD,BOM,1083,290,144,0,24,51
1349,Emirates,DEL,DEL,328,77,249,0,65,47
1350,Go First,HYD,BLR,727,6,219,0,102,61
1351,Qatar Airways,CCU,HYD,1005,129,183,0,78,77
1352,Qatar Airways,MAA,DEL,719,243,17,0,66,50
1353,SpiceJet,CCU,HYD,1086,267,73,1,68,3
1354,Go First,MAA,HYD,183,140,79,0,117,85
1355,SpiceJet,DEL,DEL,1022,129,205,0,39,55
1356,Qatar Airways,HYD,DEL,310,103,53,0,99,74
1357,Go First,CCU,HYD,176,57,278,0,49,33
1358,Go First,MAA,BOM,1096,168,221,1,114,44
1359,Go First,BOM,MAA,846,114,144,0,39,15
1360,Qatar Airways,BOM,CCU,1190,222,304,0,118,8
1361,SpiceJet,CCU,MAA,1248,136,312,1,101,79
1362,SpiceJet,HYD,BOM,8,100,260,0,36,15
1363,Go First,CCU,CCU,235,227,274,0,90,94
1364,Air India,DEL,DEL,709,-8,26,0,68,30
1365,Vistara,MAA,CCU,923,200,50,0,16,12
1366,Qatar Airways,DEL,HYD,684,14,5,0,61,4
1367,Vistara,BOM,MAA,793,173,319,0,101,46
1368,Vistara,MAA,CCU,1051,50,54,0,108,38
1369,SpiceJet,CCU,HYD,807,112,245,0,40,17
1370,SpiceJet,DEL,BOM,26,44,230,0,119,19
1371,Air India,BLR,CCU,549,152,307,0,75,1
1372,Vistara,HYD,HYD,1219,176,219,0,41,39
1373,Vistara,HYD,BOM,1226,28,256,0,30,29
1374,Go First,BLR,DEL,84,174,83,0,32,9
1375,SpiceJet,BOM,BOM,1053,72,313,0,42,63
1376,Vistara,MAA,BOM,465,184,19,0,92,41
1377,Emirates,HYD,MAA,1122,23,155,0,101,74
1378,Air India,BLR,HYD,1213,102,94,0,66,52
1379,Emirates,CCU,CCU,11,219,279,0,37,92
1380,Emirates,BLR,MAA,1012,272,-6,0,40,52
1381,Qatar Airways,BOM,BLR,1053,276,186,0,117,39
1382,Qatar Airways,BOM,BOM,1061,144,241,0,62,15
1383,Air India,DEL,BLR,571,154,246,0,39,47
1384,Emirates,HYD,MAA,1317,171,165,0,29,60
1385,Vistara,DEL,HYD,1383,228,50,0,46,91
1386,SpiceJet,BLR,MAA,913,126,278,0,21,80
1387,Air India,MAA,HYD,179,255,145,0,101,37
1388,Go First,MAA,HYD,796,176,51,0,95,43
1389,Emirates,BOM,DEL,1135,29,84,0,54,14
1390,Air India,MAA,BOM,1044,299,61,0,42,94
1391,IndiGo,MAA,MAA,1168,156,19,1,60,60
1392,IndiGo,MAA,HYD,1169,249,29,1,73,6
1393,Qatar Airways,BLR,MAA,440,132,134,0,31,29
1394,SpiceJet,MAA,MAA,886,193,52,0,106,35
1395,Vistara,CCU,HYD,420,165,238,0,3,89
1396,SpiceJet,MAA,CCU,1339,251,1,0,92,10
1397,SpiceJet,MAA,BLR,1189,241,245,0,44,69
1398,SpiceJet,DEL,BOM,1226,189,197,0,71,28
1399,SpiceJet,BLR,BOM,467,188,297,0,19,91
1400,Go First,BOM,CCU,712,185,240,0,110,78
1401,Go First,DEL,DEL,384,66,200,0,70,92
1402,Qatar Airways,HYD,CCU,313,8,270,0,64,5
1403,Air India,BLR,DEL,770,51,-9,0,59,75
1404,IndiGo,CCU,DEL,1278,270,183,0,88,50
1405,SpiceJet,BLR,CCU,958,239,75,0,25,79
1406,Qatar Airways,HYD,BOM,916,216,131,1,72,37
1407,Air India,HYD,BLR,22,116,134,0,22,72
1408,IndiGo,HYD,BOM,338,47,36,0,39,21
1409,Emirates,BOM,BOM,822,193,227,0,1,96
1410,Vistara,MAA,BOM,365,232,203,0,25,89
1411,Go First,BLR,CCU,1395,241,-10,0,77,53
1412,Emirates,MAA,CCU,914,188,93,0,61,39
1413,IndiGo,MAA,CCU,1242,229,50,0,43,6
1414,Emirates,CCU,BOM,474,128,-6,0,30,95
1415,Vistara,HYD,BLR,1379,111,186,0,25,39
1416,Qatar Airways,BOM,DEL,26,38,266,0,118,23
1417,IndiGo,CCU,MAA,941,293,198,0,112,40
1418,Emirates,DEL,DEL,801,104,52,0,82,50
1419,Go First,BOM,DEL,800,240,231,0,101,38
1420,Go First,MAA,MAA,859,-4,311,0,116,82
1421,Air India,BOM,BOM,1246,208,34,0,4,42
1422,Emirates,HYD,BLR,863,66,1,0,69,68
1423,SpiceJet,DEL,BLR,689,168,-5,0,34,93
1424,Emirates,HYD,DEL,1171,134,293,0,15,58
1425,Qatar Airways,DEL,MAA,738,143,290,0,30,24
1426,IndiGo,CCU,HYD,1374,110,108,0,81,93
1427,IndiGo,MAA,BOM,1209,113,209,0,13,24
1428,Qatar Airways,DEL,DEL,414,139,228,0,24,72
1429,Emirates,DEL,BLR,981,257,302,0,78,90
1430,Qatar Airways,DEL,CCU,428,-10,316,0,89,23
1431,Vistara,BOM,CCU,40,150,13,0,99,61
1432,Qatar Airways,CCU,MAA,904,233,269,0,74,42
1433,Go First,BOM,MAA,1011,240,43,0,100,58
1434,Qatar Airways,MAA,DEL,1416,53,127,0,104,53
1435,IndiGo,DEL,HYD,702,288,310,0,100,78
1436,Go First,CCU,BLR,78,237,284,0,70,25
1437,IndiGo,CCU,DEL,716,286,210,0,17,53
1438,Air India,BLR,HYD,543,104,148,0,49,60
1439,SpiceJet,MAA,MAA,473,284,68,0,19,93
1440,IndiGo,CCU,CCU,1165,-10,297,0,55,74
1441,Go First,DEL,BOM,1274,30,101,0,1,92
1442,Air India,DEL,CCU,293,162,304,0,25,78
1443,IndiGo,CCU,BLR,609,77,188,0,22,43
1444,Vistara,BOM,BLR,135,87,278,0,31,8
1445,Qatar Airways,MAA,CCU,483,77,129,0,12,41
1446,SpiceJet,DEL,CCU,1335,240,11,0,12,28
1447,IndiGo,CCU,HYD,813,130,1,0,16,78
1448,Air India,DEL,DEL,554,60,47,0,88,80
1449,Vistara,CCU,MAA,45,126,251,0,57,79
1450,Emirates,MAA,HYD,1259,88,48,0,85,57
1451,Air India,CCU,BOM,1071,140,23,0,26,85
1452,Qatar Airways,BLR,CCU,197,164,114,0,16,62
1453,Air India,CCU,BOM,83,156,99,0,89,48
1454,Vistara,CCU,BOM,542,246,29,0,37,10
1455,Air India,MAA,HYD,1184,213,200,0,13,88
1456,Vistara,CCU,MAA,70,54,72,0,116,53
1457,IndiGo,MAA,BLR,519,58,161,0,13,29
1458,Vistara,BLR,DEL,897,56,249,0,11,65
1459,Vistara,MAA,BLR,912,39,89,0,68,64
1460,SpiceJet,DEL,MAA,1075,298,318,0,100,57
1461,Vistara,MAA,BLR,1068,80,285,0,67,56
1462,Vistara,BLR,CCU,292,104,155,0,54,36
1463,Emirates,HYD,CCU,937,46,92,0,62,53
1464,IndiGo,CCU,HYD,811,7,145,0,28,72
1465,Qatar Airways,MAA,BOM,866,261,267,1,88,68
1466,SpiceJet,CCU,MAA,379,119,24,0,44,23
1467,Emirates,BOM,MAA,1006,258,10,0,3,62
1468,Go First,DEL,BLR,261,69,67,0,113,90
1469,IndiGo,DEL,HYD,579,288,157,0,15,93
1470,IndiGo,BOM,BLR,1202,299,157,0,113,50
1471,Go First,BOM,BLR,356,191,266,0,65,14
1472,Qatar Airways,MAA,MAA,697,214,54,0,22,46
1473,Vistara,BOM,BLR,1224,148,307,0,67,72
1474,Emirates,HYD,BOM,1036,193,-10,0,19,45
1475,Air India,CCU,BLR,442,126,268,0,16,29
1476,SpiceJet,CCU,BOM,725,62,179,0,51,78
1477,Air India,BLR,MAA,285,37,-3,0,5,19
1478,Go First,BOM,HYD,1281,7,47,0,81,56
1479,IndiGo,BOM,CCU,569,256,-3,0,83,48
1480,Qatar Airways,HYD,BOM,839,8,233,0,38,55
1481,IndiGo,DEL,HYD,497,89,189,0,108,55
1482,SpiceJet,DEL,HYD,704,105,237,0,104,24
1483,IndiGo,CCU,BOM,1356,63,24,1,33,8
1484,IndiGo,CCU,MAA,561,269,149,0,103,21
1485,SpiceJet,MAA,DEL,31,258,15,1,109,76
1486,Emirates,HYD,HYD,42,114,1,0,53,36
1487,Emirates,BLR,HYD,1374,105,121,0,87,27
1488,SpiceJet,BLR,MAA,1357,163,304,0,81,13
1489,Qatar Airways,HYD,MAA,558,170,297,0,93,29
1490,Go First,BLR,BLR,269,215,149,0,64,38
1491,IndiGo,DEL,MAA,1436,146,265,0,86,56
1492,Qatar Airways,BLR,HYD,942,153,207,0,28,4
1493,IndiGo,BLR,BOM,1042,60,106,0,40,11
1494,Go First,HYD,DEL,1370,211,62,0,104,34
1495,Emirates,HYD,BLR,36,115,297,1,62,40
1496,Qatar Airways,BLR,BOM,91,134,311,0,31,62
1497,Vistara,BOM,DEL,184,165,72,0,65,41
1498,Vistara,HYD,DEL,727,141,97,0,111,64
1499,Vistara,MAA,DEL,1051,171,84,1,99,64
1500,Emirates,MAA,CCU,371,74,287,0,44,42
1501,Emirates,DEL,BOM,831,110,223,1,16,59
1502,Go First,BLR,BLR,344,118,95,0,42,19
1503,IndiGo,BOM,BLR,1219,-5,74,0,118,97
1504,Go First,DEL,DEL,77,172,123,0,65,97
1505,Go First,BLR,BOM,166,27,119,0,67,62
1506,Emirates,HYD,CCU,1113,105,-4,0,107,23
1507,Vistara,MAA,DEL,263,91,228,0,33,91
1508,Air India,CCU,MAA,1231,-3,166,0,0,74
1509,IndiGo,BOM,BLR,723,207,179,0,22,71
1510,Emirates,CCU,HYD,1294,196,106,0,5,34
1511,Vistara,MAA,DEL,1286,67,37,0,15,40
1512,Qatar Airways,CCU,MAA,511,44,157,0,1,15
1513,Air India,HYD,BLR,575,293,163,0,109,79
1514,Air India,BLR,CCU,721,217,277,0,115,5
1515,Emirates,HYD,BOM,1335,77,43,0,75,19
1516,SpiceJet,CCU,BLR,1197,-1,38,0,26,55
1517,IndiGo,HYD,BOM,430,297,241,0,18,74
1518,Air India,MAA,BOM,767,279,229,0,27,7
1519,Emirates,BOM,CCU,462,153,133,0,34,83
1520,Emirates,HYD,CCU,100,228,268,0,114,95
1521,Vistara,MAA,DEL,1039,133,0,0,106,96
1522,Qatar Airways,BOM,DEL,1281,7,160,0,67,5
1523,SpiceJet,BLR,BLR,243,60,12,0,48,91
1524,IndiGo,CCU,CCU,1371,164,113,0,112,7
1525,Go First,BLR,MAA,1272,277,207,0,6,61
1526,Qatar Airways,DEL,BLR,104,288,228,1,36,13
1527,Qatar Airways,MAA,HYD,693,237,222,0,114,2
1528,Vistara,BOM,BOM,1310,182,216,0,24,1
1529,Air India,HYD,BOM,1192,295,310,0,116,21
1530,Air India,BLR,DEL,1070,257,76,0,114,96
1531,Vistara,BOM,MAA,1066,193,-13,0,40,84
1532,Emirates,MAA,CCU,1344,112,65,0,80,69
1533,Air India,DEL,CCU,817,47,28,0,61,70
1534,SpiceJet,BLR,DEL,220,190,139,0,40,5
1535,IndiGo,CCU,HYD,143,101,8,0,13,49
1536,Qatar Airways,BOM,BLR,889,117,83,0,100,43
1537,Qatar Airways,CCU,BLR,1051,25,155,0,53,7
1538,SpiceJet,BOM,MAA,789,223,132,0,1,23
1539,Air India,BOM,DEL,552,299,107,0,87,26
1540,Qatar Airways,MAA,DEL,843,36,96,1,78,52
1541,Go First,MAA,HYD,658,104,114,0,47,50
1542,IndiGo,MAA,BLR,836,244,52,0,50,27
1543,IndiGo,HYD,DEL,1018,212,300,0,96,58
1544,Qatar Airways,BOM,CCU,1190,113,201,0,54,68
1545,Vistara,BLR,MAA,750,149,80,0,11,82
1546,Qatar Airways,CCU,BLR,248,85,129,0,82,72
1547,Vistara,MAA,HYD,774,96,17,0,115,24
1548,Qatar Airways,MAA,MAA,763,109,270,0,110,43
1549,Go First,CCU,BOM,1380,90,-11,0,68,46
1550,Emirates,CCU,CCU,1134,92,102,0,0,12
1551,IndiGo,BOM,HYD,691,155,124,0,106,52
1552,Qatar Airways,MAA,MAA,819,175,214,0,58,52
1553,Go First,CCU,DEL,718,21,144,0,72,36
1554,Vistara,HYD,BOM,233,55,278,1,102,62
1555,Vistara,HYD,HYD,23,168,233,0,33,65
1556,IndiGo,MAA,DEL,1049,256,257,0,92,39
1557,SpiceJet,CCU,CCU,1404,26,170,0,112,77
1558,Qatar Airways,BOM,BOM,1005,190,24,0,111,60
1559,Air India,BOM,BLR,1369,38,208,0,111,94
1560,Vistara,BOM,DEL,1401,264,136,0,45,5
1561,Emirates,DEL,MAA,521,157,124,0,58,24
1562,Emirates,MAA,HYD,16,252,112,0,65,45
1563,Vistara,BOM,BOM,244,122,131,0,18,30
1564,SpiceJet,HYD,DEL,717,287,269,1,27,79
1565,SpiceJet,CCU,BLR,769,165,202,0,98,62
1566,Go First,BLR,HYD,716,0,204,0,39,90
1567,Emirates,BLR,HYD,1225,190,129,0,116,93
1568,Go First,BOM,DEL,1271,286,313,0,56,67
1569,Emirates,BLR,BLR,117,-8,261,0,50,38
1570,Qatar Airways,BLR,CCU,8,203,226,0,111,79
1571,Qatar Airways,DEL,CCU,597,285,44,0,21,35
1572,Air India,HYD,BOM,22,296,82,0,67,6
1573,Qatar Airways,HYD,DEL,239,21,315,0,7,84
1574,Air India,DEL,BOM,26,37,165,0,59,65
1575,Qatar Airways,DEL,CCU,983,241,98,0,64,54
1576,IndiGo,BLR,HYD,1104,188,87,0,35,71
1577,Qatar Airways,MAA,BOM,198,78,303,0,70,41
1578,Go First,CCU,BLR,774,98,41,0,88,26
1579,Vistara,CCU,MAA,91,280,269,0,28,1
1580,Go First,BLR,CCU,850,97,113,0,64,69
1581,Vistara,CCU,CCU,1107,29,299,0,55,3
1582,SpiceJet,DEL,BLR,299,41,70,0,81,20
1583,Go First,HYD,BOM,295,101,184,0,3,0
1584,SpiceJet,CCU,DEL,646,284,55,0,83,37
1585,Air India,BLR,HYD,1304,57,82,1,109,59
1586,Air India,MAA,MAA,1000,178,284,0,71,75
1587,IndiGo,BLR,DEL,1082,198,160,0,90,90
1588,Qatar Airways,BOM,DEL,908,54,217,0,49,13
1589,Go First,BLR,BLR,870,51,59,0,38,78
1590,SpiceJet,DEL,BOM,1365,247,127,0,34,87
1591,Vistara,HYD,CCU,752,123,7,0,24,81
1592,Air India,HYD,CCU,341,111,165,0,116,16
1593,Qatar Airways,CCU,BLR,61,160,29,0,77,72
1594,Air India,DEL,BOM,775,199,76,0,43,46
1595,Vistara,BOM,BLR,624,285,253,0,46,81
1596,Qatar Airways,DEL,CCU,255,78,18,0,39,55
1597,Qatar Airways,BLR,DEL,827,156,150,1,30,52
1598,SpiceJet,DEL,HYD,1013,17,54,0,68,17
1599,SpiceJet,DEL,BOM,1370,227,180,0,80,68
1600,Go First,BOM,MAA,1327,52,117,0,73,47
1601,Go First,BLR,MAA,614,244,231,0,42,8
1602,Emirates,MAA,DEL,244,30,152,0,54,53
