Date,City,State,Avg_Temperature_C,Rainfall_mm,Humidity_%,Wind_Speed_kmph,Weather_Type,Pressure_hPa
2019-01-12,Los Angeles,CA,50.7,2.7,75,12.4,Rainy,990
2019-01-13,Chicago,CA,35.1,0.04,42,7.1,Cloudy,1019
2019-01-14,Phoenix,CA,38.6,2.26,87,8.3,Cloudy,1013
2019-01-15,Houston,TX,46.0,3.07,45,4.3,Rainy,994
2019-01-16,New York,IL,41.4,0.27,74,16.0,Sunny,990
2019-01-17,Chicago,TX,33.7,1.48,62,1.7,Sunny,1011
2019-01-18,Phoenix,AZ,39.6,3.48,51,1.8,Sunny,1031
2019-01-19,Phoenix,TX,33.1,2.56,61,24.4,Rainy,1011
2019-01-20,New York,AZ,42.2,0.02,57,1.8,Sunny,992
2019-01-21,Los Angeles,NY,41.1,2.76,83,11.5,Rainy,985
2019-01-22,Houston,NY,36.4,1.01,38,14.2,Storm,992
2019-01-23,Phoenix,TX,43.7,4.7,79,24.0,Rainy,1004
2019-01-24,Phoenix,CA,30.1,7.99,64,24.1,Cloudy,986
2019-01-25,Los Angeles,AZ,35.6,2.01,37,14.2,Cloudy,1015
2019-01-26,Los Angeles,CA,41.4,4.88,91,1.5,Rainy,989
2019-01-27,Phoenix,AZ,38.1,3.69,89,21.1,Cloudy,990
2019-01-28,Houston,CA,40.7,3.17,75,18.6,Snow,984
2019-01-29,Phoenix,AZ,39.0,0.72,89,13.3,Sunny,1008
2019-01-30,Chicago,IL,39.8,0.58,41,17.6,Storm,996
2019-01-31,Chicago,IL,42.7,1.38,41,23.5,Sunny,1013
2019-02-01,Chicago,AZ,40.6,4.94,49,11.5,Rainy,1029
2019-02-02,Phoenix,NY,35.3,1.99,84,4.0,Storm,1001
2019-02-03,Phoenix,AZ,44.4,0.4,64,13.2,Cloudy,1015
2019-02-04,Phoenix,AZ,37.6,0.28,61,6.9,Rainy,984
2019-02-05,Chicago,IL,47.1,0.95,58,16.0,Sunny,991
2019-02-06,Phoenix,IL,34.7,8.89,92,7.2,Storm,1000
2019-02-07,Phoenix,IL,41.3,2.55,74,2.3,Rainy,1026
2019-02-08,Los Angeles,TX,42.1,9.3,42,24.9,Cloudy,995
2019-02-09,Phoenix,IL,33.8,5.17,44,20.8,Rainy,994
2019-02-10,Houston,CA,44.5,2.33,73,6.7,Rainy,996
2019-02-11,Chicago,TX,39.6,14.21,47,9.7,Cloudy,983
2019-02-12,Chicago,AZ,39.8,5.61,71,14.9,Cloudy,1034
2019-02-13,Chicago,NY,43.9,3.8,62,4.5,Sunny,1022
2019-02-14,Chicago,AZ,37.7,1.09,45,4.3,Sunny,1004
2019-02-15,Chicago,AZ,41.6,0.99,47,12.7,Cloudy,1003
2019-02-16,Houston,NY,34.3,1.54,67,6.1,Rainy,1014
2019-02-17,Phoenix,CA,34.6,6.69,71,17.5,Cloudy,1028
2019-02-18,Houston,TX,38.5,19.55,86,8.8,Rainy,1028
2019-02-19,Houston,CA,40.6,4.15,38,17.0,Cloudy,1033
2019-02-20,Houston,NY,39.7,1.75,76,24.3,Rainy,999
2019-02-21,Chicago,CA,33.9,6.65,68,13.9,Sunny,1004
2019-02-22,Chicago,NY,42.8,0.15,89,14.0,Sunny,999
2019-02-23,Phoenix,CA,37.9,0.61,43,2.3,Cloudy,995
2019-02-24,Los Angeles,IL,28.4,7.33,78,17.3,Rainy,1008
2019-02-25,Los Angeles,NY,31.6,2.26,93,15.8,Cloudy,1016
2019-02-26,Phoenix,TX,25.2,1.23,71,13.9,Storm,999
2019-02-27,Los Angeles,TX,39.3,1.33,79,4.2,Cloudy,1034
2019-02-28,Chicago,CA,28.6,0.71,33,19.3,Storm,987
2019-03-01,New York,TX,35.8,9.99,68,8.1,Sunny,1011
2019-03-02,Phoenix,CA,40.4,1.2,46,25.0,Sunny,1020
2019-03-03,Houston,NY,32.9,9.4,70,17.2,Cloudy,1025
2019-03-04,Chicago,AZ,25.9,3.22,35,3.3,Cloudy,1016
2019-03-05,Chicago,AZ,36.7,0.8,48,5.8,Sunny,989
2019-03-06,New York,CA,24.7,7.14,85,6.6,Sunny,985
2019-03-07,Los Angeles,NY,29.1,3.59,89,2.7,Cloudy,1008
2019-03-08,Los Angeles,CA,34.8,1.11,59,4.1,Cloudy,1002
2019-03-09,Phoenix,NY,20.1,0.94,39,22.0,Cloudy,1028
2019-03-10,New York,NY,29.9,0.1,47,18.3,Sunny,1020
2019-03-11,Chicago,TX,24.1,1.05,35,11.5,Sunny,1033
2019-03-12,Los Angeles,CA,22.7,2.63,59,2.7,Storm,1019
2019-03-13,New York,TX,26.1,15.47,55,7.1,Storm,1026
2019-03-14,New York,AZ,31.7,0.53,31,12.2,Rainy,995
2019-03-15,Houston,NY,19.3,1.49,66,15.2,Sunny,1020
2019-03-16,Houston,IL,22.0,1.42,77,24.8,Cloudy,1005
2019-03-17,New York,AZ,31.6,6.2,49,1.1,Storm,1025
2019-03-18,Chicago,CA,30.0,4.04,77,7.2,Sunny,997
2019-03-19,New York,CA,31.8,5.27,94,19.2,Sunny,1001
2019-03-20,Chicago,AZ,23.0,1.08,32,12.4,Sunny,1022
2019-03-21,Chicago,AZ,29.6,1.05,88,7.9,Rainy,1006
2019-03-22,New York,CA,29.4,2.58,42,24.2,Sunny,986
2019-03-23,Los Angeles,NY,23.6,0.78,37,11.2,Sunny,999
2019-03-24,New York,IL,29.3,0.59,74,5.8,Storm,1024
2019-03-25,Phoenix,IL,32.5,7.74,60,12.0,Storm,982
2019-03-26,Phoenix,AZ,19.2,2.58,38,8.7,Rainy,991
2019-03-27,Houston,NY,22.2,1.02,83,16.9,Sunny,996
2019-03-28,Chicago,TX,21.1,3.3,55,22.9,Rainy,986
2019-03-29,Chicago,NY,14.5,0.81,40,3.4,Cloudy,1031
2019-03-30,Phoenix,CA,24.4,3.57,78,22.8,Cloudy,1026
2019-03-31,Los Angeles,IL,18.9,1.32,74,21.0,Storm,1024
2019-04-01,Phoenix,NY,17.1,1.06,39,10.0,Cloudy,1032
2019-04-02,Los Angeles,CA,22.5,8.1,48,24.3,Rainy,987
2019-04-03,Phoenix,IL,24.4,0.48,36,1.7,Sunny,1034
2019-04-04,Phoenix,NY,17.9,1.44,84,9.7,Rainy,1015
2019-04-05,Houston,IL,16.3,9.98,90,12.3,Storm,999
2019-04-06,Houston,TX,21.5,8.34,94,6.6,Storm,1013
2019-04-07,Los Angeles,NY,28.2,0.05,45,2.2,Sunny,1034
2019-04-08,Chicago,AZ,18.8,0.64,91,13.3,Rainy,1026
2019-04-09,Phoenix,CA,26.0,3.48,89,14.8,Sunny,1026
2019-04-10,New York,TX,14.8,7.05,94,2.6,Rainy,986
2019-04-11,New York,IL,14.3,2.05,93,8.3,Rainy,980
2019-04-12,New York,IL,21.0,0.76,78,20.1,Sunny,988
2019-04-13,Los Angeles,CA,15.8,3.77,53,21.9,Rainy,984
2019-04-14,Chicago,TX,10.3,0.61,79,5.6,Cloudy,996
2019-04-15,Chicago,CA,10.5,2.99,54,8.4,Storm,990
2019-04-16,Houston,AZ,19.8,8.13,86,17.4,Rainy,1016
2019-04-17,Houston,IL,20.4,0.43,56,17.6,Sunny,980
2019-04-18,Chicago,TX,24.0,4.87,55,13.2,Cloudy,985
2019-04-19,New York,CA,15.0,3.79,41,13.2,Sunny,1025
2019-04-20,Phoenix,AZ,12.4,8.53,90,20.3,Rainy,1002
2019-04-21,Houston,IL,18.9,4.19,58,12.8,Storm,1019
2019-04-22,Chicago,CA,19.6,1.08,66,21.9,Snow,996
2019-04-23,Houston,AZ,20.1,0.23,68,20.8,Rainy,1022
2019-04-24,Phoenix,TX,22.4,0.09,84,20.1,Cloudy,1031
2019-04-25,New York,IL,21.1,1.07,73,16.4,Storm,995
2019-04-26,Houston,AZ,22.0,4.5,92,16.8,Sunny,1033
2019-04-27,Phoenix,IL,26.0,9.59,30,18.4,Rainy,984
2019-04-28,New York,IL,14.6,0.3,40,21.1,Rainy,1009
2019-04-29,New York,TX,22.5,1.69,89,17.8,Cloudy,987
2019-04-30,New York,NY,32.9,0.06,58,12.0,Storm,1018
2019-05-01,Houston,AZ,25.0,7.93,46,24.9,Cloudy,984
2019-05-02,Chicago,CA,16.8,8.8,30,19.3,Sunny,993
2019-05-03,Phoenix,TX,26.7,3.44,76,13.2,Sunny,1019
2019-05-04,Los Angeles,AZ,32.8,4.2,66,16.1,Rainy,1003
2019-05-05,New York,NY,23.3,10.32,90,17.0,Rainy,1010
2019-05-06,Phoenix,CA,26.2,1.37,70,24.4,Cloudy,1030
2019-05-07,Houston,TX,23.9,1.71,31,18.3,Cloudy,1028
2019-05-08,Chicago,IL,21.5,0.59,39,24.4,Sunny,1014
2019-05-09,New York,AZ,34.0,2.19,59,12.8,Rainy,1010
2019-05-10,Phoenix,CA,29.5,2.41,84,17.4,Rainy,1023
2019-05-11,Los Angeles,NY,32.7,0.63,70,3.8,Rainy,1021
2019-05-12,Houston,NY,28.7,0.14,58,11.2,Cloudy,996
2019-05-13,Houston,TX,27.7,2.78,87,24.3,Sunny,980
2019-05-14,New York,CA,32.3,3.37,71,23.3,Rainy,1001
2019-05-15,Los Angeles,IL,29.0,7.5,84,6.8,Cloudy,1001
2019-05-16,Chicago,NY,29.8,4.74,90,4.1,Cloudy,1025
2019-05-17,Houston,NY,24.7,2.84,34,22.4,Rainy,1014
2019-05-18,New York,AZ,22.7,2.05,68,4.9,Cloudy,1024
2019-05-19,Chicago,CA,28.0,0.52,65,8.2,Storm,1031
2019-05-20,New York,CA,29.3,3.7,33,9.9,Sunny,1002
2019-05-21,New York,TX,21.8,2.51,62,5.7,Cloudy,1025
2019-05-22,Phoenix,CA,25.7,2.1,93,19.5,Sunny,996
2019-05-23,Chicago,IL,20.9,0.82,55,25.0,Storm,1003
2019-05-24,Chicago,CA,30.1,3.54,90,3.0,Storm,1008
2019-05-25,Houston,AZ,28.0,12.0,53,11.3,Snow,990
2019-05-26,Houston,AZ,19.2,4.74,37,1.6,Rainy,981
2019-05-27,Houston,AZ,22.4,6.27,90,6.5,Rainy,989
2019-05-28,New York,TX,24.8,0.64,92,5.9,Sunny,990
2019-05-29,New York,TX,15.6,1.36,78,4.5,Storm,1006
2019-05-30,Los Angeles,NY,28.7,10.01,77,14.1,Cloudy,990
2019-05-31,Los Angeles,IL,21.5,1.1,72,22.9,Rainy,1002
2019-06-01,Phoenix,TX,15.4,0.66,61,23.1,Cloudy,1020
2019-06-02,Phoenix,AZ,19.1,0.29,79,1.5,Sunny,1000
2019-06-03,Chicago,NY,14.3,0.97,47,18.2,Storm,1021
2019-06-04,Los Angeles,TX,10.5,1.02,41,19.1,Storm,985
2019-06-05,New York,AZ,12.1,2.41,48,16.4,Cloudy,981
2019-06-06,Chicago,NY,10.7,1.63,66,16.7,Sunny,993
2019-06-07,Los Angeles,NY,4.8,2.38,42,3.9,Sunny,984
2019-06-08,Houston,TX,17.9,1.0,87,23.4,Cloudy,1028
2019-06-09,Chicago,IL,10.1,0.99,88,24.6,Cloudy,1007
2019-06-10,Chicago,CA,6.5,1.38,90,8.3,Rainy,1028
2019-06-11,Phoenix,NY,10.9,2.95,35,21.5,Sunny,1033
2019-06-12,Los Angeles,AZ,4.4,1.27,50,24.7,Rainy,981
2019-06-13,Chicago,CA,14.2,0.75,66,16.7,Sunny,1018
2019-06-14,Phoenix,AZ,7.6,0.57,53,15.3,Sunny,1033
2019-06-15,Phoenix,CA,6.4,2.13,85,19.9,Rainy,991
2019-06-16,Chicago,AZ,16.5,7.7,57,6.2,Cloudy,1015
2019-06-17,Houston,TX,11.1,0.99,50,13.0,Rainy,1027
2019-06-18,Los Angeles,NY,14.8,0.86,75,22.5,Rainy,1016
2019-06-19,Los Angeles,CA,15.0,3.7,79,7.2,Cloudy,1008
2019-06-20,New York,NY,13.2,0.87,89,20.8,Rainy,1016
2019-06-21,Houston,CA,10.1,1.5,67,22.9,Sunny,982
2019-06-22,Los Angeles,AZ,7.3,1.06,52,15.2,Storm,991
2019-06-23,Los Angeles,TX,5.9,5.16,32,23.1,Cloudy,1008
2019-06-24,New York,AZ,3.8,1.53,52,20.4,Rainy,1022
2019-06-25,Chicago,TX,3.5,5.63,54,14.0,Storm,1015
2019-06-26,Los Angeles,NY,1.2,6.65,37,23.6,Cloudy,990
2019-06-27,Chicago,NY,1.2,4.8,89,12.1,Sunny,992
2019-06-28,New York,AZ,-3.4,3.57,73,16.9,Sunny,1004
2019-06-29,Chicago,AZ,6.8,0.11,92,14.9,Storm,999
2019-06-30,Chicago,CA,4.9,0.51,76,16.9,Rainy,1008
2019-07-01,Houston,IL,-0.1,1.41,76,3.5,Snow,1034
2019-07-02,Phoenix,AZ,3.7,2.14,40,13.1,Rainy,1010
2019-07-03,Phoenix,AZ,9.5,1.88,32,13.9,Sunny,1000
2019-07-04,New York,IL,5.8,3.31,41,17.4,Sunny,1029
2019-07-05,New York,NY,6.6,0.5,60,7.5,Cloudy,1014
2019-07-06,Phoenix,IL,7.9,2.66,89,20.8,Storm,993
2019-07-07,Chicago,CA,5.4,0.97,37,9.8,Storm,1034
2019-07-08,Phoenix,NY,-0.7,2.49,79,24.0,Sunny,1028
2019-07-09,Chicago,TX,10.4,13.33,76,21.4,Rainy,998
2019-07-10,Los Angeles,IL,3.3,9.06,80,14.1,Rainy,1025
2019-07-11,Chicago,TX,-0.4,0.71,61,24.7,Storm,1026
2019-07-12,New York,IL,-3.7,0.36,84,21.6,Cloudy,1018
2019-07-13,Chicago,NY,1.4,3.1,49,19.3,Cloudy,1011
2019-07-14,New York,NY,12.3,1.94,61,23.7,Sunny,1024
2019-07-15,Chicago,AZ,3.2,9.11,30,6.9,Sunny,1020
2019-07-16,Chicago,AZ,4.2,0.09,46,13.4,Rainy,1020
2019-07-17,Chicago,TX,5.9,1.04,80,19.6,Sunny,1004
2019-07-18,New York,CA,-1.0,1.85,68,17.0,Sunny,1008
2019-07-19,Chicago,TX,-3.8,1.06,85,10.2,Sunny,998
2019-07-20,New York,CA,4.6,7.58,31,5.0,Storm,1027
2019-07-21,Los Angeles,IL,-3.4,2.51,67,8.8,Cloudy,981
2019-07-22,Houston,CA,4.5,3.15,33,2.2,Sunny,1012
2019-07-23,New York,IL,5.1,2.14,88,4.0,Cloudy,1002
2019-07-24,New York,AZ,8.9,3.61,63,12.5,Rainy,994
2019-07-25,New York,CA,-0.8,0.59,40,14.2,Rainy,981
2019-07-26,Los Angeles,IL,2.9,7.2,80,5.2,Cloudy,1031
2019-07-27,Chicago,IL,10.0,1.52,65,14.3,Storm,991
2019-07-28,New York,IL,-0.9,3.45,35,18.2,Cloudy,984
2019-07-29,Phoenix,TX,-4.4,3.99,93,6.5,Sunny,1034
2019-07-30,Phoenix,AZ,-2.9,8.48,92,3.1,Cloudy,1033
2019-07-31,Phoenix,NY,8.4,16.11,55,22.3,Rainy,984
2019-08-01,Houston,TX,7.9,1.14,30,12.4,Rainy,1004
2019-08-02,Phoenix,CA,4.5,8.07,77,19.8,Storm,998
2019-08-03,Chicago,CA,8.9,9.96,69,20.6,Cloudy,982
2019-08-04,Houston,TX,2.0,3.77,62,21.6,Cloudy,999
2019-08-05,Los Angeles,TX,13.3,1.87,60,4.5,Storm,1020
2019-08-06,Chicago,IL,-1.6,17.96,46,11.0,Rainy,1030
2019-08-07,Houston,IL,9.2,0.5,48,12.8,Sunny,1003
2019-08-08,Los Angeles,TX,7.8,2.01,89,11.7,Snow,980
2019-08-09,New York,NY,6.1,0.45,90,6.5,Sunny,1029
2019-08-10,Los Angeles,CA,4.3,5.59,43,5.2,Sunny,982
2019-08-11,Houston,AZ,6.9,14.24,71,10.6,Sunny,1032
2019-08-12,Houston,IL,5.2,2.83,57,7.4,Cloudy,993
2019-08-13,Phoenix,AZ,7.1,0.69,53,20.0,Rainy,1009
2019-08-14,Chicago,IL,11.4,1.01,46,17.0,Cloudy,1007
2019-08-15,Houston,IL,11.9,0.0,38,18.3,Storm,988
2019-08-16,Chicago,IL,7.5,0.14,81,15.1,Storm,1010
2019-08-17,Los Angeles,NY,11.8,0.25,84,4.9,Sunny,983
2019-08-18,Phoenix,NY,8.8,8.23,58,24.7,Sunny,1029
2019-08-19,Los Angeles,IL,13.5,5.62,61,4.9,Rainy,981
2019-08-20,Los Angeles,TX,8.8,3.0,79,14.0,Sunny,1014
2019-08-21,New York,AZ,12.4,0.52,87,21.6,Sunny,1023
2019-08-22,New York,CA,12.6,0.51,66,18.7,Rainy,1009
2019-08-23,Los Angeles,NY,11.8,0.35,57,9.4,Rainy,1009
2019-08-24,New York,IL,2.3,1.44,30,16.6,Rainy,1023
2019-08-25,Houston,AZ,10.1,3.33,41,21.0,Sunny,1020
2019-08-26,Los Angeles,IL,16.9,1.35,63,5.6,Sunny,991
2019-08-27,Los Angeles,CA,10.0,2.59,47,20.6,Rainy,1002
2019-08-28,Phoenix,NY,3.8,2.76,78,1.6,Sunny,1022
2019-08-29,Phoenix,NY,4.3,2.02,52,12.5,Rainy,1033
2019-08-30,Los Angeles,CA,1.7,2.56,60,7.1,Rainy,1029
2019-08-31,Houston,TX,1.4,2.74,77,16.1,Sunny,1009
2019-09-01,Phoenix,AZ,0.2,6.76,53,22.6,Sunny,1017
2019-09-02,Chicago,AZ,13.1,0.49,93,12.5,Cloudy,1034
2019-09-03,Chicago,NY,1.1,3.19,67,21.5,Storm,1003
2019-09-04,Los Angeles,CA,3.7,1.67,78,6.0,Cloudy,1026
2019-09-05,Phoenix,CA,7.2,0.03,65,9.6,Cloudy,999
2019-09-06,Phoenix,IL,2.2,0.73,85,7.9,Storm,988
2019-09-07,Los Angeles,TX,-0.6,0.66,62,9.1,Rainy,993
2019-09-08,Chicago,NY,11.3,0.48,79,5.9,Rainy,1031
2019-09-09,Phoenix,NY,6.4,0.84,70,22.1,Cloudy,984
2019-09-10,New York,CA,3.3,0.56,83,10.0,Rainy,1011
2019-09-11,Houston,CA,4.2,3.21,73,4.0,Sunny,1013
2019-09-12,Chicago,AZ,11.5,6.85,68,10.2,Cloudy,1009
2019-09-13,New York,CA,-1.8,1.72,53,24.0,Sunny,996
2019-09-14,Chicago,NY,9.9,5.32,90,20.3,Rainy,989
2019-09-15,Chicago,AZ,-2.9,5.43,61,12.2,Rainy,1009
2019-09-16,Chicago,IL,6.4,1.07,40,5.4,Sunny,1024
2019-09-17,Chicago,TX,7.8,1.5,40,5.7,Rainy,1007
2019-09-18,Phoenix,IL,8.9,3.0,41,24.3,Sunny,1015
2019-09-19,Houston,AZ,4.0,0.55,75,8.2,Rainy,1014
2019-09-20,New York,IL,6.6,5.32,91,1.4,Cloudy,1016
2019-09-21,Chicago,TX,-1.9,3.47,52,1.7,Sunny,988
2019-09-22,New York,AZ,2.3,3.61,31,3.0,Sunny,1014
2019-09-23,Houston,TX,4.7,3.42,70,21.4,Sunny,1004
2019-09-24,Chicago,IL,16.0,1.26,72,17.3,Storm,981
2019-09-25,New York,CA,10.7,0.26,72,11.1,Sunny,997
2019-09-26,Houston,TX,17.8,0.15,38,15.1,Rainy,985
2019-09-27,New York,CA,3.1,2.5,43,2.1,Sunny,1025
2019-09-28,Los Angeles,IL,7.7,0.1,42,7.3,Cloudy,982
2019-09-29,Los Angeles,CA,4.0,0.04,50,21.1,Sunny,997
2019-09-30,Phoenix,AZ,-1.7,1.83,35,7.5,Storm,1022
2019-10-01,New York,IL,9.3,0.4,43,16.6,Sunny,984
2019-10-02,New York,IL,1.0,4.7,91,8.6,Rainy,996
2019-10-03,Chicago,IL,15.2,3.88,80,20.8,Sunny,1006
2019-10-04,Houston,IL,6.7,5.3,70,3.3,Storm,995
2019-10-05,Chicago,NY,8.3,2.26,55,11.1,Cloudy,986
2019-10-06,New York,TX,4.3,4.61,62,4.3,Sunny,1020
2019-10-07,Los Angeles,IL,4.5,6.38,76,2.4,Rainy,1023
2019-10-08,Houston,CA,7.9,1.85,66,23.6,Sunny,1024
2019-10-09,Houston,TX,-1.9,1.35,57,12.4,Cloudy,1024
2019-10-10,New York,AZ,7.8,0.5,52,17.8,Rainy,993
2019-10-11,Los Angeles,IL,3.6,2.43,32,9.9,Rainy,984
2019-10-12,Chicago,TX,3.1,2.21,93,1.0,Sunny,983
2019-10-13,Houston,IL,5.9,1.59,93,7.1,Cloudy,1002
2019-10-14,Phoenix,TX,0.1,1.36,79,4.1,Rainy,984
2019-10-15,New York,TX,4.1,1.79,47,2.6,Sunny,1008
2019-10-16,Houston,TX,-4.5,0.51,55,3.8,Sunny,1028
2019-10-17,Houston,TX,-3.6,15.71,63,10.4,Sunny,1012
2019-10-18,New York,TX,2.9,1.56,88,24.2,Cloudy,1005
2019-10-19,New York,TX,2.4,5.78,38,21.0,Storm,1008
2019-10-20,Phoenix,IL,4.5,6.87,54,24.1,Rainy,990
2019-10-21,Phoenix,AZ,9.1,3.29,41,23.7,Rainy,1016
2019-10-22,Phoenix,CA,2.5,1.73,75,3.1,Sunny,997
2019-10-23,Houston,TX,3.3,1.34,45,14.2,Sunny,984
2019-10-24,Los Angeles,AZ,9.2,3.51,51,24.8,Rainy,1022
2019-10-25,New York,TX,-2.4,0.81,90,4.4,Sunny,982
2019-10-26,New York,TX,8.2,3.52,76,9.6,Storm,1009
2019-10-27,New York,TX,3.4,1.46,52,14.0,Cloudy,1019
2019-10-28,Los Angeles,CA,12.3,4.01,55,16.8,Storm,1005
2019-10-29,Chicago,IL,5.6,1.62,69,8.5,Cloudy,1025
2019-10-30,Phoenix,NY,4.4,2.16,44,18.1,Sunny,983
2019-10-31,Phoenix,IL,2.2,0.9,60,1.3,Cloudy,1007
2019-11-01,Houston,IL,5.8,1.5,71,1.1,Storm,1033
2019-11-02,Houston,TX,-1.1,0.82,47,20.1,Rainy,1009
2019-11-03,Houston,IL,2.2,2.16,68,12.8,Cloudy,1028
2019-11-04,Phoenix,NY,9.6,2.74,81,2.8,Rainy,1002
2019-11-05,Chicago,NY,3.5,2.59,54,21.9,Sunny,1025
2019-11-06,Phoenix,TX,7.7,7.27,46,21.0,Cloudy,1016
2019-11-07,Phoenix,AZ,6.0,3.61,94,9.6,Cloudy,982
2019-11-08,Phoenix,CA,20.3,2.21,77,1.4,Rainy,1015
2019-11-09,Chicago,TX,17.8,1.75,87,15.9,Cloudy,996
2019-11-10,New York,CA,6.7,2.43,54,18.9,Sunny,1020
2019-11-11,Phoenix,IL,15.5,3.35,59,8.5,Rainy,1006
2019-11-12,Chicago,IL,15.7,4.32,45,14.4,Sunny,1011
2019-11-13,Houston,IL,7.3,0.65,63,21.3,Rainy,997
2019-11-14,Houston,CA,7.6,0.26,87,13.5,Rainy,1006
2019-11-15,Chicago,IL,19.5,1.4,56,8.9,Rainy,1003
2019-11-16,Los Angeles,TX,10.1,7.41,40,15.9,Storm,1019
2019-11-17,Chicago,IL,14.2,1.68,72,23.0,Storm,1031
2019-11-18,Houston,TX,11.8,2.68,76,16.0,Cloudy,985
2019-11-19,Chicago,NY,10.7,1.55,88,19.5,Rainy,1017
2019-11-20,Chicago,IL,19.3,0.56,94,1.6,Snow,982
2019-11-21,Phoenix,NY,23.4,5.97,94,5.7,Rainy,1021
2019-11-22,Chicago,AZ,21.1,0.49,86,20.6,Rainy,1030
2019-11-23,Chicago,AZ,17.5,0.61,93,8.6,Sunny,999
2019-11-24,Houston,AZ,18.6,0.93,31,9.2,Rainy,1025
2019-11-25,Chicago,CA,19.9,9.48,93,18.1,Snow,986
2019-11-26,Houston,TX,19.2,1.13,89,1.3,Cloudy,1007
2019-11-27,New York,NY,28.5,3.27,36,24.8,Sunny,984
2019-11-28,Phoenix,CA,30.7,3.82,55,12.1,Sunny,1021
2019-11-29,Los Angeles,AZ,31.3,1.45,33,3.3,Cloudy,1007
2019-11-30,Los Angeles,NY,27.4,4.76,43,3.9,Cloudy,999
2019-12-01,Phoenix,AZ,23.4,1.8,86,12.1,Rainy,1003
2019-12-02,Los Angeles,AZ,22.1,0.62,51,11.0,Sunny,993
2019-12-03,Los Angeles,TX,28.2,3.17,62,2.2,Rainy,995
2019-12-04,Los Angeles,AZ,28.2,1.3,70,6.4,Sunny,1023
2019-12-05,Phoenix,NY,25.2,0.05,59,1.6,Storm,996
2019-12-06,Chicago,NY,15.9,5.3,38,9.9,Rainy,1017
2019-12-07,New York,AZ,21.9,1.93,49,14.7,Sunny,994
2019-12-08,Phoenix,AZ,12.4,0.81,33,18.5,Sunny,1011
2019-12-09,Houston,TX,16.3,7.44,93,11.9,Cloudy,1014
2019-12-10,Phoenix,NY,12.2,17.18,36,2.4,Sunny,1003
2019-12-11,Houston,TX,17.3,1.16,41,13.5,Sunny,988
2019-12-12,Phoenix,AZ,14.3,0.16,70,14.1,Sunny,1031
2019-12-13,Chicago,AZ,12.5,12.43,78,8.6,Cloudy,987
2019-12-14,Houston,CA,16.3,2.56,61,8.3,Sunny,1017
2019-12-15,Los Angeles,TX,10.2,5.11,72,11.9,Rainy,982
2019-12-16,Phoenix,NY,19.6,2.56,45,11.6,Rainy,986
2019-12-17,Chicago,NY,11.9,3.8,75,10.8,Sunny,1028
2019-12-18,Phoenix,TX,14.5,5.2,66,14.6,Rainy,1019
2019-12-19,Chicago,AZ,8.6,1.28,71,22.0,Sunny,1004
2019-12-20,Phoenix,CA,17.9,1.53,70,6.6,Sunny,1034
2019-12-21,Phoenix,TX,12.1,3.46,42,20.3,Cloudy,1034
2019-12-22,Chicago,NY,12.1,23.36,91,15.8,Cloudy,998
2019-12-23,Phoenix,IL,13.8,2.97,34,9.9,Cloudy,1010
2019-12-24,Phoenix,AZ,15.4,2.24,88,12.7,Cloudy,984
2019-12-25,Houston,IL,13.3,0.75,63,2.0,Cloudy,1033
2019-12-26,Phoenix,TX,13.2,1.33,54,20.9,Rainy,988
2019-12-27,Chicago,NY,25.2,1.56,84,23.7,Sunny,1011
2019-12-28,Houston,AZ,16.2,4.18,94,4.1,Sunny,1028
2019-12-29,New York,CA,16.7,1.2,40,3.3,Sunny,1012
2019-12-30,Chicago,AZ,16.6,2.86,53,24.3,Rainy,982
2019-12-31,New York,CA,21.2,7.08,93,20.0,Cloudy,1031
2020-01-01,Phoenix,TX,21.3,0.16,55,19.9,Sunny,1019
2020-01-02,Los Angeles,IL,17.5,3.05,81,3.4,Storm,1028
2020-01-03,Phoenix,IL,14.8,2.87,38,2.5,Rainy,983
2020-01-04,New York,TX,20.6,3.89,86,4.0,Storm,1009
2020-01-05,New York,TX,5.7,2.11,66,11.7,Rainy,983
2020-01-06,New York,IL,5.6,0.27,56,21.3,Sunny,981
2020-01-07,Chicago,AZ,5.4,1.79,65,19.1,Sunny,1004
2020-01-08,Houston,AZ,9.7,0.44,72,19.5,Rainy,1002
2020-01-09,Houston,CA,2.6,5.32,42,21.2,Cloudy,990
2020-01-10,Los Angeles,TX,1.0,3.82,46,16.7,Storm,983
2020-01-11,Chicago,CA,14.9,1.0,50,17.6,Storm,1006
2020-01-12,New York,TX,5.6,1.63,94,21.2,Sunny,1011
2020-01-13,New York,CA,-0.6,0.71,82,4.1,Sunny,1014
2020-01-14,Houston,AZ,9.1,0.57,91,4.0,Rainy,984
2020-01-15,Chicago,NY,-1.0,3.03,36,20.6,Rainy,1004
2020-01-16,Houston,NY,2.3,0.24,49,2.7,Sunny,997
2020-01-17,Houston,NY,6.5,1.23,30,6.0,Sunny,1007
2020-01-18,Los Angeles,NY,3.8,3.98,30,18.6,Sunny,1007
2020-01-19,New York,NY,7.1,8.22,72,6.3,Rainy,1003
2020-01-20,Los Angeles,AZ,4.4,1.15,33,21.7,Storm,1004
2020-01-21,Houston,TX,6.4,1.33,57,21.8,Cloudy,989
2020-01-22,Chicago,TX,10.7,4.7,73,9.8,Sunny,1023
2020-01-23,Houston,TX,0.4,3.71,58,19.1,Storm,1001
