Ride_ID,Driver_ID,Rider_ID,City,Ride_Type,Distance_km,Ride_Duration_Min,Fare_Amount,Payment_Mode,Ride_Status
901708,91763,87030,Chennai,Sedan,22.04,55,1292,Credit Card,Completed
901709,53741,96901,Mumbai,SUV,14.43,63,462,UPI,Completed
901710,78026,66572,Mumbai,Auto,9.46,83,2088,Cash,Cancelled
901711,63128,79431,Delhi,Mini,37.79,75,1372,Credit Card,Completed
901712,73286,54991,Bengaluru,SUV,36.91,107,2484,Cash,Completed
901713,48441,95026,Hyderabad,Auto,27.02,17,2148,Debit Card,Completed
901714,15102,60222,Delhi,Mini,4.71,57,2418,Cash,Completed
901715,30788,74493,Mumbai,Auto,38.69,23,2461,Credit Card,Completed
901716,47676,95829,Delhi,SUV,11.01,20,2252,Cash,Completed
901717,83637,68208,Pune,SUV,39.6,69,1629,Debit Card,Completed
901718,76869,96832,Hyderabad,Auto,10.93,64,916,UPI,Completed
901719,74084,77349,Delhi,SUV,15.47,12,932,Credit Card,Cancelled
901720,48182,73345,Pune,Auto,9.39,61,1527,Debit Card,Completed
901721,58494,75781,Bengaluru,Sedan,48.4,99,2275,UPI,Completed
901722,30936,97988,Chennai,Sedan,2.53,90,2019,Debit Card,Completed
901723,14741,52590,Hyderabad,Sedan,1.63,103,1698,UPI,Completed
901724,41085,75187,Bengaluru,SUV,5.26,67,2275,UPI,Cancelled
901725,93689,60137,Delhi,SUV,8.61,33,645,UPI,Completed
901726,87638,67323,Bengaluru,Mini,5.63,66,1208,Cash,Completed
901727,91052,82792,Mumbai,Auto,30.68,15,654,Cash,Completed
901728,72783,95805,Bengaluru,Sedan,14.09,93,2231,Cash,Completed
901729,12204,58472,Bengaluru,Auto,1.4,30,1799,UPI,Completed
901730,65535,86697,Chennai,Sedan,32.76,25,1741,UPI,Completed
901731,77648,75396,Chennai,SUV,31.86,79,1951,Cash,Completed
901732,57709,95350,Mumbai,Sedan,11.83,65,1028,Credit Card,Completed
901733,39209,61475,Pune,Mini,31.46,104,223,Cash,Completed
901734,85683,90137,Pune,Sedan,25.56,25,1606,UPI,Completed
901735,34117,84983,Bengaluru,Auto,19.44,83,1088,Debit Card,Completed
901736,99301,96777,Hyderabad,Mini,32.72,49,308,Debit Card,Completed
901737,74612,72903,Bengaluru,Sedan,48.08,66,916,Cash,Completed
901738,57522,93251,Chennai,SUV,12.12,50,336,Cash,Completed
901739,63914,81223,Mumbai,SUV,3.84,38,1335,Cash,Completed
901740,67931,83386,Delhi,Auto,21.61,10,266,Cash,Completed
901741,98719,62731,Bengaluru,Auto,27.54,45,1466,Credit Card,Cancelled
901742,66371,66973,Hyderabad,Mini,44.6,64,2268,Debit Card,Completed
901743,13246,94570,Hyderabad,Mini,12.01,99,1438,Credit Card,Completed
901744,72037,50665,Mumbai,SUV,44.42,105,1973,Credit Card,Completed
901745,30098,81629,Delhi,Mini,31.43,111,1879,Debit Card,Completed
901746,29887,78204,Hyderabad,Auto,25.83,54,2167,Debit Card,Completed
901747,66086,80986,Delhi,Mini,39.77,55,1020,UPI,Cancelled
901748,11123,87379,Mumbai,Auto,27.04,27,171,Cash,Completed
901749,54320,57201,Hyderabad,SUV,28.15,60,444,Credit Card,Completed
901750,92101,52490,Bengaluru,Auto,30.11,103,1151,UPI,Completed
901751,73167,80513,Hyderabad,Auto,23.38,9,1041,UPI,Completed
901752,47880,80366,Bengaluru,SUV,44.46,24,1887,Debit Card,Completed
901753,12139,78323,Hyderabad,SUV,14.52,72,149,UPI,Completed
901754,70842,50109,Hyderabad,SUV,25.32,45,1457,UPI,Completed
901755,11962,64368,Pune,SUV,9.76,105,1587,Debit Card,Completed
901756,75070,84443,Bengaluru,SUV,14.51,86,606,UPI,Cancelled
901757,33617,70521,Bengaluru,Mini,12.28,44,949,Credit Card,Completed
901758,31020,67773,Mumbai,Mini,10.13,44,344,Cash,Completed
901759,14044,95501,Delhi,SUV,18.15,108,1765,Credit Card,Completed
901760,11875,68225,Pune,Auto,20.7,31,2073,Debit Card,Completed
901761,86521,78745,Delhi,Auto,43.97,50,553,UPI,Cancelled
901762,82276,53325,Chennai,Sedan,20.64,71,906,UPI,Completed
901763,56307,61162,Hyderabad,Sedan,2.0,34,1192,Debit Card,Completed
901764,50786,65597,Pune,Mini,11.79,107,1623,UPI,Completed
901765,90808,57568,Pune,SUV,6.18,87,573,Credit Card,Completed
901766,17154,94209,Chennai,Auto,45.65,97,252,Credit Card,Completed
901767,77066,79704,Hyderabad,SUV,17.57,70,385,UPI,Completed
901768,56492,89708,Chennai,Auto,29.09,98,498,Credit Card,Completed
901769,21076,97933,Chennai,SUV,42.71,86,619,UPI,Completed
901770,82927,77679,Delhi,Sedan,47.81,75,2251,UPI,Completed
901771,46051,89245,Bengaluru,Mini,36.52,81,214,Cash,Cancelled
901772,22263,88863,Chennai,Auto,8.98,74,2065,Debit Card,Cancelled
901773,15221,62148,Mumbai,Sedan,37.85,50,143,Debit Card,Completed
901774,92584,78652,Mumbai,Auto,12.52,15,459,UPI,Completed
901775,87233,64494,Delhi,SUV,2.91,81,2494,Credit Card,Completed
901776,21790,50882,Mumbai,Auto,24.59,60,2470,Cash,Completed
901777,80333,86883,Hyderabad,Mini,2.02,110,422,Debit Card,Completed
901778,75759,69026,Chennai,Sedan,45.09,13,1268,Debit Card,Completed
901779,42569,63681,Chennai,Mini,8.58,38,1639,Cash,Completed
901780,32606,78243,Bengaluru,Sedan,31.03,117,1137,Credit Card,Completed
901781,14257,64588,Delhi,Mini,34.06,65,2308,UPI,Completed
901782,19371,58035,Delhi,Auto,45.31,27,511,Cash,Completed
901783,78715,55351,Bengaluru,SUV,39.43,42,2041,Debit Card,Completed
901784,87481,88110,Mumbai,SUV,20.11,107,580,Credit Card,Completed
901785,39380,52376,Mumbai,SUV,36.57,16,1469,Cash,Completed
901786,71369,73774,Hyderabad,Auto,49.1,57,456,UPI,Completed
901787,83976,55642,Delhi,Auto,39.26,61,381,Cash,Completed
901788,78715,64929,Delhi,Auto,26.38,10,1812,Credit Card,Completed
901789,33927,92540,Bengaluru,SUV,5.44,48,1334,Debit Card,Completed
901790,19286,75868,Bengaluru,Mini,46.16,74,1724,Debit Card,Completed
901791,24420,86765,Chennai,SUV,9.89,116,1396,UPI,Completed
901792,77163,62430,Bengaluru,SUV,40.9,26,768,UPI,Completed
901793,39365,56205,Chennai,Auto,48.29,34,664,Credit Card,Completed
901794,91456,53135,Delhi,SUV,32.86,15,649,Credit Card,Completed
901795,98418,82874,Bengaluru,Sedan,8.0,95,1637,Cash,Cancelled
901796,67659,88230,Pune,Auto,4.08,79,241,Cash,Completed
901797,53145,72164,Hyderabad,Sedan,14.19,116,548,Cash,Completed
901798,93017,55684,Pune,Sedan,5.9,29,116,Credit Card,Completed
901799,43542,62363,Delhi,Mini,6.91,91,762,Credit Card,Completed
901800,27828,64631,Chennai,Mini,45.34,12,784,UPI,Completed
901801,36218,77739,Chennai,SUV,17.05,15,211,Debit Card,Completed
901802,60964,54965,Bengaluru,SUV,46.79,105,1699,UPI,Cancelled
901803,66488,68174,Pune,SUV,43.64,39,1062,Debit Card,Completed
901804,18390,99683,Bengaluru,Mini,3.48,30,1246,UPI,Completed
901805,49372,70453,Hyderabad,Sedan,34.08,85,1896,Cash,Cancelled
901806,74281,98411,Delhi,Mini,31.26,6,110,Cash,Completed
901807,47152,90415,Pune,SUV,47.88,114,2034,Debit Card,Completed
901808,47098,89839,Hyderabad,Auto,39.9,84,2442,Credit Card,Completed
901809,14020,89960,Mumbai,Sedan,34.24,20,1926,Cash,Completed
901810,39323,84827,Hyderabad,Sedan,49.56,41,345,UPI,Completed
901811,20178,85682,Mumbai,Auto,8.67,103,888,Credit Card,Completed
901812,26118,92670,Chennai,Auto,40.32,111,402,Debit Card,Cancelled
901813,90884,82703,Bengaluru,Auto,3.66,54,1483,Cash,Completed
901814,14841,74923,Hyderabad,Auto,22.61,117,2333,UPI,Completed
901815,86685,61561,Bengaluru,Sedan,5.03,57,125,Debit Card,Completed
901816,87950,83676,Delhi,SUV,43.28,105,739,Debit Card,Completed
901817,77313,80316,Mumbai,Sedan,38.15,28,2208,Debit Card,Completed
901818,54040,98283,Chennai,Sedan,11.66,40,1701,Debit Card,Completed
901819,16188,59216,Pune,SUV,47.17,54,1020,UPI,Cancelled
901820,81490,63091,Pune,Auto,24.06,50,1359,Cash,Completed
901821,84196,90210,Pune,Mini,12.0,71,2379,Debit Card,Completed
901822,39392,69974,Mumbai,Auto,44.24,79,133,Cash,Cancelled
901823,41012,69620,Hyderabad,Auto,28.7,74,2042,UPI,Completed
901824,88337,65032,Delhi,Mini,33.02,79,1973,UPI,Completed
901825,66679,53406,Pune,Sedan,20.32,83,1247,Credit Card,Completed
901826,10240,92965,Hyderabad,Auto,34.11,56,1017,Cash,Completed
901827,96996,80381,Pune,Sedan,7.14,9,735,Cash,Cancelled
901828,86863,93274,Hyderabad,Auto,30.94,80,2180,Credit Card,Completed
901829,50207,80705,Hyderabad,SUV,29.59,63,1418,Credit Card,Completed
901830,61875,57665,Bengaluru,Sedan,30.63,119,2427,Credit Card,Completed
901831,80687,60598,Mumbai,SUV,21.43,114,1512,UPI,Completed
901832,73608,90889,Delhi,Auto,27.16,107,810,Cash,Cancelled
901833,20747,64926,Chennai,Auto,34.19,106,2270,Debit Card,Cancelled
901834,69111,54190,Chennai,SUV,1.05,101,1243,UPI,Completed
901835,52729,91604,Mumbai,Sedan,47.13,103,1401,UPI,Completed
901836,19475,61105,Pune,Mini,7.18,13,2257,Credit Card,Completed
901837,89988,70744,Delhi,Auto,15.69,23,1926,UPI,Completed
901838,21359,63101,Delhi,SUV,44.93,17,2066,Cash,Completed
901839,36264,70150,Bengaluru,Auto,45.97,97,2268,Cash,Cancelled
901840,32910,59407,Mumbai,Mini,19.84,40,1951,Debit Card,Completed
901841,75809,57959,Bengaluru,Mini,22.99,73,516,Debit Card,Completed
901842,74423,66276,Pune,SUV,40.23,16,1286,UPI,Completed
901843,23489,61072,Hyderabad,Sedan,48.18,90,961,Cash,Completed
901844,31924,52184,Chennai,Sedan,19.54,87,981,UPI,Completed
901845,79816,52040,Delhi,Auto,30.86,6,449,Debit Card,Completed
901846,13447,87209,Chennai,Mini,48.14,95,1396,Debit Card,Cancelled
901847,99620,77600,Delhi,Auto,48.13,36,940,Debit Card,Completed
901848,84825,71163,Mumbai,SUV,4.68,15,800,UPI,Completed
901849,35236,62160,Chennai,Mini,23.93,51,1110,Credit Card,Completed
901850,79808,79584,Bengaluru,Mini,20.73,50,1903,Cash,Completed
901851,78973,58811,Pune,Sedan,33.31,90,151,Credit Card,Completed
901852,92382,63444,Chennai,Mini,36.62,24,281,Cash,Completed
901853,87830,71850,Bengaluru,Auto,41.1,60,452,UPI,Cancelled
901854,21744,98791,Mumbai,Mini,24.21,47,382,UPI,Completed
901855,77976,71532,Pune,Auto,37.37,115,1711,Cash,Completed
901856,34185,84887,Delhi,Auto,23.87,92,2336,Credit Card,Completed
901857,38176,58808,Hyderabad,SUV,24.57,32,1610,Cash,Completed
901858,39856,57687,Mumbai,Auto,39.31,56,498,Debit Card,Completed
901859,18582,95144,Hyderabad,Sedan,10.13,74,2298,UPI,Completed
901860,70841,77143,Mumbai,SUV,36.16,81,332,Credit Card,Completed
901861,56077,60504,Mumbai,SUV,39.58,66,1816,Credit Card,Completed
901862,53872,81716,Hyderabad,Sedan,28.62,110,239,Credit Card,Completed
901863,60116,75128,Delhi,SUV,23.49,58,1741,UPI,Completed
901864,60464,58689,Pune,SUV,18.2,66,892,Credit Card,Completed
901865,36704,57928,Mumbai,Sedan,27.11,91,2339,Credit Card,Completed
901866,85491,55161,Delhi,Auto,19.7,110,1223,Credit Card,Completed
901867,58373,51983,Delhi,Auto,43.51,17,521,Debit Card,Completed
901868,28689,54485,Bengaluru,Sedan,24.3,80,2228,UPI,Completed
901869,24846,62318,Delhi,Sedan,15.5,85,2100,Debit Card,Completed
901870,53462,86907,Mumbai,Mini,16.35,92,2283,UPI,Completed
901871,45269,50698,Mumbai,Sedan,45.46,6,1544,Debit Card,Cancelled
901872,93342,57310,Delhi,Auto,19.7,109,839,Debit Card,Completed
901873,24259,86083,Delhi,SUV,24.96,56,2266,Debit Card,Completed
901874,51213,73184,Bengaluru,SUV,49.51,53,1110,Debit Card,Cancelled
901875,87547,80712,Hyderabad,Sedan,19.42,111,2147,Debit Card,Completed
901876,13246,94014,Bengaluru,Mini,45.59,98,2215,Debit Card,Completed
901877,83317,73889,Pune,Auto,43.86,91,1430,UPI,Completed
901878,14201,73178,Pune,Sedan,42.72,78,1952,Debit Card,Cancelled
901879,14665,83025,Bengaluru,Auto,10.76,24,1423,Debit Card,Cancelled
901880,92972,85323,Pune,Mini,6.82,36,1007,Credit Card,Completed
901881,53952,97963,Mumbai,SUV,3.22,97,1314,UPI,Completed
901882,48343,62126,Bengaluru,Mini,16.75,80,1945,Debit Card,Completed
901883,49153,95871,Chennai,SUV,8.68,83,1593,Credit Card,Completed
901884,62589,57264,Bengaluru,Auto,8.05,65,1831,Credit Card,Cancelled
901885,59843,61084,Mumbai,Sedan,47.01,28,1293,Debit Card,Completed
901886,45876,56579,Pune,SUV,20.46,73,1651,Credit Card,Completed
901887,63225,68866,Chennai,SUV,25.91,102,1899,UPI,Completed
901888,81783,70458,Delhi,Auto,2.2,40,642,Cash,Completed
901889,58450,63061,Bengaluru,Auto,25.28,41,1356,Cash,Completed
901890,56165,66856,Delhi,Mini,15.3,94,1547,Credit Card,Cancelled
901891,70116,57479,Pune,Mini,42.64,104,2195,Debit Card,Completed
901892,29840,64958,Bengaluru,Sedan,43.3,109,2039,UPI,Cancelled
901893,54611,55294,Delhi,Auto,5.85,91,808,UPI,Completed
901894,24452,67824,Chennai,Sedan,24.59,46,811,Debit Card,Completed
901895,58010,67657,Chennai,Auto,12.2,101,1618,UPI,Completed
901896,83957,89057,Pune,Sedan,44.2,71,94,Credit Card,Completed
901897,78884,78088,Hyderabad,Sedan,49.22,9,1040,Debit Card,Completed
901898,22058,51643,Mumbai,Sedan,27.22,32,519,Debit Card,Completed
901899,12038,71157,Mumbai,Mini,36.79,113,1354,UPI,Completed
901900,81563,84687,Pune,Sedan,26.87,44,750,Credit Card,Completed
901901,96441,67540,Pune,Auto,9.74,105,937,UPI,Completed
901902,24985,86098,Bengaluru,Mini,48.02,117,1603,Debit Card,Completed
901903,13974,79996,Delhi,Auto,3.01,117,2227,Cash,Completed
901904,12358,65738,Bengaluru,Auto,21.82,19,2408,Debit Card,Completed
901905,25474,77550,Pune,Auto,32.63,84,2039,Debit Card,Completed
901906,71267,96343,Mumbai,Auto,36.83,74,1873,UPI,Completed
901907,27922,94945,Delhi,Sedan,6.12,30,1141,Credit Card,Cancelled
901908,84176,90930,Bengaluru,Mini,36.0,73,985,UPI,Completed
901909,85313,73506,Pune,Auto,9.2,56,241,Cash,Completed
901910,24025,77680,Chennai,Sedan,24.23,18,1812,UPI,Completed
901911,67978,85622,Delhi,Auto,27.7,18,2374,Cash,Completed
901912,36105,90709,Bengaluru,Auto,6.79,9,844,Credit Card,Completed
901913,48550,91436,Mumbai,SUV,46.51,24,1537,Debit Card,Completed
901914,75057,50318,Delhi,Auto,4.18,61,523,Credit Card,Cancelled
901915,99269,66412,Pune,Sedan,4.31,61,1308,UPI,Completed
901916,90749,76541,Chennai,Sedan,13.23,67,908,Debit Card,Completed
901917,70813,94842,Hyderabad,Mini,46.6,62,482,Cash,Completed
901918,11761,77927,Hyderabad,Auto,30.33,91,728,UPI,Completed
901919,11332,87938,Hyderabad,SUV,6.75,70,305,UPI,Completed
901920,51798,73844,Pune,Sedan,48.53,117,1606,UPI,Completed
901921,66678,50473,Pune,SUV,9.44,24,1322,Credit Card,Completed
901922,67559,50711,Pune,Mini,8.41,63,1450,Credit Card,Completed
901923,48741,66036,Bengaluru,Auto,6.74,81,505,Credit Card,Completed
901924,59457,55335,Pune,Mini,15.39,112,2205,Cash,Completed
901925,88803,57708,Bengaluru,Auto,2.32,8,2182,Cash,Completed
901926,47182,95067,Delhi,Mini,44.78,113,2327,Cash,Completed
901927,31944,96777,Mumbai,Mini,18.32,102,1204,UPI,Completed
901928,40633,71561,Delhi,Auto,26.4,116,1764,Debit Card,Completed
901929,43651,70430,Hyderabad,Auto,5.93,44,1244,Credit Card,Completed
901930,46606,79859,Delhi,Sedan,7.3,91,1858,Cash,Completed
901931,74562,81371,Hyderabad,Auto,6.02,49,1221,Debit Card,Completed
901932,18272,87950,Pune,Mini,47.09,23,1344,UPI,Completed
901933,89108,88138,Mumbai,Sedan,41.21,67,2486,UPI,Completed
901934,17784,79994,Hyderabad,Sedan,16.73,50,1864,Cash,Completed
901935,88675,82182,Delhi,Sedan,44.16,115,2475,UPI,Cancelled
901936,56309,56747,Bengaluru,Sedan,12.88,60,665,Credit Card,Completed
901937,19944,76749,Bengaluru,Auto,20.5,33,845,UPI,Completed
901938,28504,88672,Mumbai,Mini,27.46,69,2338,UPI,Completed
901939,47165,59633,Delhi,Sedan,38.21,28,1997,UPI,Completed
901940,22414,75321,Pune,SUV,3.88,78,632,Debit Card,Completed
901941,43903,61382,Chennai,Mini,5.72,11,1862,Credit Card,Completed
901942,36902,79977,Bengaluru,Mini,37.68,103,2312,UPI,Completed
901943,93019,70727,Hyderabad,Mini,5.9,73,487,Credit Card,Completed
901944,49321,66427,Bengaluru,Auto,23.17,43,86,Credit Card,Cancelled
901945,15305,92589,Mumbai,Mini,20.44,96,1269,Credit Card,Completed
901946,96239,55818,Bengaluru,Auto,49.78,107,338,Debit Card,Completed
901947,70825,71378,Mumbai,SUV,19.85,54,2227,Credit Card,Completed
901948,86379,54909,Hyderabad,SUV,41.02,112,1346,Debit Card,Completed
901949,91578,82740,Hyderabad,SUV,22.29,24,1643,Cash,Completed
901950,25102,56119,Bengaluru,SUV,17.13,13,1900,Credit Card,Completed
901951,74502,58337,Pune,SUV,35.63,35,735,UPI,Completed
901952,30748,68308,Chennai,Sedan,9.23,86,1222,Credit Card,Completed
901953,59602,63520,Mumbai,Auto,9.23,93,2240,Credit Card,Completed
901954,22172,62911,Delhi,Sedan,41.82,78,809,UPI,Completed
901955,29062,99292,Chennai,SUV,26.24,62,1008,Cash,Completed
901956,39920,50945,Chennai,Mini,46.02,23,627,Debit Card,Completed
901957,89805,58048,Bengaluru,Mini,7.97,102,770,Cash,Completed
901958,96297,65412,Bengaluru,Auto,33.01,116,2468,UPI,Completed
901959,31300,83412,Bengaluru,Mini,20.96,70,1394,UPI,Completed
901960,69979,64335,Chennai,SUV,8.8,67,2382,Credit Card,Completed
901961,89427,52713,Hyderabad,SUV,2.97,41,1187,Debit Card,Completed
901962,22724,60598,Chennai,Mini,41.69,41,1196,UPI,Cancelled
901963,78510,90816,Chennai,Auto,11.18,109,366,Cash,Completed
901964,60337,56533,Hyderabad,Auto,4.32,79,2153,UPI,Completed
901965,12886,90427,Delhi,Auto,4.29,106,1625,UPI,Cancelled
901966,67142,56425,Chennai,Sedan,36.65,41,2353,Debit Card,Completed
901967,85348,90247,Hyderabad,Sedan,37.29,82,1832,Debit Card,Completed
901968,75508,84734,Hyderabad,Mini,33.88,38,2326,Debit Card,Completed
901969,65893,79100,Pune,SUV,6.07,107,538,Credit Card,Completed
901970,83528,74749,Bengaluru,SUV,14.61,54,225,UPI,Completed
901971,28526,63306,Mumbai,Sedan,48.81,51,535,UPI,Completed
901972,56271,57835,Mumbai,Auto,1.94,55,452,Cash,Completed
901973,50178,88989,Delhi,SUV,9.16,69,594,Credit Card,Completed
901974,33725,59879,Delhi,Auto,17.01,21,1045,Credit Card,Completed
901975,83470,74417,Mumbai,Sedan,37.32,116,2286,Credit Card,Completed
901976,29018,70330,Bengaluru,Auto,13.98,94,623,Credit Card,Completed
901977,55051,72494,Bengaluru,SUV,45.25,28,1902,UPI,Completed
901978,42994,82876,Chennai,Auto,30.61,31,1189,Cash,Completed
901979,42224,78430,Pune,SUV,4.99,37,1552,Debit Card,Cancelled
901980,98843,63038,Mumbai,Sedan,15.68,104,746,UPI,Completed
901981,59382,51035,Chennai,SUV,34.39,80,1431,Cash,Completed
901982,16399,67723,Mumbai,SUV,30.24,11,2127,Cash,Cancelled
901983,82151,65232,Pune,Sedan,30.46,34,1169,Debit Card,Completed
901984,87766,99776,Pune,SUV,22.91,10,105,Debit Card,Completed
901985,54363,84921,Mumbai,Sedan,46.79,75,990,Credit Card,Completed
901986,57375,56742,Bengaluru,Sedan,2.36,33,388,Credit Card,Completed
901987,85125,58340,Hyderabad,Auto,46.23,19,2216,Debit Card,Completed
901988,20894,87720,Mumbai,Mini,15.58,75,1392,Debit Card,Completed
901989,12414,60540,Pune,Auto,44.93,20,811,Cash,Completed
901990,55067,69217,Chennai,Sedan,49.26,15,2233,Cash,Completed
901991,34780,77380,Bengaluru,Sedan,27.56,111,418,Credit Card,Completed
901992,48378,64394,Bengaluru,Sedan,27.46,72,2289,Credit Card,Completed
901993,72051,90695,Hyderabad,Sedan,47.1,39,422,Debit Card,Completed
901994,47529,77146,Pune,Mini,31.3,36,984,Credit Card,Completed
901995,77382,67412,Bengaluru,SUV,33.85,101,1658,Cash,Completed
901996,82103,99772,Delhi,Mini,45.04,105,1443,Cash,Cancelled
901997,15579,95522,Bengaluru,SUV,42.44,71,1698,Credit Card,Completed
901998,85794,67195,Delhi,Auto,5.1,86,1584,UPI,Completed
901999,59872,90422,Hyderabad,Mini,45.87,30,262,Cash,Completed
902000,17407,67511,Hyderabad,Auto,34.71,24,2370,Debit Card,Completed
902001,27102,75865,Mumbai,Sedan,32.25,97,2456,Debit Card,Completed
902002,12645,77973,Bengaluru,Mini,15.79,56,1746,Cash,Completed
902003,44413,82822,Hyderabad,SUV,32.64,60,1682,Debit Card,Completed
902004,99483,99027,Hyderabad,Mini,38.42,72,1229,Debit Card,Completed
902005,96472,60259,Pune,Auto,36.9,47,2191,Credit Card,Completed
902006,24552,72821,Pune,Auto,44.0,106,1079,Debit Card,Completed
902007,20469,92209,Bengaluru,Sedan,13.05,52,1034,Credit Card,Completed
902008,48569,97005,Delhi,SUV,22.95,38,893,UPI,Cancelled
902009,24863,77367,Mumbai,SUV,36.3,15,2436,Cash,Completed
902010,35642,55514,Bengaluru,Sedan,11.58,7,1368,Credit Card,Completed
902011,47028,71559,Bengaluru,Sedan,23.1,53,1199,Cash,Completed
902012,93920,73741,Bengaluru,SUV,7.13,105,396,UPI,Completed
902013,63489,68365,Hyderabad,SUV,47.24,100,1442,Credit Card,Completed
902014,55313,96401,Delhi,SUV,11.91,11,2188,Debit Card,Completed
902015,89555,69619,Hyderabad,Mini,42.21,104,2488,Cash,Completed
902016,18937,72164,Pune,SUV,5.25,5,1969,UPI,Completed
902017,28897,89674,Chennai,SUV,7.4,103,1146,UPI,Completed
902018,65651,97865,Bengaluru,Sedan,9.29,101,174,Credit Card,Completed
902019,17179,96462,Delhi,Mini,26.42,98,603,Debit Card,Completed
902020,65749,93556,Hyderabad,SUV,31.22,96,2285,Credit Card,Completed
902021,99160,51758,Mumbai,Mini,49.2,48,1289,Credit Card,Completed
902022,76832,56540,Pune,SUV,14.0,11,467,Credit Card,Completed
902023,68194,72980,Pune,Mini,33.38,103,1297,Debit Card,Completed
902024,61639,65392,Mumbai,Auto,22.42,110,2048,Debit Card,Completed
902025,97204,53532,Delhi,Auto,39.52,37,1730,Credit Card,Completed
902026,25401,97806,Chennai,SUV,9.0,59,2097,Credit Card,Completed
902027,63619,55217,Chennai,Mini,44.58,101,758,Debit Card,Completed
902028,93569,95713,Pune,SUV,45.33,26,2341,Debit Card,Completed
902029,26345,63533,Bengaluru,Sedan,45.28,100,2325,Credit Card,Completed
902030,75114,69283,Chennai,Mini,25.08,101,2085,UPI,Completed
902031,42055,74455,Mumbai,Mini,5.58,93,1075,Debit Card,Completed
902032,32367,87858,Delhi,Sedan,6.26,109,1996,Credit Card,Completed
902033,49058,93491,Delhi,Mini,39.04,6,511,Cash,Completed
902034,96605,56338,Chennai,Auto,22.26,88,256,Debit Card,Completed
902035,61348,59089,Pune,Sedan,34.06,77,525,Credit Card,Completed
902036,84435,64681,Bengaluru,Auto,37.02,50,705,Cash,Completed
902037,40037,86310,Bengaluru,Auto,14.1,28,2122,Debit Card,Completed
902038,43586,95063,Hyderabad,SUV,10.61,84,1829,UPI,Completed
902039,77495,67508,Chennai,SUV,7.26,79,477,Debit Card,Completed
902040,53311,66049,Hyderabad,SUV,45.8,25,1492,Credit Card,Completed
902041,81619,88931,Hyderabad,Auto,34.36,96,959,UPI,Completed
902042,38716,80010,Delhi,Sedan,1.71,74,1274,Cash,Completed
902043,36711,53419,Bengaluru,SUV,27.42,118,914,Credit Card,Completed
902044,43157,86848,Pune,Auto,22.71,6,1463,Cash,Completed
902045,11734,91638,Mumbai,SUV,5.55,105,1749,Credit Card,Completed
902046,54054,54681,Hyderabad,Auto,21.57,6,2463,UPI,Completed
902047,59279,99312,Mumbai,SUV,6.57,13,971,Debit Card,Completed
902048,98213,62873,Pune,Sedan,38.36,35,2490,UPI,Completed
902049,63279,94069,Bengaluru,SUV,5.13,57,1625,Cash,Completed
902050,77573,93257,Delhi,Mini,32.39,117,1659,Debit Card,Completed
902051,77579,69537,Delhi,SUV,35.02,66,517,Debit Card,Completed
902052,70419,96156,Bengaluru,Sedan,46.46,77,920,Credit Card,Completed
902053,84949,64620,Delhi,Mini,35.38,101,2200,UPI,Completed
902054,59275,96558,Mumbai,SUV,15.19,40,1211,Cash,Completed
902055,35182,98043,Delhi,Auto,6.36,79,752,Cash,Completed
902056,15743,78735,Delhi,Sedan,19.32,27,915,UPI,Completed
902057,52532,78656,Pune,Sedan,37.99,67,1762,Debit Card,Completed
902058,34048,98305,Delhi,Mini,13.26,54,313,Debit Card,Cancelled
902059,87870,77795,Chennai,Auto,35.96,38,382,UPI,Completed
902060,11929,59078,Mumbai,Auto,39.91,71,2256,Cash,Completed
902061,81400,55293,Pune,Sedan,10.92,24,781,Cash,Completed
902062,61627,98889,Bengaluru,Sedan,42.37,107,1626,UPI,Completed
902063,54501,85512,Chennai,SUV,18.1,115,1972,Cash,Completed
902064,29371,93884,Mumbai,SUV,6.17,77,1317,Debit Card,Cancelled
902065,85257,52497,Mumbai,Mini,24.28,7,1318,Debit Card,Completed
902066,79581,63298,Pune,Auto,46.42,98,537,Cash,Completed
902067,96315,82435,Mumbai,Auto,19.1,46,1741,Credit Card,Completed
902068,98893,99733,Delhi,Auto,9.31,48,1909,Cash,Completed
902069,27056,72296,Bengaluru,SUV,14.64,87,868,Cash,Completed
902070,47157,55166,Chennai,Mini,32.51,51,2066,Cash,Completed
902071,45950,73211,Hyderabad,Sedan,13.8,23,778,UPI,Completed
902072,27222,64260,Mumbai,Auto,8.65,24,1482,Cash,Completed
902073,83904,81719,Chennai,Mini,45.42,63,1914,UPI,Completed
902074,67949,50358,Chennai,Sedan,47.44,28,1900,Debit Card,Completed
902075,79679,64586,Delhi,Mini,28.57,29,1797,Debit Card,Completed
902076,46589,81433,Mumbai,Auto,28.61,52,939,UPI,Completed
902077,90731,75355,Mumbai,Sedan,48.83,79,2038,Debit Card,Cancelled
902078,87093,74691,Mumbai,Auto,7.69,85,1039,UPI,Completed
902079,80808,62564,Mumbai,SUV,10.61,28,673,Debit Card,Completed
902080,26610,84400,Bengaluru,SUV,47.37,18,212,Credit Card,Completed
902081,12050,95725,Mumbai,Auto,43.9,101,404,Cash,Cancelled
902082,17964,92919,Bengaluru,Sedan,42.99,8,1876,UPI,Completed
902083,82505,65877,Mumbai,Sedan,14.44,27,626,UPI,Completed
902084,91639,68731,Bengaluru,Sedan,9.81,21,223,UPI,Completed
902085,18662,82930,Chennai,Auto,43.52,18,1381,Credit Card,Completed
