Employee_ID,Department,Job_Role,Experience_Years,Education_Level,Monthly_Salary,Performance_Score,Work_Mode,Overtime_Hours,Attrition_Status
20791,Operations,Intern,1.6,Diploma,34061,1.6,Hybrid,29,No
20792,Operations,Analyst,14.2,Bachelor,93451,3.1,Office,16,No
20793,HR,Intern,14.7,Master,79851,2.2,Office,24,No
20794,Sales,Executive,18.7,PhD,28590,4.6,Hybrid,38,No
20795,Marketing,Manager,5.4,Master,31427,2.0,Hybrid,28,No
20796,Finance,Analyst,4.9,Diploma,121217,4.9,Hybrid,18,No
20797,Finance,Senior Manager,7.6,Diploma,106447,3.7,Remote,26,No
20798,Finance,Manager,6.4,Diploma,44794,2.8,Office,31,No
20799,Marketing,Manager,12.0,Master,66950,1.9,Hybrid,35,No
20800,Sales,Senior Manager,1.3,Bachelor,52260,4.1,Office,30,No
20801,Finance,Intern,0.4,Master,139934,1.1,Hybrid,16,Yes
20802,Operations,Intern,11.6,PhD,21543,3.4,Office,4,No
20803,Marketing,Manager,3.2,Master,159171,3.4,Hybrid,22,No
20804,Sales,Executive,9.9,Diploma,173320,2.3,Remote,2,No
20805,IT,Senior Manager,15.8,PhD,112328,2.9,Hybrid,32,No
20806,HR,Intern,10.6,PhD,48960,1.8,Hybrid,3,No
20807,HR,Executive,18.6,PhD,52936,3.1,Hybrid,23,No
20808,HR,Senior Manager,4.8,Diploma,117839,2.4,Hybrid,28,No
20809,HR,Manager,14.0,Bachelor,36277,4.4,Remote,24,No
20810,Operations,Intern,4.0,Master,148591,1.7,Office,19,No
20811,Finance,Intern,2.4,Diploma,97616,5.0,Office,15,No
20812,Sales,Manager,8.9,Bachelor,97484,3.1,Hybrid,29,No
20813,Sales,Executive,6.8,Diploma,151731,1.3,Hybrid,22,No
20814,IT,Manager,9.5,Master,105462,3.0,Office,13,No
20815,HR,Analyst,16.3,Diploma,133413,3.2,Hybrid,2,No
20816,Finance,Analyst,14.4,Diploma,108708,2.8,Hybrid,28,No
20817,IT,Manager,8.0,Diploma,115472,4.0,Office,21,No
20818,HR,Intern,5.3,PhD,83665,2.7,Office,18,No
20819,IT,Executive,6.9,Bachelor,75714,2.6,Hybrid,27,No
20820,Finance,Executive,3.2,PhD,142288,4.6,Office,26,Yes
20821,Finance,Senior Manager,16.8,PhD,124698,4.1,Remote,9,No
20822,IT,Analyst,13.2,Bachelor,156838,1.7,Hybrid,14,No
20823,HR,Intern,5.1,Diploma,122559,3.5,Hybrid,29,No
20824,Marketing,Executive,15.8,Diploma,112069,4.7,Office,2,No
20825,Operations,Senior Manager,9.1,Bachelor,117381,1.9,Hybrid,7,Yes
20826,Marketing,Manager,14.1,Master,46761,1.0,Remote,32,Yes
20827,Marketing,Intern,1.8,Bachelor,21211,4.8,Office,27,Yes
20828,HR,Senior Manager,5.0,Bachelor,106709,3.6,Office,27,No
20829,Operations,Analyst,6.7,Master,145899,1.8,Office,12,Yes
20830,Marketing,Manager,4.0,Bachelor,165328,2.6,Office,7,No
20831,Operations,Senior Manager,9.7,Diploma,57999,1.8,Remote,30,No
20832,IT,Manager,6.7,Diploma,70441,3.9,Office,29,Yes
20833,Finance,Intern,14.1,Diploma,76829,2.0,Hybrid,1,No
20834,HR,Analyst,14.5,Master,132257,1.1,Office,38,No
20835,Finance,Intern,17.4,Diploma,95594,1.4,Remote,26,No
20836,Operations,Analyst,0.9,PhD,43252,1.5,Hybrid,0,No
20837,Sales,Intern,2.7,Diploma,64960,4.9,Office,16,No
20838,Sales,Executive,19.1,Bachelor,59885,1.7,Hybrid,25,Yes
20839,IT,Senior Manager,19.1,Bachelor,93879,2.1,Office,23,No
20840,Operations,Analyst,0.4,Master,16988,4.6,Remote,26,No
20841,HR,Intern,19.7,Master,17983,2.3,Remote,15,No
20842,Finance,Executive,12.6,Diploma,99556,2.3,Office,5,No
20843,Marketing,Executive,4.5,Bachelor,129550,2.5,Hybrid,6,No
20844,HR,Intern,10.0,Bachelor,139734,1.5,Remote,0,No
20845,IT,Senior Manager,14.8,Master,179101,4.7,Hybrid,24,Yes
20846,Sales,Manager,12.7,Diploma,84195,2.7,Remote,29,No
20847,Marketing,Executive,8.3,Bachelor,82631,1.6,Hybrid,32,No
20848,Finance,Analyst,17.9,Bachelor,120463,1.8,Remote,27,No
20849,HR,Intern,13.3,PhD,22471,3.5,Remote,8,No
20850,IT,Senior Manager,0.3,PhD,27725,1.6,Office,12,No
20851,Marketing,Intern,0.4,Master,174244,2.4,Remote,37,No
20852,Finance,Executive,3.9,Master,51473,1.7,Office,19,No
20853,Finance,Senior Manager,13.5,Bachelor,145510,4.3,Hybrid,15,No
20854,HR,Manager,13.2,Bachelor,92773,3.8,Hybrid,21,Yes
20855,HR,Analyst,6.5,Bachelor,154175,3.9,Hybrid,9,No
20856,Finance,Manager,13.5,PhD,59859,4.1,Hybrid,6,No
20857,IT,Executive,1.0,Master,56039,2.8,Hybrid,20,No
20858,Operations,Senior Manager,5.3,PhD,69989,4.9,Office,9,No
20859,IT,Analyst,2.9,Diploma,107391,2.9,Remote,29,No
20860,IT,Senior Manager,12.4,Bachelor,149112,4.3,Remote,22,No
20861,Marketing,Senior Manager,11.0,PhD,107338,1.4,Hybrid,37,No
20862,HR,Manager,12.1,Diploma,74798,1.1,Hybrid,20,No
20863,IT,Executive,0.7,Diploma,116474,3.3,Hybrid,22,No
20864,Finance,Analyst,9.4,Diploma,26546,2.0,Office,16,Yes
20865,IT,Manager,15.8,Master,171211,4.5,Office,12,No
20866,Sales,Intern,11.2,Bachelor,119850,2.1,Remote,6,No
20867,Operations,Analyst,14.4,Master,124886,1.3,Office,18,No
20868,Operations,Senior Manager,5.9,PhD,43002,2.6,Hybrid,3,No
20869,Finance,Manager,16.1,Diploma,109258,3.0,Remote,1,No
20870,HR,Analyst,10.2,Bachelor,125190,4.8,Remote,24,No
20871,IT,Intern,8.3,PhD,87749,2.1,Office,23,No
20872,HR,Executive,12.6,Master,151196,2.5,Hybrid,30,No
20873,HR,Manager,5.2,PhD,103974,2.0,Hybrid,4,No
20874,HR,Analyst,5.0,Bachelor,45523,1.2,Hybrid,2,No
20875,Sales,Executive,2.8,Master,17385,3.9,Hybrid,32,Yes
20876,Sales,Executive,12.5,Bachelor,60452,2.1,Office,0,No
20877,Sales,Manager,5.2,Bachelor,121614,3.4,Remote,29,No
20878,Finance,Senior Manager,12.1,Master,97915,3.8,Office,19,No
20879,HR,Senior Manager,5.3,PhD,99174,2.4,Remote,6,No
20880,Marketing,Senior Manager,16.6,PhD,69988,1.7,Hybrid,18,No
20881,HR,Senior Manager,1.7,Diploma,30943,4.9,Remote,7,No
20882,Sales,Senior Manager,3.7,Master,94102,2.6,Hybrid,30,No
20883,HR,Executive,18.4,PhD,119929,4.0,Hybrid,7,No
20884,Finance,Manager,14.0,Master,67957,2.0,Office,16,No
20885,Finance,Senior Manager,18.0,Bachelor,75588,1.2,Office,2,No
20886,HR,Executive,2.2,Bachelor,114362,4.4,Remote,33,No
20887,IT,Executive,1.5,PhD,61975,2.1,Hybrid,4,No
20888,Operations,Executive,2.0,Bachelor,16383,4.2,Hybrid,15,No
20889,Operations,Intern,16.9,Bachelor,126929,4.2,Office,37,No
20890,Marketing,Intern,19.2,Bachelor,46034,1.9,Office,7,No
20891,Marketing,Senior Manager,6.1,Bachelor,64038,3.8,Office,23,No
20892,IT,Intern,10.7,Bachelor,168533,4.2,Hybrid,5,Yes
20893,Marketing,Executive,15.2,Bachelor,87434,1.3,Hybrid,5,No
20894,IT,Analyst,0.6,PhD,171782,4.1,Remote,11,No
20895,Finance,Manager,4.0,Master,72161,4.8,Office,31,No
20896,HR,Senior Manager,5.1,PhD,109331,1.8,Hybrid,31,No
20897,IT,Senior Manager,13.6,Master,175532,2.4,Office,35,No
20898,Operations,Analyst,14.5,PhD,16360,2.6,Remote,37,Yes
20899,Finance,Manager,8.5,Diploma,154846,4.5,Remote,36,No
20900,Sales,Executive,13.2,Diploma,75827,3.3,Office,15,No
20901,HR,Analyst,13.1,Master,144195,1.9,Remote,15,No
20902,HR,Intern,2.1,PhD,79976,3.8,Remote,31,No
20903,Operations,Executive,11.6,PhD,32050,4.4,Hybrid,23,Yes
20904,Operations,Analyst,15.5,Master,163951,4.1,Remote,7,Yes
20905,IT,Analyst,2.6,Bachelor,119510,2.0,Remote,0,No
20906,IT,Manager,17.4,Diploma,24101,2.5,Remote,28,Yes
20907,Operations,Analyst,13.1,Master,146435,4.4,Office,25,No
20908,HR,Executive,4.9,Master,104642,1.5,Hybrid,20,No
20909,HR,Manager,13.0,PhD,30167,4.8,Office,37,No
20910,IT,Analyst,13.2,PhD,158590,1.3,Hybrid,6,No
20911,IT,Senior Manager,5.9,PhD,87856,3.1,Office,35,No
20912,Marketing,Senior Manager,14.9,Master,102982,3.6,Remote,32,No
20913,HR,Executive,15.0,PhD,142086,3.4,Hybrid,0,No
20914,Finance,Executive,19.0,Bachelor,92808,3.2,Office,0,Yes
20915,Finance,Intern,15.3,Diploma,155082,1.5,Remote,23,No
20916,IT,Manager,10.6,Diploma,160347,4.9,Office,1,No
20917,Sales,Analyst,9.8,PhD,41983,1.8,Office,17,No
20918,Finance,Manager,4.9,Master,132328,4.1,Remote,15,No
20919,Sales,Senior Manager,13.5,Diploma,178917,1.2,Remote,27,No
20920,Operations,Analyst,3.3,Bachelor,90047,1.9,Remote,17,No
20921,Operations,Executive,6.9,PhD,174176,4.2,Office,39,No
20922,Finance,Executive,3.1,PhD,28035,2.7,Office,14,No
20923,HR,Senior Manager,11.9,Master,17803,1.2,Hybrid,33,No
20924,HR,Analyst,2.9,Master,74172,3.7,Remote,26,No
20925,Sales,Executive,16.4,Diploma,51139,3.1,Office,22,No
20926,HR,Senior Manager,16.8,PhD,165434,3.8,Remote,33,No
20927,Operations,Intern,17.3,Master,139928,4.3,Hybrid,23,Yes
20928,Sales,Executive,16.6,Master,90174,3.6,Office,1,No
20929,IT,Analyst,6.2,Diploma,99887,2.8,Hybrid,5,No
20930,Finance,Executive,18.0,Diploma,131962,2.0,Hybrid,7,Yes
20931,Sales,Manager,15.0,PhD,144367,2.2,Hybrid,19,No
20932,Finance,Manager,14.6,Diploma,169065,4.8,Office,32,No
20933,Finance,Senior Manager,13.3,Master,89123,2.0,Office,38,Yes
20934,Finance,Intern,4.1,Bachelor,160034,3.9,Remote,30,No
20935,IT,Manager,8.3,Master,133068,3.1,Office,1,No
20936,Finance,Executive,7.6,Master,99451,1.4,Office,13,No
20937,IT,Manager,6.1,Bachelor,69308,1.2,Office,18,No
20938,Finance,Analyst,19.0,Master,143009,4.7,Remote,33,No
20939,Operations,Manager,7.9,Master,103919,1.7,Office,7,No
20940,Operations,Intern,15.0,Diploma,137015,3.0,Hybrid,2,No
20941,Finance,Senior Manager,5.9,Master,167358,1.4,Office,23,No
20942,Operations,Senior Manager,13.3,Master,125859,1.5,Hybrid,29,No
20943,HR,Executive,7.8,Bachelor,47969,4.2,Remote,20,No
20944,Marketing,Manager,14.1,PhD,53452,3.3,Office,31,Yes
20945,HR,Executive,1.8,Diploma,166856,1.5,Hybrid,35,Yes
20946,HR,Senior Manager,7.7,Bachelor,140757,2.5,Hybrid,27,No
20947,HR,Manager,5.4,Master,145377,3.2,Remote,22,No
20948,IT,Analyst,2.5,PhD,134545,3.2,Office,31,No
20949,IT,Manager,12.8,Diploma,83944,4.6,Hybrid,1,No
20950,Finance,Analyst,8.1,PhD,71809,2.7,Office,4,No
20951,HR,Senior Manager,12.8,Master,27497,1.2,Hybrid,29,No
20952,IT,Manager,18.3,Diploma,167364,4.4,Remote,2,Yes
20953,Sales,Senior Manager,15.4,Diploma,101854,3.1,Hybrid,4,Yes
20954,Finance,Analyst,3.3,Diploma,73273,1.2,Hybrid,2,No
20955,IT,Analyst,15.3,Bachelor,61437,2.9,Office,24,No
20956,Finance,Manager,17.9,Master,33096,1.6,Remote,22,No
20957,Finance,Senior Manager,16.9,PhD,151823,3.2,Office,15,No
20958,HR,Executive,17.3,PhD,90532,4.0,Hybrid,0,No
20959,Sales,Analyst,18.7,Master,20352,2.2,Hybrid,34,No
20960,Marketing,Senior Manager,2.0,PhD,65361,3.5,Hybrid,0,Yes
20961,IT,Analyst,14.4,PhD,97395,3.1,Office,39,No
20962,Operations,Senior Manager,3.8,Bachelor,106758,4.8,Remote,13,No
20963,HR,Executive,12.8,Diploma,73405,4.6,Office,21,No
20964,Sales,Senior Manager,17.2,Master,92089,1.4,Office,33,No
20965,HR,Manager,1.2,PhD,106534,2.1,Hybrid,10,No
20966,IT,Executive,14.6,PhD,36635,4.0,Hybrid,0,Yes
20967,HR,Senior Manager,9.4,PhD,144927,4.4,Office,19,No
20968,Marketing,Senior Manager,5.4,Diploma,133039,4.7,Remote,33,No
20969,Marketing,Intern,19.4,PhD,88174,2.1,Office,2,No
20970,HR,Manager,6.3,Master,76512,3.1,Office,7,No
20971,Operations,Senior Manager,5.6,Bachelor,37329,4.1,Hybrid,21,No
20972,Finance,Manager,15.4,Bachelor,160976,2.5,Hybrid,13,No
20973,Marketing,Intern,7.7,Bachelor,111406,1.5,Remote,2,Yes
20974,Marketing,Intern,15.6,Bachelor,147252,3.3,Hybrid,31,No
20975,Sales,Manager,9.6,Bachelor,147367,3.6,Office,6,No
20976,Sales,Analyst,7.1,Master,147516,4.1,Hybrid,13,Yes
20977,Marketing,Intern,0.9,PhD,152408,1.1,Hybrid,2,Yes
20978,IT,Intern,8.8,Diploma,153889,3.7,Remote,12,No
20979,Operations,Manager,2.8,Master,110687,4.9,Remote,12,No
20980,IT,Manager,15.6,Master,157425,2.7,Hybrid,33,No
20981,Marketing,Intern,17.7,Bachelor,63931,4.7,Office,21,No
20982,Operations,Executive,14.6,Bachelor,103636,2.5,Office,28,Yes
20983,Finance,Executive,1.1,Bachelor,106522,2.8,Office,21,No
20984,HR,Senior Manager,10.0,PhD,69768,3.2,Hybrid,5,No
20985,Operations,Manager,9.2,Diploma,178020,2.6,Hybrid,3,No
20986,HR,Executive,2.9,Master,66765,3.1,Office,30,No
20987,Sales,Analyst,13.8,PhD,135774,1.3,Office,6,No
20988,Marketing,Intern,18.9,Diploma,50722,3.0,Hybrid,17,No
20989,Finance,Intern,6.1,Master,175530,3.7,Remote,29,No
20990,Operations,Analyst,11.4,PhD,78004,4.6,Remote,21,No
20991,IT,Intern,0.8,Diploma,122156,3.4,Hybrid,29,No
20992,Sales,Executive,1.2,PhD,16872,4.5,Office,21,No
20993,HR,Manager,0.7,Master,166041,2.3,Hybrid,35,No
20994,Operations,Analyst,18.6,Bachelor,58352,3.5,Remote,3,No
20995,Marketing,Executive,8.7,Bachelor,96419,2.6,Hybrid,5,No
20996,Finance,Manager,6.6,Diploma,52408,2.7,Remote,37,No
20997,IT,Analyst,5.6,Diploma,122808,1.6,Remote,21,No
20998,Sales,Executive,3.5,Master,81494,2.1,Hybrid,12,No
20999,Sales,Manager,2.5,Master,92822,3.5,Remote,13,No
21000,IT,Senior Manager,10.5,Bachelor,144733,3.6,Hybrid,7,No
21001,Operations,Manager,3.4,Master,112399,3.4,Office,7,No
21002,IT,Executive,9.1,PhD,149387,4.8,Office,24,No
21003,Operations,Senior Manager,0.5,Master,87411,3.7,Hybrid,2,No
21004,Operations,Manager,18.7,Bachelor,133596,4.9,Remote,38,No
21005,Sales,Manager,15.1,PhD,165305,1.2,Office,35,No
21006,Marketing,Senior Manager,11.6,PhD,70763,4.4,Hybrid,6,No
21007,IT,Senior Manager,12.5,PhD,25334,2.0,Remote,14,No
21008,HR,Intern,19.5,Bachelor,76753,3.8,Remote,18,No
21009,Marketing,Senior Manager,9.7,Bachelor,33301,4.0,Hybrid,28,No
21010,Sales,Analyst,14.6,PhD,148315,1.1,Office,21,Yes
21011,Sales,Intern,18.3,Bachelor,60032,2.0,Remote,8,No
21012,HR,Senior Manager,1.9,Bachelor,168286,4.3,Office,18,Yes
21013,Finance,Analyst,9.0,PhD,108752,3.1,Remote,14,Yes
21014,Marketing,Analyst,18.9,Bachelor,139300,4.0,Remote,34,Yes
21015,Marketing,Analyst,15.5,Bachelor,79115,4.4,Office,26,Yes
21016,HR,Intern,10.7,Bachelor,71009,1.3,Remote,20,No
21017,Finance,Senior Manager,9.7,PhD,120154,1.2,Remote,22,No
21018,Sales,Analyst,9.7,PhD,112712,3.3,Hybrid,37,Yes
21019,Operations,Executive,7.1,Diploma,42913,4.1,Office,2,No
21020,IT,Executive,14.1,Bachelor,103328,3.7,Office,6,No
21021,Marketing,Manager,7.3,PhD,15277,2.8,Office,39,No
21022,Finance,Intern,15.3,Diploma,78347,4.1,Hybrid,2,No
21023,IT,Manager,11.1,PhD,127887,1.8,Hybrid,21,No
21024,IT,Senior Manager,1.2,Master,71339,4.4,Hybrid,25,No
21025,Sales,Senior Manager,14.8,Bachelor,124656,3.9,Hybrid,0,No
21026,IT,Manager,4.5,Diploma,177155,4.7,Remote,37,No
21027,Marketing,Executive,18.8,Diploma,128749,1.8,Remote,10,No
21028,IT,Intern,10.6,Diploma,18593,4.7,Office,15,Yes
21029,Sales,Analyst,6.9,Bachelor,15273,1.7,Hybrid,24,No
21030,HR,Executive,8.2,Master,88716,1.7,Remote,26,No
21031,Operations,Executive,0.8,Bachelor,177597,3.5,Office,20,No
21032,Finance,Executive,5.8,Master,108454,3.8,Remote,12,No
21033,Finance,Executive,1.4,Diploma,157733,2.0,Hybrid,12,No
21034,IT,Senior Manager,7.6,PhD,119174,1.3,Hybrid,36,Yes
21035,Marketing,Manager,11.8,Master,153119,2.3,Office,33,No
21036,Marketing,Executive,6.3,Bachelor,128811,4.5,Remote,10,Yes
21037,Operations,Manager,7.6,Diploma,18487,3.8,Hybrid,23,No
21038,Marketing,Manager,19.9,PhD,108796,4.5,Remote,24,No
21039,Marketing,Analyst,8.7,Diploma,47067,2.5,Remote,22,Yes
21040,HR,Analyst,15.4,PhD,100339,2.9,Office,12,No
21041,Operations,Intern,11.0,PhD,110115,3.6,Hybrid,33,No
21042,Operations,Analyst,11.1,Master,67186,3.7,Remote,14,No
21043,Finance,Analyst,6.8,Bachelor,20206,3.1,Office,39,Yes
21044,Operations,Manager,0.3,Master,109240,2.2,Office,30,No
21045,Operations,Senior Manager,6.5,PhD,94906,3.7,Hybrid,26,No
21046,Marketing,Analyst,18.5,Bachelor,53084,1.6,Office,13,No
21047,Operations,Intern,9.2,Bachelor,46373,3.1,Remote,17,No
21048,Marketing,Executive,11.3,Master,63163,3.1,Hybrid,25,No
21049,Operations,Executive,1.9,Bachelor,151474,4.1,Office,19,No
21050,IT,Executive,16.2,Master,131866,3.9,Remote,10,No
21051,Marketing,Executive,12.1,Master,34882,4.5,Remote,16,Yes
21052,Marketing,Manager,14.1,Bachelor,157168,2.2,Hybrid,10,No
21053,Marketing,Manager,16.5,PhD,17503,4.1,Office,15,No
21054,Finance,Analyst,4.0,Bachelor,87939,3.8,Office,0,No
21055,HR,Analyst,4.6,Master,96907,1.2,Office,23,No
21056,Operations,Executive,18.1,Diploma,81334,2.9,Remote,39,No
21057,Operations,Intern,7.4,Master,160135,3.9,Office,13,No
21058,HR,Intern,9.4,Diploma,178322,3.9,Hybrid,12,No
21059,HR,Executive,1.4,PhD,17629,1.1,Remote,13,No
21060,Marketing,Intern,1.0,PhD,42043,2.1,Office,9,No
21061,Finance,Executive,5.1,Bachelor,86729,1.1,Office,26,No
21062,HR,Analyst,3.8,PhD,165539,2.5,Office,28,No
21063,Marketing,Intern,5.5,PhD,15490,2.8,Office,4,No
21064,HR,Executive,17.2,Diploma,41580,2.7,Office,4,No
21065,Finance,Executive,10.6,Bachelor,112306,4.9,Remote,5,No
21066,Sales,Senior Manager,6.0,Master,79901,2.6,Remote,25,No
21067,Sales,Analyst,1.9,Diploma,51029,2.7,Hybrid,11,No
21068,Sales,Senior Manager,7.8,Diploma,90407,1.8,Office,9,No
21069,Marketing,Analyst,4.8,Master,38960,1.8,Hybrid,33,No
21070,HR,Executive,18.2,Diploma,104799,1.7,Remote,28,No
21071,Operations,Senior Manager,8.4,Bachelor,24495,3.7,Office,10,No
21072,Finance,Senior Manager,19.4,PhD,52376,3.7,Office,37,No
21073,Finance,Executive,19.8,Bachelor,165879,1.9,Remote,26,No
21074,HR,Senior Manager,13.8,Master,27066,4.9,Office,3,No
21075,Operations,Analyst,18.3,Diploma,81289,3.3,Hybrid,35,No
21076,HR,Manager,16.5,Master,116570,2.5,Hybrid,32,No
21077,Finance,Senior Manager,16.8,PhD,18174,1.8,Office,37,No
21078,Sales,Intern,5.6,PhD,128370,4.4,Hybrid,9,No
21079,Operations,Intern,0.2,Diploma,160124,4.9,Office,0,No
21080,HR,Intern,16.1,Diploma,52566,3.8,Hybrid,1,No
21081,HR,Intern,19.9,PhD,164339,3.4,Hybrid,26,No
21082,Sales,Intern,16.7,PhD,49894,4.6,Hybrid,27,No
21083,HR,Intern,0.4,Bachelor,166572,1.0,Hybrid,14,No
21084,Sales,Manager,17.3,Diploma,175120,3.5,Office,7,No
21085,Operations,Executive,16.2,Diploma,52119,3.3,Remote,1,No
21086,Marketing,Executive,10.0,Diploma,124465,4.3,Hybrid,39,Yes
21087,Operations,Senior Manager,13.2,Bachelor,46220,4.7,Hybrid,30,No
21088,HR,Intern,17.7,Bachelor,131477,4.9,Remote,27,No
21089,Marketing,Manager,6.8,PhD,99771,1.8,Remote,2,No
21090,Sales,Manager,12.4,Bachelor,68331,2.1,Office,7,No
21091,IT,Manager,7.5,Bachelor,49208,2.6,Hybrid,34,Yes
21092,Operations,Executive,7.8,PhD,161277,3.2,Remote,29,No
21093,Finance,Analyst,16.6,Master,177424,3.3,Hybrid,18,No
21094,Finance,Executive,8.6,Bachelor,58877,3.1,Hybrid,20,No
21095,HR,Intern,9.5,PhD,41110,3.9,Hybrid,34,No
21096,Sales,Executive,1.1,Diploma,33406,4.4,Office,20,Yes
21097,IT,Senior Manager,18.4,Diploma,20764,2.3,Remote,5,No
21098,Operations,Intern,7.0,Diploma,122965,2.7,Office,23,No
21099,Sales,Senior Manager,4.2,PhD,167062,4.2,Office,13,No
21100,Marketing,Intern,6.2,Master,34837,2.7,Office,20,No
21101,Sales,Manager,17.7,Master,112812,4.8,Office,1,No
21102,Finance,Manager,11.1,Master,40788,4.1,Remote,33,No
21103,IT,Intern,7.8,Diploma,107098,3.0,Remote,29,Yes
21104,Operations,Analyst,4.7,Bachelor,58281,2.9,Remote,34,No
21105,Finance,Manager,1.4,Diploma,139497,2.2,Office,33,No
21106,Operations,Executive,0.2,Diploma,95818,1.4,Hybrid,34,No
21107,IT,Manager,0.6,Diploma,35241,3.5,Office,32,No
21108,Sales,Manager,14.2,Bachelor,120145,2.2,Hybrid,8,No
21109,Finance,Senior Manager,7.1,Diploma,163826,4.4,Office,28,No
21110,Sales,Senior Manager,1.9,Bachelor,165845,4.5,Remote,17,No
21111,Sales,Executive,17.8,Diploma,48946,2.1,Hybrid,19,No
21112,Finance,Executive,11.6,PhD,93933,1.2,Office,32,No
21113,HR,Executive,5.3,PhD,147397,3.1,Hybrid,0,No
21114,Marketing,Analyst,0.3,PhD,160405,1.7,Office,35,No
21115,Marketing,Manager,1.9,Diploma,133569,1.2,Office,4,No
21116,Finance,Senior Manager,9.6,Diploma,153033,4.8,Office,1,No
21117,Marketing,Analyst,2.8,Master,166195,4.8,Hybrid,34,No
21118,Sales,Intern,2.8,PhD,136849,1.3,Hybrid,27,No
21119,IT,Senior Manager,11.6,PhD,167104,3.1,Hybrid,31,No
21120,Sales,Analyst,2.4,PhD,86876,2.0,Office,18,No
21121,HR,Senior Manager,4.7,Diploma,67574,2.2,Office,31,Yes
21122,IT,Manager,12.0,Diploma,131035,2.8,Office,0,No
21123,HR,Senior Manager,0.7,Master,132676,1.6,Remote,11,No
21124,Marketing,Intern,9.1,Bachelor,44256,1.4,Remote,20,No
21125,Sales,Analyst,4.7,Diploma,152984,4.4,Remote,37,No
21126,Operations,Analyst,12.4,PhD,135932,4.5,Office,24,No
21127,Sales,Executive,14.8,Diploma,34634,4.5,Remote,9,No
21128,Finance,Executive,3.5,Bachelor,166621,2.4,Office,38,No
21129,HR,Manager,17.3,PhD,126520,3.8,Office,16,Yes
21130,Operations,Executive,18.1,Diploma,116220,1.1,Remote,22,No
21131,Operations,Senior Manager,18.1,Master,151480,4.9,Remote,10,No
21132,HR,Intern,7.5,PhD,138602,1.4,Office,8,No
21133,Sales,Intern,17.1,Diploma,35133,3.9,Remote,23,No
21134,IT,Manager,6.7,Master,149525,3.9,Remote,20,No
21135,Finance,Analyst,8.0,PhD,99423,3.9,Office,19,Yes
21136,Marketing,Analyst,6.4,PhD,27971,2.3,Hybrid,21,No
21137,Finance,Manager,15.9,Diploma,68396,4.8,Remote,18,Yes
21138,Sales,Analyst,13.5,PhD,72866,3.5,Remote,14,No
21139,IT,Intern,11.2,Master,104192,4.9,Office,29,No
21140,Operations,Senior Manager,15.3,PhD,83112,3.9,Hybrid,9,No
21141,IT,Analyst,6.0,PhD,70872,2.3,Hybrid,24,No
21142,Marketing,Executive,17.6,Bachelor,132323,3.4,Hybrid,14,No
21143,Sales,Analyst,8.6,Diploma,175691,4.8,Office,11,No
21144,Sales,Executive,11.6,Diploma,151464,1.8,Hybrid,3,No
21145,Operations,Senior Manager,8.1,Bachelor,173901,2.0,Hybrid,22,Yes
21146,IT,Manager,4.5,Diploma,166796,3.5,Hybrid,22,Yes
21147,IT,Manager,9.5,Master,108086,2.4,Remote,20,No
21148,Operations,Intern,10.0,Master,139134,4.6,Remote,14,No
21149,IT,Analyst,10.7,Diploma,138315,2.0,Office,22,No
21150,HR,Analyst,16.0,Master,164458,4.4,Remote,6,No
21151,HR,Intern,5.6,PhD,156687,4.1,Hybrid,19,Yes
21152,Marketing,Intern,10.9,Bachelor,18397,1.8,Hybrid,8,No
21153,Marketing,Executive,15.5,Master,54421,4.0,Remote,14,No
21154,HR,Executive,18.2,Diploma,132515,2.8,Office,36,Yes
21155,HR,Intern,15.7,PhD,73467,4.0,Hybrid,25,No
21156,HR,Senior Manager,4.9,Master,40442,2.8,Hybrid,4,No
21157,IT,Manager,15.4,PhD,140733,3.6,Remote,1,No
21158,Sales,Intern,2.5,Diploma,80951,2.2,Office,29,No
21159,Operations,Manager,2.9,PhD,77700,4.6,Remote,27,No
21160,Operations,Senior Manager,13.1,Diploma,126228,2.6,Hybrid,9,No
21161,IT,Executive,9.1,Master,73842,1.1,Hybrid,16,No
21162,HR,Manager,14.2,Bachelor,87976,1.2,Hybrid,29,Yes
21163,Operations,Analyst,13.3,Bachelor,175854,3.8,Hybrid,18,No
21164,Operations,Manager,0.8,Bachelor,18328,1.4,Hybrid,39,Yes
21165,HR,Manager,18.3,Master,173061,1.7,Remote,10,Yes
21166,HR,Executive,1.8,Master,110222,3.8,Remote,33,No
21167,Sales,Manager,16.1,PhD,119383,1.5,Office,11,No
21168,HR,Executive,19.5,Diploma,85617,4.2,Office,34,No
21169,Operations,Manager,10.2,PhD,17682,3.7,Hybrid,30,No
21170,IT,Executive,11.1,Master,102815,2.0,Remote,18,No
21171,Marketing,Senior Manager,6.1,Diploma,91616,2.0,Remote,18,No
21172,IT,Senior Manager,2.2,PhD,171117,2.9,Office,13,No
21173,HR,Manager,19.0,Master,102226,2.1,Hybrid,36,Yes
21174,HR,Analyst,19.0,PhD,20870,4.6,Office,12,No
21175,Sales,Analyst,14.6,Bachelor,78313,4.7,Remote,19,No
21176,IT,Executive,3.0,Master,29792,4.0,Hybrid,13,No
21177,Operations,Manager,12.7,Diploma,161989,1.6,Office,4,No
21178,Sales,Intern,0.7,Diploma,87104,3.8,Office,0,No
21179,IT,Executive,14.2,Diploma,149243,4.1,Office,11,No
21180,Marketing,Intern,15.6,Bachelor,87220,2.3,Office,12,No
