ProductID,SKU,ProductName,Category,Subcategory,Brand,Price,DiscountPercent,DiscountAmount,FinalPrice,StockQty,Rating,NumReviews,LaunchDate,Supplier,WarrantyMonths,Dimensions,Weight_g,Color,Material,Sold_Last_30d,Country_of_Origin,Is_Returnable,CreatedAt,Is_High_Value,ProfitMargin_pct,StockStatus
P000649,SKU100649,Aurelia Cycling Helmet Pro-935,Sports,Cycling Helmet,Aurelia,3084.07,4.4,135.7,2948.37,49,3.67,54,2023-07-08,Supplier_91,0,11x9x25 cm,3472,Brown,Wood,9,Vietnam,False,2023-07-18,False,23.39,Medium
P000650,SKU100650,NorthPeak Jeans Pro-598,Fashion,Jeans,NorthPeak,863.33,9.7,83.74,779.59,39,4.4,14,2020-01-16,Supplier_389,18,12x33x19 cm,1791,Red,Leather,11,India,True,2020-03-07,False,19.94,Medium
P000651,SKU100651,Sportify Vacuum Mini-741,Home & Kitchen,Vacuum,Sportify,14923.67,49.0,7312.6,7611.07,44,4.48,60,2025-01-01,Supplier_176,0,45x15x3 cm,2451,White,Wood,9,China,True,2025-01-05,True,10.31,Medium
P000652,SKU100652,LumaTech Camera Mini-596,Electronics,Camera,LumaTech,23810.28,0.0,0.0,23810.28,45,3.74,30,2025-07-18,Supplier_406,36,11x5x2 cm,2229,Black,Plastic,14,China,True,2025-08-20,True,28.37,Medium
P000653,SKU100653,UrbanWear Smartwatch Go-879,Electronics,Smartwatch,UrbanWear,1672.65,41.5,694.15,978.5,63,3.96,105,2020-12-24,Supplier_123,12,35x26x20 cm,3568,Grey,Ceramic,10,Bangladesh,True,2021-02-14,False,20.29,Medium
P000654,SKU100654,Sportify Sunglasses Mini-725,Fashion,Sunglasses,Sportify,753.62,4.2,31.65,721.97,65,3.13,56,2018-08-23,Supplier_272,6,26x11x1 cm,3793,Yellow,Cotton,13,India,True,2018-10-17,False,8.65,Medium
P000655,SKU100655,LumaTech Sunglasses Plus-562,Fashion,Sunglasses,LumaTech,2674.56,36.0,962.84,1711.72,42,3.41,48,2024-12-07,Supplier_185,24,47x35x17 cm,3434,Blue,Plastic,4,Bangladesh,True,2025-01-16,False,17.0,Medium
P000656,SKU100656,PureSkin Olive Oil Max-554,Grocery,Olive Oil,PureSkin,253.14,0.0,0.0,253.14,55,2.83,72,2020-08-14,Supplier_198,18,36x30x24 cm,716,Grey,Wood,9,South Korea,True,2020-09-29,False,6.6,Medium
P000657,SKU100657,LumaTech Watch Max-246,Fashion,Watch,LumaTech,12394.55,36.2,4486.83,7907.72,45,4.0,70,2023-11-01,Supplier_459,18,50x37x2 cm,1097,Pink,Metal,9,Vietnam,False,2023-11-11,True,9.31,Medium
P000658,SKU100658,KiddoFun Yoga Mat Max-653,Sports,Yoga Mat,KiddoFun,10190.62,4.7,478.96,9711.66,46,4.12,54,2020-09-13,Supplier_476,3,18x15x25 cm,782,White,Wood,12,India,True,2020-11-11,True,39.77,Medium
P000659,SKU100659,EvoHome Jacket Pro-836,Fashion,Jacket,EvoHome,900.02,18.1,162.9,737.12,61,4.11,42,2020-11-21,Supplier_115,24,35x47x4 cm,1162,Brown,Silicone,15,China,True,2021-01-15,False,32.7,Medium
P000660,SKU100660,Zenova Facewash Max-451,Beauty,Facewash,Zenova,21409.93,8.8,1884.07,19525.86,50,3.75,16,2022-03-25,Supplier_149,24,29x46x21 cm,4653,Yellow,Leather,8,Germany,True,2022-04-01,True,39.57,Medium
P000661,SKU100661,Zenova Smartphone Plus-858,Electronics,Smartphone,Zenova,2442.21,26.9,656.95,1785.26,55,4.89,6,2024-08-22,Supplier_303,3,12x41x12 cm,1093,Grey,Wood,17,India,True,2024-08-25,False,37.92,Medium
P000662,SKU100662,Sportify Shampoo Mini-427,Beauty,Shampoo,Sportify,836.29,47.2,394.73,441.56,56,4.67,29,2022-02-04,Supplier_437,36,48x13x17 cm,4978,Blue,Metal,11,Japan,True,2022-03-10,False,38.52,Medium
P000663,SKU100663,NorthPeak Cycling Helmet Plus-957,Sports,Cycling Helmet,NorthPeak,296.43,19.6,58.1,238.33,45,2.3,18,2020-06-15,Supplier_258,12,48x34x5 cm,4977,Green,Cotton,11,India,True,2020-07-04,False,21.76,Medium
P000664,SKU100664,EvoHome Toy Car Max-687,Toys & Baby,Toy Car,EvoHome,11931.57,26.6,3173.8,8757.77,52,4.82,7,2023-05-14,Supplier_376,24,18x36x10 cm,3135,Black,Ceramic,13,USA,True,2023-07-07,True,28.7,Medium
P000665,SKU100665,Aurelia Rice Pro-977,Grocery,Rice,Aurelia,15093.14,9.6,1448.94,13644.2,47,4.06,30,2023-06-20,Supplier_243,24,30x24x27 cm,1354,Black,Wood,9,Bangladesh,False,2023-08-02,True,5.43,Medium
P000666,SKU100666,Sportify Jacket X-640,Fashion,Jacket,Sportify,1126.52,12.7,143.07,983.45,62,4.19,23,2021-03-05,Supplier_406,6,49x17x23 cm,4539,Yellow,Metal,10,USA,True,2021-04-22,False,18.29,Medium
P000667,SKU100667,EvoHome Moisturizer Mini-770,Beauty,Moisturizer,EvoHome,711.46,4.5,32.02,679.44,42,3.35,72,2019-11-02,Supplier_384,18,13x33x23 cm,4002,Green,Cotton,9,Germany,True,2019-12-23,False,28.64,Medium
P000668,SKU100668,Aurelia Air Purifier Plus-843,Home & Kitchen,Air Purifier,Aurelia,6928.66,0.0,0.0,6928.66,43,4.07,26,2024-06-15,Supplier_92,0,48x14x13 cm,3548,Red,Plastic,9,China,True,2024-07-15,True,10.39,Medium
P000669,SKU100669,GreenHarvest Smartphone Max-446,Electronics,Smartphone,GreenHarvest,5325.57,25.6,1363.35,3962.22,50,4.71,62,2024-08-27,Supplier_251,12,14x45x24 cm,3359,Blue,Plastic,17,China,True,2024-09-21,False,36.33,Medium
P000670,SKU100670,UrbanWear Sunglasses Pro-768,Fashion,Sunglasses,UrbanWear,12324.83,21.3,2625.19,9699.64,59,5.0,42,2022-03-18,Supplier_6,36,49x47x22 cm,784,Pink,Wood,8,Vietnam,False,2022-04-10,True,8.75,Medium
P000671,SKU100671,Zenova Smartphone X-600,Electronics,Smartphone,Zenova,345.02,48.9,168.71,176.31,47,3.48,70,2025-03-12,Supplier_248,24,37x19x1 cm,4857,Pink,Glass,10,China,True,2025-04-05,False,34.33,Medium
P000672,SKU100672,EvoHome Stroller Go-228,Toys & Baby,Stroller,EvoHome,1481.23,0.0,0.0,1481.23,63,4.3,25,2019-02-12,Supplier_419,6,9x50x30 cm,4453,Red,Wood,13,India,False,2019-03-19,False,26.53,Medium
P000673,SKU100673,KiddoFun Facewash X-631,Beauty,Facewash,KiddoFun,399.45,24.0,95.87,303.58,38,3.81,21,2024-07-23,Supplier_229,18,50x46x4 cm,1749,White,Cotton,11,USA,True,2024-08-27,False,35.09,Medium
P000674,SKU100674,Zenova Coffee X-231,Grocery,Coffee,Zenova,11998.56,16.4,1967.76,10030.8,56,2.56,42,2024-06-13,Supplier_153,3,46x15x3 cm,4657,Green,Plastic,3,China,True,2024-07-15,True,12.84,Medium
P000675,SKU100675,NorthPeak Watch Mini-773,Fashion,Watch,NorthPeak,365.38,45.0,164.42,200.96,51,3.77,5,2018-01-01,Supplier_161,3,24x7x17 cm,2453,Brown,Silicone,10,USA,False,2018-02-14,False,27.31,Medium
P000676,SKU100676,UrbanWear Perfume Go-622,Beauty,Perfume,UrbanWear,12131.56,9.0,1091.84,11039.72,47,4.12,6,2020-05-09,Supplier_439,24,11x47x27 cm,416,Blue,Plastic,9,Germany,True,2020-05-28,True,12.8,Medium
P000677,SKU100677,NorthPeak Rice Go-665,Grocery,Rice,NorthPeak,399.46,12.8,51.13,348.33,55,3.34,29,2020-06-03,Supplier_463,18,27x22x5 cm,3507,White,Glass,13,Vietnam,False,2020-07-14,False,14.15,Medium
P000678,SKU100678,KiddoFun Sofa Cover X-360,Home & Kitchen,Sofa Cover,KiddoFun,852.27,23.0,196.02,656.25,40,3.82,101,2025-08-03,Supplier_337,12,49x14x18 cm,1719,White,Glass,7,Germany,True,2025-09-08,False,8.98,Medium
P000679,SKU100679,Sportify Building Blocks Pro-423,Toys & Baby,Building Blocks,Sportify,20433.04,8.4,1716.38,18716.66,43,4.18,12,2022-11-12,Supplier_169,12,6x43x8 cm,685,Green,Metal,10,China,False,2022-11-16,True,34.9,Medium
P000680,SKU100680,PureSkin Toy Car Plus-896,Toys & Baby,Toy Car,PureSkin,11413.51,12.8,1460.93,9952.58,53,3.22,144,2021-01-24,Supplier_474,3,19x22x1 cm,852,Yellow,Leather,9,Japan,True,2021-03-15,True,33.07,Medium
P000681,SKU100681,GreenHarvest Laptop Max-996,Electronics,Laptop,GreenHarvest,361.81,8.9,32.2,329.61,49,3.9,2,2021-06-09,Supplier_163,18,36x11x17 cm,2908,Green,Glass,10,China,True,2021-06-19,False,14.86,Medium
P000682,SKU100682,NorthPeak Spices Plus-925,Grocery,Spices,NorthPeak,6885.5,10.0,688.55,6196.95,65,4.27,104,2025-08-08,Supplier_263,36,39x40x20 cm,3348,Pink,Cotton,12,Vietnam,True,2025-09-20,True,11.29,Medium
P000683,SKU100683,NorthPeak Building Blocks Pro-487,Toys & Baby,Building Blocks,NorthPeak,1110.96,4.5,49.99,1060.97,47,3.23,115,2024-05-13,Supplier_182,24,22x8x30 cm,3082,Blue,Wood,12,South Korea,True,2024-06-10,False,32.94,Medium
P000684,SKU100684,GreenHarvest Spices Plus-382,Grocery,Spices,GreenHarvest,11379.18,42.6,4847.53,6531.65,42,4.2,14,2022-10-19,Supplier_41,18,50x19x10 cm,762,Green,Wood,12,Bangladesh,True,2022-11-28,True,21.22,Medium
P000685,SKU100685,LumaTech Tablet X-269,Electronics,Tablet,LumaTech,1878.72,4.8,90.18,1788.54,52,4.34,1,2024-06-14,Supplier_264,0,10x23x18 cm,4087,Black,Wood,8,USA,False,2024-07-15,False,16.48,Medium
P000686,SKU100686,Sportify Toy Car X-731,Toys & Baby,Toy Car,Sportify,20865.75,8.3,1731.86,19133.89,46,3.81,8,2020-02-18,Supplier_346,36,5x50x14 cm,4427,Grey,Leather,10,India,False,2020-02-28,True,28.85,Medium
P000687,SKU100687,LumaTech Breakfast Cereal Pro-176,Grocery,Breakfast Cereal,LumaTech,9733.54,13.5,1314.03,8419.51,46,3.92,21,2022-02-12,Supplier_497,36,13x37x12 cm,467,Yellow,Silicone,10,Japan,True,2022-03-07,True,18.47,Medium
P000688,SKU100688,LumaTech Headphones Go-971,Electronics,Headphones,LumaTech,1233.49,12.9,159.12,1074.37,43,3.49,47,2019-04-28,Supplier_157,6,24x35x10 cm,2218,Blue,Plastic,9,Japan,True,2019-06-26,False,30.48,Medium
P000689,SKU100689,KiddoFun Toy Car Go-968,Toys & Baby,Toy Car,KiddoFun,16988.16,9.1,1545.92,15442.24,50,3.41,10,2023-06-23,Supplier_180,0,27x5x20 cm,3821,Grey,Glass,9,Bangladesh,True,2023-06-23,True,12.33,Medium
P000690,SKU100690,Sportify Building Blocks Plus-109,Toys & Baby,Building Blocks,Sportify,453.7,19.4,88.02,365.68,61,4.42,29,2019-02-20,Supplier_250,12,36x17x3 cm,4384,Brown,Cotton,13,Japan,True,2019-04-19,False,24.88,Medium
P000691,SKU100691,EvoHome Laptop Pro-581,Electronics,Laptop,EvoHome,1338.64,19.6,262.37,1076.27,49,3.45,17,2022-06-08,Supplier_430,6,24x28x14 cm,1542,Brown,Glass,14,China,False,2022-07-20,False,35.62,Medium
P000692,SKU100692,NorthPeak Dumbbells Plus-865,Sports,Dumbbells,NorthPeak,10945.27,0.0,0.0,10945.27,58,4.0,47,2022-11-13,Supplier_216,0,27x50x7 cm,956,Blue,Glass,8,India,True,2022-12-08,True,33.4,Medium
P000693,SKU100693,Aurelia Baby Diapers Pro-782,Toys & Baby,Baby Diapers,Aurelia,2092.5,45.8,958.36,1134.14,54,4.08,0,2020-03-26,Supplier_392,12,47x22x4 cm,3499,Pink,Silicone,5,USA,True,2020-05-13,False,38.02,Medium
P000694,SKU100694,GreenHarvest Spices Max-859,Grocery,Spices,GreenHarvest,344.32,28.3,97.44,246.88,59,3.32,9,2022-05-12,Supplier_351,3,12x11x26 cm,223,Red,Cotton,8,Bangladesh,True,2022-06-30,False,5.74,Medium
P000695,SKU100695,PureSkin Blender Mini-711,Home & Kitchen,Blender,PureSkin,1286.23,19.5,250.81,1035.42,66,4.29,16,2018-02-02,Supplier_262,12,35x23x10 cm,4030,White,Wood,13,Germany,True,2018-03-20,False,37.5,Medium
P000696,SKU100696,EvoHome Cooker X-984,Home & Kitchen,Cooker,EvoHome,338.47,24.4,82.59,255.88,51,4.0,12,2020-12-15,Supplier_438,24,20x47x27 cm,3565,Blue,Silicone,13,China,True,2020-12-27,False,13.42,Medium
P000697,SKU100697,LumaTech Shampoo X-235,Beauty,Shampoo,LumaTech,1238.18,0.0,0.0,1238.18,35,5.0,65,2022-07-02,Supplier_27,0,22x17x30 cm,1247,Yellow,Plastic,9,Germany,True,2022-08-26,False,38.06,Medium
P000698,SKU100698,GreenHarvest Sports Shoes Plus-816,Sports,Sports Shoes,GreenHarvest,304.75,46.4,141.4,163.35,45,4.17,6,2025-02-07,Supplier_138,3,19x26x14 cm,3975,Black,Wood,7,India,True,2025-02-14,False,13.93,Medium
P000699,SKU100699,PureSkin Sneakers Max-528,Fashion,Sneakers,PureSkin,2145.42,14.5,311.09,1834.33,58,4.2,27,2020-10-08,Supplier_144,6,8x16x2 cm,54,Black,Ceramic,10,Germany,True,2020-11-07,False,11.55,Medium
P000700,SKU100700,Sportify Moisturizer Pro-358,Beauty,Moisturizer,Sportify,1462.25,8.2,119.9,1342.35,51,4.27,96,2023-07-06,Supplier_415,6,26x24x4 cm,843,Black,Cotton,10,Bangladesh,True,2023-08-22,False,26.97,Medium
P000701,SKU100701,UrbanWear Sunglasses Go-719,Fashion,Sunglasses,UrbanWear,4753.58,13.6,646.49,4107.09,57,3.54,63,2022-03-03,Supplier_381,3,46x22x7 cm,4836,Yellow,Metal,10,China,True,2022-04-12,False,30.43,Medium
P000702,SKU100702,Aurelia Moisturizer Go-770,Beauty,Moisturizer,Aurelia,5128.8,48.2,2472.08,2656.72,51,4.2,68,2020-02-20,Supplier_104,3,50x33x30 cm,858,White,Ceramic,11,Vietnam,False,2020-04-08,False,38.67,Medium
P000703,SKU100703,Aurelia Shampoo Pro-296,Beauty,Shampoo,Aurelia,13642.61,8.8,1200.55,12442.06,51,4.95,36,2022-09-09,Supplier_224,18,50x21x29 cm,4640,Grey,Ceramic,4,South Korea,True,2022-11-06,True,15.54,Medium
P000704,SKU100704,Sportify Smartwatch Go-615,Electronics,Smartwatch,Sportify,2094.84,5.0,104.74,1990.1,60,3.66,23,2018-03-31,Supplier_418,3,43x22x23 cm,1106,Green,Plastic,7,India,True,2018-05-17,False,20.82,Medium
P000705,SKU100705,GreenHarvest Sports Shoes Go-176,Sports,Sports Shoes,GreenHarvest,3334.7,4.8,160.07,3174.63,46,4.14,73,2019-11-09,Supplier_82,12,37x29x18 cm,3246,Yellow,Glass,11,Germany,True,2019-11-09,False,26.17,Medium
P000706,SKU100706,UrbanWear Shampoo Max-109,Beauty,Shampoo,UrbanWear,7360.94,21.2,1560.52,5800.42,49,4.14,68,2023-10-02,Supplier_138,12,37x50x24 cm,4351,Green,Glass,19,Germany,True,2023-11-16,True,33.83,Medium
P000707,SKU100707,NorthPeak Moisturizer Pro-146,Beauty,Moisturizer,NorthPeak,4692.55,47.3,2219.58,2472.97,47,3.4,26,2023-12-26,Supplier_128,3,23x7x21 cm,1263,Green,Cotton,5,Vietnam,True,2024-02-05,False,32.35,Medium
P000708,SKU100708,GreenHarvest Rice X-101,Grocery,Rice,GreenHarvest,365.33,9.7,35.44,329.89,39,3.78,40,2025-04-10,Supplier_314,6,45x43x12 cm,2708,White,Glass,3,USA,False,2025-06-06,False,38.03,Medium
P000709,SKU100709,Aurelia Sneakers Max-935,Fashion,Sneakers,Aurelia,1396.73,0.0,0.0,1396.73,43,3.57,7,2018-02-12,Supplier_382,36,27x19x24 cm,2341,Red,Glass,12,India,True,2018-03-30,False,23.97,Medium
P000710,SKU100710,EvoHome Stroller Max-749,Toys & Baby,Stroller,EvoHome,6567.8,28.4,1865.26,4702.54,58,4.09,19,2024-10-11,Supplier_119,18,18x33x8 cm,2706,Green,Leather,12,Japan,True,2024-11-08,False,33.76,Medium
P000711,SKU100711,PureSkin Stroller Pro-590,Toys & Baby,Stroller,PureSkin,2030.01,17.4,353.22,1676.79,56,4.04,36,2019-01-19,Supplier_159,12,16x34x6 cm,1492,Blue,Silicone,11,USA,True,2019-01-20,False,33.12,Medium
P000712,SKU100712,Sportify Cooker Max-722,Home & Kitchen,Cooker,Sportify,1287.42,29.6,381.08,906.34,42,4.62,40,2020-02-09,Supplier_385,0,14x9x14 cm,2059,Pink,Wood,12,China,True,2020-03-26,False,12.24,Medium
P000713,SKU100713,UrbanWear Olive Oil X-486,Grocery,Olive Oil,UrbanWear,697.49,0.0,0.0,697.49,55,3.61,107,2022-04-22,Supplier_481,0,12x5x25 cm,408,Red,Leather,11,China,True,2022-05-01,False,17.05,Medium
P000714,SKU100714,Aurelia Toy Car X-655,Toys & Baby,Toy Car,Aurelia,11314.31,12.8,1448.23,9866.08,55,4.26,1,2021-10-18,Supplier_246,36,50x10x7 cm,1190,Pink,Silicone,11,USA,True,2021-11-08,True,11.99,Medium
P000715,SKU100715,Aurelia Cooker Go-808,Home & Kitchen,Cooker,Aurelia,2061.29,23.8,490.59,1570.7,51,3.94,13,2020-12-31,Supplier_1,24,39x12x1 cm,414,White,Glass,9,China,False,2021-01-09,False,6.48,Medium
P000716,SKU100716,LumaTech Blender Mini-494,Home & Kitchen,Blender,LumaTech,1372.58,24.6,337.65,1034.93,51,3.8,0,2019-08-27,Supplier_53,6,46x23x8 cm,3201,White,Silicone,6,USA,True,2019-09-10,False,34.76,Medium
P000717,SKU100717,Zenova Sneakers Go-441,Fashion,Sneakers,Zenova,13658.92,9.1,1242.96,12415.96,50,4.14,123,2019-04-30,Supplier_218,6,10x7x20 cm,1287,Red,Wood,7,Bangladesh,True,2019-06-12,True,36.57,Medium
P000718,SKU100718,EvoHome Air Purifier Go-937,Home & Kitchen,Air Purifier,EvoHome,4489.23,16.5,740.72,3748.51,47,3.57,2,2021-03-21,Supplier_478,6,11x22x30 cm,4139,Grey,Glass,6,China,True,2021-05-15,False,19.73,Medium
P000719,SKU100719,NorthPeak Air Purifier Plus-251,Home & Kitchen,Air Purifier,NorthPeak,901.65,21.2,191.15,710.5,55,4.28,4,2022-05-19,Supplier_66,12,35x9x4 cm,4783,Yellow,Glass,9,USA,True,2022-06-08,False,17.77,Medium
P000720,SKU100720,PureSkin Sofa Cover Plus-606,Home & Kitchen,Sofa Cover,PureSkin,7928.73,4.3,340.94,7587.79,47,3.26,63,2022-10-03,Supplier_255,12,49x31x20 cm,2781,Red,Leather,10,Japan,False,2022-11-07,True,21.48,Medium
P000721,SKU100721,KiddoFun Facewash Go-649,Beauty,Facewash,KiddoFun,310.61,17.3,53.74,256.87,50,2.72,128,2020-07-31,Supplier_2,12,10x42x23 cm,3505,Brown,Leather,10,China,True,2020-08-23,False,26.99,Medium
P000722,SKU100722,PureSkin Blender Go-585,Home & Kitchen,Blender,PureSkin,1281.58,12.6,161.48,1120.1,54,3.91,15,2019-07-02,Supplier_108,0,8x27x12 cm,1191,Green,Silicone,13,USA,False,2019-07-17,False,39.55,Medium
P000723,SKU100723,Aurelia Rice Max-241,Grocery,Rice,Aurelia,8416.33,16.4,1380.28,7036.05,45,3.9,13,2019-04-26,Supplier_298,24,50x14x13 cm,265,Yellow,Ceramic,10,India,True,2019-06-07,True,35.51,Medium
P000724,SKU100724,UrbanWear Smartwatch Pro-130,Electronics,Smartwatch,UrbanWear,395.47,4.4,17.4,378.07,48,3.45,30,2019-08-25,Supplier_381,6,14x10x8 cm,681,Black,Wood,8,USA,True,2019-09-24,False,10.69,Medium
P000725,SKU100725,GreenHarvest Air Purifier Max-406,Home & Kitchen,Air Purifier,GreenHarvest,5619.74,13.2,741.81,4877.93,42,4.95,24,2023-04-10,Supplier_329,12,26x33x26 cm,158,Green,Metal,14,USA,True,2023-06-05,False,35.7,Medium
P000726,SKU100726,NorthPeak Camera Go-264,Electronics,Camera,NorthPeak,11070.57,4.7,520.32,10550.25,58,4.53,100,2018-02-14,Supplier_477,12,32x48x29 cm,3771,Brown,Glass,10,Vietnam,True,2018-03-13,True,21.97,Medium
P000727,SKU100727,Zenova Vacuum Go-486,Home & Kitchen,Vacuum,Zenova,9026.22,33.1,2987.68,6038.54,43,3.11,180,2019-05-28,Supplier_355,24,18x30x20 cm,508,Blue,Wood,7,USA,True,2019-07-19,True,33.18,Medium
P000728,SKU100728,PureSkin Sports Shoes Max-757,Sports,Sports Shoes,PureSkin,4033.0,38.2,1540.61,2492.39,55,4.61,47,2022-07-18,Supplier_40,36,29x15x2 cm,3093,Yellow,Leather,14,Vietnam,True,2022-07-24,False,34.58,Medium
P000729,SKU100729,PureSkin Watch X-345,Fashion,Watch,PureSkin,978.44,40.4,395.29,583.15,35,4.59,5,2021-03-01,Supplier_476,3,39x11x3 cm,1785,Black,Glass,13,Germany,True,2021-04-10,False,18.24,Medium
P000730,SKU100730,EvoHome Laptop X-683,Electronics,Laptop,EvoHome,15558.18,17.6,2738.24,12819.94,41,4.08,80,2024-05-02,Supplier_385,0,41x35x2 cm,443,Grey,Metal,9,Vietnam,True,2024-05-24,True,5.98,Medium
P000731,SKU100731,GreenHarvest Jacket Pro-422,Fashion,Jacket,GreenHarvest,22756.53,22.5,5120.22,17636.31,45,3.14,15,2022-05-20,Supplier_301,24,27x13x23 cm,847,Grey,Wood,13,China,True,2022-05-21,True,17.77,Medium
P000732,SKU100732,KiddoFun Spices Go-989,Grocery,Spices,KiddoFun,837.07,48.1,402.63,434.44,38,4.24,55,2018-06-03,Supplier_349,6,15x14x22 cm,3843,White,Metal,12,Germany,True,2018-07-24,False,6.05,Medium
P000733,SKU100733,NorthPeak Building Blocks Go-628,Toys & Baby,Building Blocks,NorthPeak,2003.89,46.8,937.82,1066.07,40,5.0,62,2024-10-29,Supplier_457,24,38x26x15 cm,1124,Grey,Glass,6,Bangladesh,False,2024-10-31,False,22.99,Medium
P000734,SKU100734,LumaTech Stroller Pro-725,Toys & Baby,Stroller,LumaTech,839.98,9.7,81.48,758.5,59,3.36,9,2024-10-21,Supplier_445,0,14x41x21 cm,4125,White,Plastic,13,USA,True,2024-11-25,False,38.22,Medium
P000735,SKU100735,KiddoFun Olive Oil X-565,Grocery,Olive Oil,KiddoFun,16045.35,22.2,3562.07,12483.28,40,4.05,52,2021-07-08,Supplier_364,3,23x15x3 cm,2344,Grey,Ceramic,7,China,True,2021-07-19,True,35.98,Medium
P000736,SKU100736,EvoHome Spices Mini-362,Grocery,Spices,EvoHome,3193.52,28.0,894.19,2299.33,47,3.64,4,2022-12-16,Supplier_439,24,13x12x19 cm,4049,Black,Ceramic,7,Vietnam,False,2023-01-11,False,18.42,Medium
P000737,SKU100737,KiddoFun Shampoo Plus-624,Beauty,Shampoo,KiddoFun,1050.89,14.9,156.58,894.31,61,4.39,13,2025-01-02,Supplier_330,6,28x10x22 cm,3434,Brown,Silicone,5,Vietnam,True,2025-02-10,False,31.48,Medium
P000738,SKU100738,LumaTech Tablet Max-940,Electronics,Tablet,LumaTech,1218.22,24.9,303.34,914.88,62,4.09,65,2024-04-16,Supplier_448,0,14x11x10 cm,3128,Red,Wood,12,China,True,2024-05-10,False,30.58,Medium
P000739,SKU100739,PureSkin Yoga Mat Mini-579,Sports,Yoga Mat,PureSkin,1079.16,34.5,372.31,706.85,50,3.7,53,2025-03-16,Supplier_169,18,34x11x3 cm,1526,White,Wood,6,Japan,True,2025-04-10,False,25.22,Medium
P000740,SKU100740,PureSkin Headphones Go-597,Electronics,Headphones,PureSkin,1527.79,4.6,70.28,1457.51,68,4.5,15,2020-05-20,Supplier_110,24,35x12x9 cm,3773,Black,Cotton,8,South Korea,True,2020-06-29,False,29.66,Medium
P000741,SKU100741,Aurelia Watch Go-892,Fashion,Watch,Aurelia,6879.7,0.0,0.0,6879.7,51,3.51,59,2022-04-07,Supplier_130,0,28x32x16 cm,1798,Black,Leather,9,India,False,2022-04-24,True,36.62,Medium
P000742,SKU100742,Zenova Building Blocks Pro-170,Toys & Baby,Building Blocks,Zenova,972.94,25.8,251.02,721.92,57,4.51,64,2021-01-26,Supplier_28,12,10x24x28 cm,3748,Yellow,Leather,7,Vietnam,True,2021-03-20,False,14.84,Medium
P000743,SKU100743,PureSkin Smartwatch Plus-268,Electronics,Smartwatch,PureSkin,1270.05,42.3,537.23,732.82,48,4.08,82,2020-03-24,Supplier_6,6,31x35x16 cm,4436,Red,Wood,8,Bangladesh,False,2020-05-15,False,11.15,Medium
P000744,SKU100744,LumaTech Facewash X-840,Beauty,Facewash,LumaTech,11479.5,47.9,5498.68,5980.82,39,3.07,96,2025-06-28,Supplier_443,18,44x14x11 cm,2642,Black,Cotton,9,South Korea,True,2025-07-29,True,16.26,Medium
P000745,SKU100745,Sportify T-Shirt Plus-633,Fashion,T-Shirt,Sportify,940.65,20.6,193.77,746.88,54,3.01,13,2018-01-16,Supplier_357,12,13x45x15 cm,4788,White,Plastic,10,Germany,True,2018-02-11,False,26.39,Medium
P000746,SKU100746,UrbanWear Shampoo Mini-321,Beauty,Shampoo,UrbanWear,2244.36,14.8,332.17,1912.19,46,3.38,42,2021-11-26,Supplier_158,3,17x48x19 cm,167,Grey,Ceramic,9,India,True,2022-01-22,False,21.89,Medium
P000747,SKU100747,KiddoFun Moisturizer Max-566,Beauty,Moisturizer,KiddoFun,6841.86,25.7,1758.36,5083.5,51,4.46,151,2022-08-23,Supplier_220,12,27x27x27 cm,4493,Yellow,Ceramic,9,China,True,2022-09-21,True,28.53,Medium
P000748,SKU100748,GreenHarvest Jeans Go-266,Fashion,Jeans,GreenHarvest,441.32,14.0,61.78,379.54,66,4.03,2,2024-02-02,Supplier_333,12,29x23x28 cm,3633,Green,Metal,9,China,True,2024-02-07,False,20.6,Medium
P000749,SKU100749,Sportify Camera X-608,Electronics,Camera,Sportify,1814.28,39.2,711.2,1103.08,38,5.0,84,2024-12-30,Supplier_398,18,11x45x15 cm,4173,Black,Glass,11,Japan,True,2025-01-13,False,27.79,Medium
P000750,SKU100750,Sportify Tennis Racket X-300,Sports,Tennis Racket,Sportify,7662.87,18.7,1432.96,6229.91,40,3.14,0,2023-04-08,Supplier_451,0,27x34x14 cm,3292,Black,Ceramic,10,Germany,True,2023-04-25,True,8.1,Medium
P000751,SKU100751,EvoHome Baby Diapers Mini-789,Toys & Baby,Baby Diapers,EvoHome,691.06,8.3,57.36,633.7,51,3.47,53,2020-09-16,Supplier_492,0,31x7x1 cm,265,Red,Ceramic,8,Bangladesh,True,2020-09-26,False,20.19,Medium
P000752,SKU100752,LumaTech Lipstick Go-500,Beauty,Lipstick,LumaTech,15467.38,12.7,1964.36,13503.02,56,4.18,176,2020-02-29,Supplier_463,18,46x30x27 cm,472,Yellow,Cotton,9,Japan,True,2020-03-25,True,27.6,Medium
P000753,SKU100753,NorthPeak Watch Mini-336,Fashion,Watch,NorthPeak,1571.64,46.9,737.1,834.54,48,2.95,1,2019-02-12,Supplier_48,24,13x37x4 cm,4776,Yellow,Glass,10,USA,True,2019-02-25,False,15.19,Medium
P000754,SKU100754,Sportify Smartphone X-743,Electronics,Smartphone,Sportify,2084.92,38.3,798.52,1286.4,47,3.08,55,2024-08-27,Supplier_325,3,6x44x23 cm,4503,White,Wood,10,India,True,2024-09-25,False,16.31,Medium
