Loan_ID,Customer_ID,Bank_Branch,Loan_Type,Applicant_Age,Annual_Income,Loan_Amount,Loan_Term_Years,Credit_Score,Employment_Type,Loan_Status
700708,591849,Bengaluru Urban,Business Loan,42,345714,1331713,15,749,Salaried,Approved
700709,217572,Bengaluru Urban,Business Loan,41,3188392,780832,10,662,Self-Employed,Approved
700710,650270,Chennai South,Education Loan,29,381695,303517,25,504,Self-Employed,Rejected
700711,103708,Bengaluru Urban,Home Loan,23,3603113,1067963,10,774,Self-Employed,Rejected
700712,409673,Bengaluru Urban,Personal Loan,55,3725008,768586,30,544,Business Owner,Approved
700713,144701,Hyderabad West,Car Loan,49,4359431,1650814,15,736,Self-Employed,Approved
700714,634214,Bengaluru Urban,Home Loan,51,4475167,1186550,20,803,Self-Employed,Approved
700715,493605,Delhi NCR,Car Loan,53,1333065,1085598,15,864,Salaried,Rejected
700716,213863,Chennai South,Personal Loan,34,4007099,105865,30,317,Salaried,Rejected
700717,538067,Hyderabad West,Business Loan,22,1307672,2162151,15,713,Self-Employed,Rejected
700718,341881,Hyderabad West,Car Loan,35,4380422,2922627,25,490,Business Owner,Approved
700719,399514,Chennai South,Car Loan,47,3568714,575233,30,827,Self-Employed,Approved
700720,306673,Hyderabad West,Car Loan,22,3718165,2455352,10,404,Salaried,Approved
700721,849096,Mumbai Central,Home Loan,59,2424880,946907,5,556,Business Owner,Approved
700722,531555,Mumbai Central,Business Loan,42,2736798,338387,25,556,Self-Employed,Rejected
700723,299349,Hyderabad West,Education Loan,24,3189807,643594,20,661,Salaried,Approved
700724,793143,Mumbai Central,Car Loan,23,2999379,2836324,10,341,Business Owner,Rejected
700725,515094,Hyderabad West,Home Loan,61,3715853,537378,5,654,Salaried,Approved
700726,682494,Bengaluru Urban,Business Loan,31,2518766,1417714,10,607,Business Owner,Rejected
700727,965406,Delhi NCR,Car Loan,22,3998977,534495,5,811,Salaried,Rejected
700728,202613,Mumbai Central,Business Loan,64,2626375,2028036,5,701,Business Owner,Approved
700729,671857,Chennai South,Education Loan,30,4248583,2494826,30,617,Self-Employed,Approved
700730,444767,Bengaluru Urban,Car Loan,32,2417733,503685,20,825,Self-Employed,Rejected
700731,884289,Mumbai Central,Education Loan,48,2153022,840053,30,809,Business Owner,Approved
700732,420982,Delhi NCR,Personal Loan,51,2902865,1826662,30,492,Business Owner,Rejected
700733,566670,Delhi NCR,Personal Loan,57,1088820,1183930,20,599,Self-Employed,Approved
700734,965764,Chennai South,Car Loan,32,415544,1447620,15,519,Business Owner,Approved
700735,904985,Chennai South,Education Loan,56,3868010,1518059,30,623,Business Owner,Rejected
700736,407438,Mumbai Central,Car Loan,23,4447948,110576,25,757,Self-Employed,Approved
700737,981408,Hyderabad West,Personal Loan,60,623550,2559016,20,639,Business Owner,Rejected
700738,981018,Bengaluru Urban,Car Loan,33,419557,2135732,10,730,Self-Employed,Rejected
700739,627081,Hyderabad West,Car Loan,28,2878694,347960,30,855,Salaried,Approved
700740,515251,Mumbai Central,Home Loan,61,4245803,2402239,5,330,Salaried,Approved
700741,542990,Mumbai Central,Home Loan,58,1530914,2703663,10,637,Business Owner,Approved
700742,995640,Hyderabad West,Personal Loan,21,4872223,207827,5,584,Business Owner,Approved
700743,566053,Mumbai Central,Home Loan,33,1679135,105503,10,411,Salaried,Approved
700744,301843,Chennai South,Home Loan,51,900026,2620496,15,505,Self-Employed,Approved
700745,680701,Mumbai Central,Home Loan,64,4924432,1657820,15,680,Business Owner,Rejected
700746,865395,Delhi NCR,Personal Loan,52,3242275,1799499,10,366,Salaried,Approved
700747,503400,Delhi NCR,Business Loan,40,2990484,1700042,20,444,Business Owner,Rejected
700748,811287,Chennai South,Home Loan,49,2084975,1059759,30,471,Salaried,Approved
700749,294543,Delhi NCR,Home Loan,44,1139317,1075773,10,444,Self-Employed,Approved
700750,747024,Hyderabad West,Business Loan,48,4392985,933235,15,427,Self-Employed,Rejected
700751,913521,Bengaluru Urban,Education Loan,46,4527887,216759,15,406,Self-Employed,Rejected
700752,974215,Chennai South,Personal Loan,22,4648088,735944,20,737,Business Owner,Approved
700753,452002,Bengaluru Urban,Personal Loan,34,1924185,2935899,15,662,Salaried,Rejected
700754,393539,Chennai South,Education Loan,42,831330,2029060,10,800,Business Owner,Approved
700755,749029,Chennai South,Education Loan,52,593909,964737,15,898,Salaried,Approved
700756,650891,Delhi NCR,Business Loan,50,657970,1782536,10,383,Self-Employed,Rejected
700757,878917,Bengaluru Urban,Education Loan,55,219117,2519631,20,773,Salaried,Approved
700758,730866,Delhi NCR,Home Loan,25,1229940,2018058,15,508,Business Owner,Rejected
700759,298949,Bengaluru Urban,Home Loan,46,2352339,2876551,25,510,Business Owner,Rejected
700760,922555,Chennai South,Car Loan,52,3915416,639411,25,500,Business Owner,Rejected
700761,314958,Chennai South,Car Loan,21,648417,1861430,15,345,Business Owner,Approved
700762,786024,Hyderabad West,Home Loan,26,769521,1618303,5,646,Self-Employed,Approved
700763,965326,Bengaluru Urban,Personal Loan,52,2059745,1286632,10,400,Business Owner,Rejected
700764,749470,Delhi NCR,Home Loan,21,2645283,636693,10,419,Salaried,Approved
700765,810153,Mumbai Central,Car Loan,51,2198649,2145833,10,368,Salaried,Approved
700766,373881,Hyderabad West,Home Loan,31,2062504,715312,20,699,Salaried,Approved
700767,718439,Chennai South,Education Loan,24,3524108,2285006,30,756,Salaried,Approved
700768,570148,Bengaluru Urban,Business Loan,42,1710005,946431,5,459,Self-Employed,Rejected
700769,748076,Hyderabad West,Business Loan,38,2758232,891035,10,520,Self-Employed,Approved
700770,509941,Bengaluru Urban,Home Loan,59,657080,2894020,30,340,Salaried,Rejected
700771,174273,Mumbai Central,Car Loan,46,4454661,733607,15,576,Business Owner,Rejected
700772,466488,Mumbai Central,Business Loan,27,872481,1242471,20,647,Salaried,Approved
700773,334134,Bengaluru Urban,Education Loan,44,4900054,2882289,10,371,Salaried,Approved
700774,157576,Delhi NCR,Car Loan,30,1505470,2302184,5,765,Self-Employed,Approved
700775,853519,Delhi NCR,Education Loan,53,1464252,1372007,10,370,Self-Employed,Rejected
700776,892237,Bengaluru Urban,Home Loan,32,1680831,825788,30,551,Self-Employed,Approved
700777,775057,Mumbai Central,Education Loan,50,3069288,393437,30,540,Salaried,Rejected
700778,737885,Hyderabad West,Personal Loan,32,3068533,944960,10,896,Salaried,Approved
700779,438738,Chennai South,Education Loan,32,1110990,441399,30,691,Salaried,Approved
700780,293766,Bengaluru Urban,Home Loan,27,4677911,2568207,10,413,Salaried,Approved
700781,825781,Hyderabad West,Business Loan,41,4051126,259509,25,443,Self-Employed,Rejected
700782,568780,Bengaluru Urban,Home Loan,56,4544300,2379957,5,399,Salaried,Approved
700783,294762,Chennai South,Home Loan,56,3229934,2663912,5,690,Business Owner,Approved
700784,683318,Chennai South,Car Loan,46,4089054,281373,25,737,Salaried,Approved
700785,217168,Bengaluru Urban,Personal Loan,60,3377426,450912,10,897,Business Owner,Approved
700786,229359,Mumbai Central,Business Loan,30,3232088,1926941,20,524,Self-Employed,Rejected
700787,825747,Mumbai Central,Education Loan,50,2715096,2188758,5,579,Self-Employed,Approved
700788,333083,Delhi NCR,Personal Loan,27,2697657,1980904,10,854,Self-Employed,Rejected
700789,362834,Bengaluru Urban,Business Loan,33,4166956,1263108,20,356,Self-Employed,Approved
700790,399547,Delhi NCR,Education Loan,47,2716307,1850821,5,858,Salaried,Rejected
700791,114178,Hyderabad West,Personal Loan,52,3901753,483942,15,506,Self-Employed,Approved
700792,813577,Mumbai Central,Home Loan,46,2771781,2243740,30,583,Salaried,Approved
700793,877500,Chennai South,Business Loan,28,3652759,1261828,10,362,Salaried,Approved
700794,495194,Delhi NCR,Home Loan,62,705557,2314530,30,517,Salaried,Approved
700795,646551,Mumbai Central,Education Loan,38,1462545,2507020,25,859,Business Owner,Rejected
700796,240133,Delhi NCR,Car Loan,54,4768010,369487,20,406,Salaried,Approved
700797,348517,Mumbai Central,Car Loan,57,4045135,2700866,15,643,Business Owner,Approved
700798,673168,Chennai South,Home Loan,58,1238747,2866136,20,334,Business Owner,Rejected
700799,533997,Chennai South,Car Loan,49,2748054,974467,30,427,Self-Employed,Approved
700800,159612,Mumbai Central,Car Loan,43,4715412,1768144,5,438,Business Owner,Approved
700801,910493,Delhi NCR,Home Loan,48,1245458,2987390,25,431,Business Owner,Rejected
700802,302651,Delhi NCR,Education Loan,23,4973423,2361843,25,422,Self-Employed,Rejected
700803,758377,Chennai South,Business Loan,27,2362015,1357716,15,749,Business Owner,Approved
700804,414989,Mumbai Central,Car Loan,35,4937455,2219130,5,381,Self-Employed,Approved
700805,444494,Hyderabad West,Personal Loan,39,3558300,590206,30,545,Salaried,Rejected
700806,697463,Bengaluru Urban,Education Loan,54,2737483,2550079,5,792,Salaried,Approved
700807,392481,Chennai South,Education Loan,45,2764557,1001567,10,627,Self-Employed,Approved
700808,481293,Chennai South,Education Loan,25,2510659,385728,30,732,Self-Employed,Approved
700809,742111,Hyderabad West,Car Loan,62,3944090,1154303,25,654,Business Owner,Approved
700810,403098,Mumbai Central,Education Loan,48,3415909,445946,5,777,Salaried,Approved
700811,204732,Mumbai Central,Car Loan,39,4803230,2182808,20,863,Salaried,Approved
700812,638456,Mumbai Central,Education Loan,56,3880726,2321826,20,719,Salaried,Approved
700813,660222,Mumbai Central,Business Loan,35,976899,684509,5,773,Business Owner,Approved
700814,961102,Delhi NCR,Home Loan,33,1649962,454261,25,646,Self-Employed,Rejected
700815,381586,Mumbai Central,Home Loan,21,4164066,423851,25,343,Self-Employed,Approved
700816,570253,Hyderabad West,Car Loan,33,4961858,2461088,20,899,Self-Employed,Approved
700817,567808,Hyderabad West,Education Loan,44,1717092,431996,25,645,Salaried,Approved
700818,152465,Delhi NCR,Personal Loan,26,1612148,1784513,30,763,Salaried,Approved
700819,870247,Chennai South,Business Loan,53,1772094,424940,25,766,Business Owner,Approved
700820,323783,Delhi NCR,Home Loan,31,2026856,1085148,25,308,Business Owner,Approved
700821,601647,Chennai South,Personal Loan,57,4804365,1568009,15,780,Salaried,Approved
700822,989957,Mumbai Central,Home Loan,50,2182141,1910585,5,432,Salaried,Approved
700823,714763,Bengaluru Urban,Personal Loan,35,3503855,2506937,5,547,Business Owner,Approved
700824,439944,Mumbai Central,Education Loan,24,1946693,1527246,10,537,Business Owner,Approved
700825,604609,Chennai South,Car Loan,41,4735980,892503,20,501,Self-Employed,Approved
700826,117278,Mumbai Central,Education Loan,32,3766511,453781,25,622,Salaried,Approved
700827,789797,Delhi NCR,Home Loan,58,1153121,1296938,10,377,Salaried,Approved
700828,623622,Delhi NCR,Education Loan,23,2521783,1203238,15,493,Business Owner,Approved
700829,198228,Bengaluru Urban,Education Loan,63,330583,2354488,5,748,Self-Employed,Approved
700830,149777,Mumbai Central,Home Loan,56,4815009,2898267,10,565,Self-Employed,Approved
700831,342836,Mumbai Central,Business Loan,57,4265999,2610701,15,730,Business Owner,Approved
700832,610306,Delhi NCR,Personal Loan,52,3995850,2270746,15,329,Salaried,Approved
700833,779150,Chennai South,Car Loan,33,3516554,1289027,5,682,Salaried,Rejected
700834,863804,Chennai South,Home Loan,53,1540078,1092888,30,874,Business Owner,Approved
700835,304258,Hyderabad West,Education Loan,25,2885115,1033200,25,628,Self-Employed,Approved
700836,474624,Hyderabad West,Personal Loan,45,1301985,2362831,25,326,Self-Employed,Rejected
700837,585163,Chennai South,Home Loan,55,2811045,881263,15,871,Self-Employed,Rejected
700838,451711,Mumbai Central,Personal Loan,21,643139,317564,10,569,Business Owner,Rejected
700839,833201,Hyderabad West,Home Loan,50,4671711,2940400,20,368,Salaried,Approved
700840,652289,Hyderabad West,Business Loan,51,3021084,1042076,25,754,Self-Employed,Approved
700841,832189,Mumbai Central,Car Loan,44,524341,1854127,5,402,Business Owner,Approved
700842,721163,Hyderabad West,Home Loan,29,712520,2206584,5,418,Salaried,Approved
700843,951990,Hyderabad West,Education Loan,58,2171097,1845107,30,702,Self-Employed,Approved
700844,266959,Delhi NCR,Education Loan,58,904198,2356378,25,476,Salaried,Approved
700845,669782,Bengaluru Urban,Personal Loan,55,4612598,264770,15,491,Business Owner,Rejected
700846,201869,Chennai South,Home Loan,28,4996815,213710,30,411,Business Owner,Approved
700847,690329,Mumbai Central,Personal Loan,61,1878803,297531,15,664,Self-Employed,Approved
700848,894646,Bengaluru Urban,Car Loan,58,4386994,1486334,30,506,Self-Employed,Approved
700849,435943,Bengaluru Urban,Education Loan,28,248327,1016899,25,381,Salaried,Approved
700850,201755,Delhi NCR,Business Loan,47,697848,1938953,5,760,Salaried,Approved
700851,833654,Chennai South,Personal Loan,24,1742247,873571,15,569,Salaried,Rejected
700852,137741,Mumbai Central,Education Loan,25,307010,556152,20,577,Self-Employed,Approved
700853,385773,Bengaluru Urban,Home Loan,30,1775390,924067,10,357,Self-Employed,Approved
700854,801441,Delhi NCR,Business Loan,43,1539114,2468852,10,338,Salaried,Approved
700855,830489,Delhi NCR,Home Loan,40,1182407,1244255,30,715,Salaried,Rejected
700856,401783,Bengaluru Urban,Business Loan,35,1161098,2808514,15,531,Business Owner,Approved
700857,614290,Delhi NCR,Car Loan,57,2081826,1831761,20,346,Self-Employed,Approved
700858,162728,Bengaluru Urban,Personal Loan,24,3341036,1957406,10,622,Salaried,Approved
700859,532655,Bengaluru Urban,Business Loan,38,982257,2888436,30,618,Self-Employed,Approved
700860,294719,Mumbai Central,Business Loan,57,3059017,1771516,10,329,Salaried,Approved
700861,462522,Mumbai Central,Education Loan,61,3472749,1939228,5,526,Salaried,Rejected
700862,406190,Chennai South,Business Loan,63,2589074,125191,10,466,Salaried,Approved
700863,712336,Chennai South,Education Loan,28,3314699,1084875,15,385,Salaried,Approved
700864,290691,Chennai South,Car Loan,54,1527727,490441,25,331,Business Owner,Approved
700865,181913,Delhi NCR,Car Loan,46,4570688,2718549,30,605,Business Owner,Approved
700866,519608,Hyderabad West,Home Loan,29,3594197,2814255,5,436,Salaried,Approved
700867,778926,Hyderabad West,Personal Loan,50,2454267,2819888,10,781,Business Owner,Approved
700868,406939,Mumbai Central,Car Loan,57,2155090,2185615,10,666,Business Owner,Approved
700869,231142,Bengaluru Urban,Car Loan,40,3053758,946886,15,410,Salaried,Approved
700870,543107,Hyderabad West,Car Loan,54,4035847,1676352,20,800,Salaried,Rejected
700871,795877,Bengaluru Urban,Education Loan,37,4249570,554294,10,397,Salaried,Approved
700872,843995,Bengaluru Urban,Car Loan,30,2568395,1618311,30,691,Salaried,Approved
700873,542860,Delhi NCR,Car Loan,61,3994719,655251,25,660,Salaried,Rejected
700874,496574,Delhi NCR,Car Loan,44,2543245,1352697,10,356,Business Owner,Approved
700875,450267,Bengaluru Urban,Education Loan,57,1196003,2967186,20,777,Salaried,Rejected
700876,952429,Chennai South,Home Loan,46,3512357,2006001,5,834,Business Owner,Rejected
700877,213624,Bengaluru Urban,Education Loan,39,3306090,473254,20,561,Business Owner,Approved
700878,300973,Chennai South,Personal Loan,41,2971047,797107,25,379,Business Owner,Approved
700879,410629,Mumbai Central,Education Loan,40,939759,2294321,25,847,Self-Employed,Approved
700880,729005,Delhi NCR,Business Loan,52,2023779,2180521,30,826,Salaried,Approved
700881,719927,Bengaluru Urban,Personal Loan,64,1835504,667575,15,729,Business Owner,Approved
700882,615570,Chennai South,Personal Loan,25,1289880,2422052,15,785,Business Owner,Rejected
700883,724327,Mumbai Central,Personal Loan,52,2695915,2986300,30,627,Salaried,Approved
700884,122764,Hyderabad West,Business Loan,27,3417284,1632660,25,456,Salaried,Approved
700885,176312,Chennai South,Business Loan,48,4544597,2840381,20,726,Business Owner,Approved
700886,269836,Chennai South,Car Loan,45,2101907,2106723,25,353,Business Owner,Rejected
700887,644875,Hyderabad West,Education Loan,46,878838,285095,15,499,Self-Employed,Rejected
700888,927035,Mumbai Central,Home Loan,27,4091223,2544678,25,744,Salaried,Approved
700889,473847,Delhi NCR,Business Loan,58,4961305,452018,15,561,Business Owner,Approved
700890,902833,Bengaluru Urban,Car Loan,61,3522620,548582,25,624,Business Owner,Approved
700891,286424,Bengaluru Urban,Car Loan,37,3276747,1334350,5,368,Business Owner,Approved
700892,177665,Bengaluru Urban,Home Loan,51,4399427,2579301,25,851,Business Owner,Rejected
700893,232777,Bengaluru Urban,Education Loan,23,3519620,2905757,25,737,Salaried,Approved
700894,962018,Delhi NCR,Home Loan,56,4251874,2600856,5,607,Self-Employed,Approved
700895,428843,Delhi NCR,Personal Loan,36,4761179,390929,25,514,Self-Employed,Approved
700896,270403,Delhi NCR,Car Loan,46,1816612,1908293,5,691,Salaried,Approved
700897,536306,Chennai South,Car Loan,58,1314245,70533,25,627,Business Owner,Approved
700898,664299,Hyderabad West,Home Loan,40,1661874,1042574,5,337,Business Owner,Approved
700899,254458,Chennai South,Education Loan,41,1715747,831684,5,555,Business Owner,Rejected
700900,706480,Delhi NCR,Education Loan,41,1904903,773853,20,629,Business Owner,Approved
700901,939850,Delhi NCR,Business Loan,33,3167881,2529664,5,681,Salaried,Approved
700902,989947,Hyderabad West,Personal Loan,39,3320422,1991310,15,316,Salaried,Approved
700903,852679,Mumbai Central,Personal Loan,63,848116,1040174,15,838,Salaried,Approved
700904,907615,Mumbai Central,Education Loan,64,3192001,1538368,25,699,Self-Employed,Rejected
700905,250921,Bengaluru Urban,Car Loan,59,3720684,1562771,20,611,Self-Employed,Rejected
700906,225288,Chennai South,Car Loan,36,4121591,2474539,30,389,Salaried,Approved
700907,734501,Bengaluru Urban,Business Loan,50,2201413,2379688,5,808,Self-Employed,Rejected
700908,479211,Chennai South,Personal Loan,58,1798942,1785601,25,542,Self-Employed,Rejected
700909,953438,Bengaluru Urban,Business Loan,64,1737435,1677421,25,316,Self-Employed,Approved
700910,701797,Mumbai Central,Home Loan,40,3943457,2264286,20,498,Business Owner,Approved
700911,993418,Chennai South,Business Loan,36,3103079,2697893,30,432,Salaried,Rejected
700912,270453,Delhi NCR,Personal Loan,29,1774193,2634275,15,613,Business Owner,Approved
700913,382545,Mumbai Central,Personal Loan,44,2730295,2649431,10,723,Salaried,Approved
700914,106223,Delhi NCR,Home Loan,50,4679244,2690637,30,518,Self-Employed,Approved
700915,127843,Mumbai Central,Business Loan,51,302923,1173544,5,728,Self-Employed,Approved
700916,167480,Mumbai Central,Business Loan,58,3498046,1744251,15,419,Salaried,Approved
700917,117440,Mumbai Central,Education Loan,44,3334667,1163765,10,749,Business Owner,Rejected
700918,952728,Delhi NCR,Business Loan,31,1887768,781440,5,664,Self-Employed,Approved
700919,637600,Bengaluru Urban,Personal Loan,27,912243,2401827,20,738,Self-Employed,Rejected
700920,290030,Hyderabad West,Home Loan,44,4690572,2133450,30,370,Self-Employed,Rejected
700921,790320,Mumbai Central,Car Loan,49,2312025,1411635,30,339,Self-Employed,Approved
700922,106570,Hyderabad West,Education Loan,56,3471783,2816841,5,841,Business Owner,Approved
700923,217177,Hyderabad West,Car Loan,34,986803,1848687,20,693,Self-Employed,Approved
700924,496434,Mumbai Central,Home Loan,45,4905769,1622780,15,561,Self-Employed,Approved
700925,525525,Delhi NCR,Car Loan,50,2794608,1739687,25,631,Business Owner,Rejected
700926,510993,Chennai South,Home Loan,64,2488146,1750331,5,725,Business Owner,Approved
700927,104434,Chennai South,Personal Loan,29,4344892,1757452,10,321,Business Owner,Rejected
700928,921843,Chennai South,Car Loan,31,4022659,2959911,15,582,Business Owner,Approved
700929,497056,Chennai South,Education Loan,31,3266985,1612045,20,777,Business Owner,Approved
700930,301942,Bengaluru Urban,Personal Loan,25,731606,812434,15,872,Salaried,Approved
700931,216367,Hyderabad West,Personal Loan,22,2423812,1752540,25,495,Business Owner,Approved
700932,625975,Hyderabad West,Home Loan,55,3549327,237755,5,309,Business Owner,Rejected
700933,770419,Hyderabad West,Business Loan,44,3926148,1824660,20,744,Business Owner,Approved
700934,572014,Delhi NCR,Personal Loan,23,403193,1007625,25,817,Business Owner,Approved
700935,413535,Mumbai Central,Car Loan,57,1605875,899340,20,365,Self-Employed,Approved
700936,246071,Chennai South,Home Loan,47,1727233,2787641,30,399,Self-Employed,Rejected
700937,978521,Mumbai Central,Car Loan,55,4370195,1384858,10,790,Business Owner,Approved
700938,105055,Hyderabad West,Business Loan,55,2289040,1885368,30,842,Salaried,Approved
700939,705344,Chennai South,Home Loan,64,821142,2248932,20,708,Salaried,Approved
700940,824191,Chennai South,Business Loan,34,4078380,1058021,25,488,Business Owner,Approved
700941,105561,Hyderabad West,Home Loan,54,1010138,1408783,30,424,Self-Employed,Approved
700942,480599,Bengaluru Urban,Personal Loan,60,2865899,2755009,20,653,Business Owner,Approved
700943,211454,Mumbai Central,Personal Loan,35,3576358,614076,10,432,Business Owner,Approved
700944,801248,Chennai South,Home Loan,56,4974525,768176,20,485,Business Owner,Approved
700945,265744,Hyderabad West,Education Loan,55,256691,1489866,25,435,Self-Employed,Approved
700946,289835,Chennai South,Personal Loan,34,4419043,1633181,25,504,Salaried,Rejected
700947,254786,Chennai South,Personal Loan,55,2165159,1509622,15,338,Self-Employed,Approved
700948,639172,Bengaluru Urban,Home Loan,23,4924166,596005,10,415,Business Owner,Approved
700949,465807,Delhi NCR,Business Loan,40,2749976,334214,30,385,Self-Employed,Rejected
700950,180413,Chennai South,Car Loan,43,4433543,1492216,5,419,Self-Employed,Rejected
700951,266617,Delhi NCR,Car Loan,47,989461,2933996,10,472,Salaried,Approved
700952,325290,Mumbai Central,Home Loan,27,3212105,1514052,20,593,Salaried,Approved
700953,890303,Bengaluru Urban,Business Loan,60,1346666,1536963,20,424,Self-Employed,Approved
700954,619937,Mumbai Central,Personal Loan,61,626961,2511161,10,811,Business Owner,Approved
700955,635945,Hyderabad West,Personal Loan,63,3518507,2709467,5,583,Self-Employed,Rejected
700956,298779,Delhi NCR,Personal Loan,40,1429247,2357116,20,675,Business Owner,Approved
700957,935093,Delhi NCR,Car Loan,43,762340,1776443,20,471,Business Owner,Approved
700958,378344,Delhi NCR,Home Loan,35,1043884,2304395,30,722,Self-Employed,Rejected
700959,240405,Delhi NCR,Education Loan,35,545937,2414700,30,603,Self-Employed,Approved
700960,418518,Delhi NCR,Education Loan,27,4540461,1110755,30,506,Self-Employed,Approved
700961,423869,Mumbai Central,Home Loan,50,1318908,1453957,10,485,Salaried,Approved
700962,552276,Hyderabad West,Business Loan,51,2456686,824125,20,318,Salaried,Approved
700963,638456,Mumbai Central,Personal Loan,31,3748538,2314686,5,557,Salaried,Approved
700964,649652,Chennai South,Home Loan,38,1550745,1343122,25,377,Business Owner,Rejected
700965,383473,Mumbai Central,Personal Loan,61,4070667,2723133,25,877,Business Owner,Rejected
700966,187827,Hyderabad West,Home Loan,34,3298494,2597844,25,511,Self-Employed,Approved
700967,563858,Mumbai Central,Education Loan,50,3409980,2779346,5,395,Salaried,Approved
700968,504711,Chennai South,Business Loan,53,4220395,840857,10,353,Salaried,Approved
700969,848912,Mumbai Central,Business Loan,26,3517830,2269739,25,463,Salaried,Approved
700970,287170,Hyderabad West,Car Loan,60,2466172,1425850,10,747,Self-Employed,Approved
700971,225468,Hyderabad West,Business Loan,55,3814340,309747,15,431,Business Owner,Approved
700972,242701,Delhi NCR,Education Loan,26,2159111,2809934,30,428,Business Owner,Approved
700973,764119,Hyderabad West,Home Loan,27,4663097,981260,30,402,Self-Employed,Rejected
700974,811645,Hyderabad West,Education Loan,53,1362056,2793548,30,788,Salaried,Rejected
700975,156691,Bengaluru Urban,Home Loan,51,4182806,2666542,30,834,Self-Employed,Rejected
700976,531030,Hyderabad West,Education Loan,43,1429433,336903,15,733,Self-Employed,Rejected
700977,908884,Mumbai Central,Personal Loan,36,1786725,216380,10,873,Self-Employed,Approved
700978,773967,Bengaluru Urban,Business Loan,53,1017542,1389353,15,513,Salaried,Rejected
700979,761430,Mumbai Central,Car Loan,51,4903363,2513798,25,560,Self-Employed,Rejected
700980,144857,Chennai South,Personal Loan,22,486913,578242,25,556,Self-Employed,Rejected
700981,109549,Mumbai Central,Personal Loan,38,4114911,825528,30,869,Business Owner,Approved
700982,342905,Chennai South,Home Loan,50,4982064,1036803,10,592,Self-Employed,Approved
700983,396260,Chennai South,Home Loan,30,3087502,652029,30,659,Self-Employed,Approved
700984,698043,Delhi NCR,Education Loan,36,2448406,359695,15,543,Salaried,Rejected
700985,848359,Mumbai Central,Business Loan,33,725372,1880296,15,484,Self-Employed,Rejected
700986,655628,Delhi NCR,Car Loan,46,3564841,1911728,5,606,Self-Employed,Approved
700987,685455,Bengaluru Urban,Home Loan,42,1873031,2916536,20,351,Business Owner,Rejected
700988,133248,Chennai South,Education Loan,32,2361454,1085693,5,372,Business Owner,Approved
700989,138715,Delhi NCR,Home Loan,31,4515821,2793501,30,720,Salaried,Approved
700990,833964,Mumbai Central,Education Loan,54,3841893,819150,5,575,Self-Employed,Approved
700991,743539,Delhi NCR,Business Loan,24,3733493,454956,20,804,Self-Employed,Approved
700992,281521,Hyderabad West,Education Loan,49,4974477,2364436,15,857,Business Owner,Rejected
700993,954962,Mumbai Central,Business Loan,49,4186029,2875734,15,788,Self-Employed,Approved
700994,358097,Mumbai Central,Personal Loan,55,1178599,2150394,20,363,Salaried,Approved
700995,504435,Delhi NCR,Car Loan,62,3059650,181301,30,825,Salaried,Approved
700996,835530,Mumbai Central,Home Loan,57,4664702,1548761,20,698,Self-Employed,Approved
700997,815488,Mumbai Central,Personal Loan,56,3119067,2292923,10,338,Salaried,Rejected
700998,955892,Mumbai Central,Car Loan,61,3660751,2218579,15,360,Salaried,Rejected
700999,627661,Hyderabad West,Personal Loan,45,4004873,517128,10,540,Salaried,Rejected
701000,157367,Bengaluru Urban,Personal Loan,45,2948672,1332867,20,346,Business Owner,Approved
701001,627323,Bengaluru Urban,Business Loan,21,2934495,1005726,20,855,Self-Employed,Rejected
701002,429732,Mumbai Central,Business Loan,28,3174656,1647718,5,569,Business Owner,Approved
701003,398909,Hyderabad West,Car Loan,52,3357927,1367704,5,365,Business Owner,Approved
701004,973770,Hyderabad West,Education Loan,34,308311,325802,15,865,Business Owner,Rejected
701005,499156,Delhi NCR,Car Loan,38,4025204,751104,20,532,Business Owner,Approved
701006,369207,Chennai South,Home Loan,35,2930493,1722060,30,461,Business Owner,Approved
701007,701702,Bengaluru Urban,Education Loan,45,2587258,305342,5,442,Salaried,Approved
701008,515117,Mumbai Central,Home Loan,24,1584998,2783729,5,600,Business Owner,Approved
701009,773507,Bengaluru Urban,Personal Loan,45,3210284,246641,20,722,Self-Employed,Approved
701010,955459,Delhi NCR,Business Loan,37,3072184,1845314,20,730,Self-Employed,Rejected
701011,917305,Delhi NCR,Business Loan,33,422393,284781,15,635,Salaried,Approved
701012,871830,Delhi NCR,Home Loan,33,1867381,313260,30,423,Self-Employed,Approved
701013,907143,Delhi NCR,Car Loan,49,2555896,2977603,25,688,Self-Employed,Approved
701014,209332,Chennai South,Education Loan,47,3583927,218944,15,584,Self-Employed,Rejected
701015,364537,Bengaluru Urban,Home Loan,42,2129971,216379,10,850,Salaried,Approved
701016,498689,Bengaluru Urban,Business Loan,46,666718,2750514,20,897,Business Owner,Rejected
701017,766829,Bengaluru Urban,Education Loan,40,2067645,2639134,10,783,Business Owner,Approved
701018,674250,Chennai South,Car Loan,32,1413940,1593078,5,587,Business Owner,Rejected
701019,280794,Mumbai Central,Personal Loan,26,3570336,1747673,5,345,Business Owner,Rejected
701020,757968,Bengaluru Urban,Business Loan,47,3787259,1784888,15,881,Salaried,Approved
701021,847694,Bengaluru Urban,Home Loan,21,4887791,2322311,5,859,Self-Employed,Approved
701022,392593,Bengaluru Urban,Car Loan,23,4552116,2115489,30,859,Salaried,Rejected
701023,746290,Bengaluru Urban,Home Loan,53,3706480,2877037,30,476,Business Owner,Approved
