Flight_ID,Airline,Source_City,Destination_City,Flight_Distance_km,Scheduled_Departure,Departure_Delay_Min,Arrival_Delay_Min,Ticket_Price,Flight_Status
501336,SpiceJet,Mumbai,Delhi,1284,2023-07-26 15:00:00,126,141,3445,Delayed
501337,Akasa Air,Kolkata,Hyderabad,1908,2023-07-26 16:00:00,3,111,13244,On Time
501338,SpiceJet,Chennai,Delhi,1041,2023-07-26 17:00:00,37,179,14537,On Time
501339,Vistara,Chennai,Mumbai,1881,2023-07-26 18:00:00,139,27,7702,On Time
501340,SpiceJet,Kolkata,Mumbai,1152,2023-07-26 19:00:00,140,153,8948,On Time
501341,SpiceJet,Hyderabad,Chennai,1197,2023-07-26 20:00:00,173,121,4868,On Time
501342,IndiGo,Delhi,Chennai,1355,2023-07-26 21:00:00,104,90,17075,On Time
501343,Akasa Air,Delhi,Kolkata,2332,2023-07-26 22:00:00,10,57,16160,On Time
501344,Vistara,Bengaluru,Kolkata,2420,2023-07-26 23:00:00,167,68,10741,Delayed
501345,IndiGo,Hyderabad,Mumbai,696,2023-07-27 00:00:00,58,81,9940,Delayed
501346,SpiceJet,Chennai,Mumbai,1799,2023-07-27 01:00:00,93,155,2705,On Time
501347,IndiGo,Mumbai,Kolkata,2390,2023-07-27 02:00:00,112,21,13751,On Time
501348,Akasa Air,Kolkata,Hyderabad,653,2023-07-27 03:00:00,-10,120,9897,On Time
501349,Vistara,Mumbai,Bengaluru,2401,2023-07-27 04:00:00,84,22,14836,Delayed
501350,SpiceJet,Mumbai,Chennai,646,2023-07-27 05:00:00,121,117,13837,Cancelled
501351,Air India,Delhi,Mumbai,1462,2023-07-27 06:00:00,28,177,5359,Delayed
501352,IndiGo,Kolkata,Bengaluru,1259,2023-07-27 07:00:00,154,48,14081,On Time
501353,Air India,Kolkata,Bengaluru,1113,2023-07-27 08:00:00,74,192,8788,On Time
501354,Vistara,Mumbai,Mumbai,1649,2023-07-27 09:00:00,143,86,16633,On Time
501355,SpiceJet,Delhi,Bengaluru,812,2023-07-27 10:00:00,179,44,8325,On Time
501356,Vistara,Kolkata,Delhi,2011,2023-07-27 11:00:00,64,89,17783,On Time
501357,Vistara,Bengaluru,Bengaluru,2293,2023-07-27 12:00:00,119,58,13825,Delayed
501358,Vistara,Delhi,Chennai,1081,2023-07-27 13:00:00,97,137,7055,Delayed
501359,IndiGo,Bengaluru,Chennai,1086,2023-07-27 14:00:00,16,55,11545,On Time
501360,SpiceJet,Hyderabad,Chennai,319,2023-07-27 15:00:00,136,113,2739,On Time
501361,IndiGo,Kolkata,Kolkata,1090,2023-07-27 16:00:00,127,102,17670,On Time
501362,Air India,Mumbai,Mumbai,1274,2023-07-27 17:00:00,91,70,12140,On Time
501363,Akasa Air,Chennai,Mumbai,1020,2023-07-27 18:00:00,69,73,10738,On Time
501364,SpiceJet,Hyderabad,Delhi,1757,2023-07-27 19:00:00,50,68,5987,Cancelled
501365,Air India,Delhi,Hyderabad,462,2023-07-27 20:00:00,21,118,3985,On Time
501366,SpiceJet,Bengaluru,Kolkata,1889,2023-07-27 21:00:00,114,44,11564,On Time
501367,IndiGo,Chennai,Kolkata,2464,2023-07-27 22:00:00,41,52,12937,On Time
501368,IndiGo,Chennai,Chennai,1001,2023-07-27 23:00:00,9,148,7077,On Time
501369,Air India,Bengaluru,Kolkata,667,2023-07-28 00:00:00,-9,194,8917,On Time
501370,SpiceJet,Delhi,Delhi,2046,2023-07-28 01:00:00,100,-1,7959,On Time
501371,Air India,Mumbai,Hyderabad,1232,2023-07-28 02:00:00,158,172,10083,On Time
501372,Air India,Mumbai,Mumbai,1928,2023-07-28 03:00:00,7,38,17659,On Time
501373,SpiceJet,Delhi,Hyderabad,1585,2023-07-28 04:00:00,2,55,11490,On Time
501374,IndiGo,Hyderabad,Delhi,2218,2023-07-28 05:00:00,103,48,13446,On Time
501375,IndiGo,Chennai,Chennai,705,2023-07-28 06:00:00,82,140,14114,On Time
501376,SpiceJet,Kolkata,Delhi,1228,2023-07-28 07:00:00,176,143,8984,On Time
501377,Air India,Delhi,Mumbai,582,2023-07-28 08:00:00,77,181,12485,Cancelled
501378,SpiceJet,Chennai,Kolkata,1394,2023-07-28 09:00:00,52,158,8406,Delayed
501379,Vistara,Bengaluru,Chennai,578,2023-07-28 10:00:00,73,90,17162,On Time
501380,IndiGo,Chennai,Delhi,1533,2023-07-28 11:00:00,67,134,16109,Delayed
501381,IndiGo,Delhi,Hyderabad,1483,2023-07-28 12:00:00,39,99,9191,On Time
501382,Vistara,Mumbai,Hyderabad,589,2023-07-28 13:00:00,178,193,6616,On Time
501383,Vistara,Mumbai,Chennai,2024,2023-07-28 14:00:00,1,165,7408,Delayed
501384,Akasa Air,Hyderabad,Bengaluru,688,2023-07-28 15:00:00,104,-4,10246,Cancelled
501385,IndiGo,Mumbai,Bengaluru,1099,2023-07-28 16:00:00,-4,180,3580,On Time
501386,SpiceJet,Hyderabad,Bengaluru,811,2023-07-28 17:00:00,168,37,4663,On Time
501387,SpiceJet,Mumbai,Chennai,2412,2023-07-28 18:00:00,166,139,10227,Delayed
501388,Vistara,Kolkata,Chennai,2332,2023-07-28 19:00:00,151,185,13100,Delayed
501389,Akasa Air,Chennai,Bengaluru,2258,2023-07-28 20:00:00,76,26,6345,On Time
501390,IndiGo,Mumbai,Chennai,861,2023-07-28 21:00:00,-8,143,4794,On Time
501391,Air India,Hyderabad,Chennai,897,2023-07-28 22:00:00,40,32,7401,On Time
501392,SpiceJet,Hyderabad,Kolkata,1211,2023-07-28 23:00:00,132,101,13079,On Time
501393,IndiGo,Delhi,Hyderabad,355,2023-07-29 00:00:00,161,98,16111,On Time
501394,Vistara,Hyderabad,Kolkata,1475,2023-07-29 01:00:00,43,186,4851,On Time
501395,Vistara,Bengaluru,Mumbai,574,2023-07-29 02:00:00,79,19,15365,Delayed
501396,SpiceJet,Hyderabad,Bengaluru,417,2023-07-29 03:00:00,155,61,7388,On Time
501397,Akasa Air,Delhi,Hyderabad,2376,2023-07-29 04:00:00,161,172,10951,On Time
501398,SpiceJet,Mumbai,Delhi,1339,2023-07-29 05:00:00,168,40,8270,On Time
501399,IndiGo,Delhi,Chennai,1435,2023-07-29 06:00:00,179,34,10519,Delayed
501400,Air India,Hyderabad,Mumbai,2452,2023-07-29 07:00:00,45,15,7602,On Time
501401,Akasa Air,Bengaluru,Chennai,1904,2023-07-29 08:00:00,156,102,2757,On Time
501402,Air India,Kolkata,Chennai,514,2023-07-29 09:00:00,131,104,14710,On Time
501403,Air India,Bengaluru,Mumbai,1292,2023-07-29 10:00:00,53,1,4275,On Time
501404,Air India,Hyderabad,Kolkata,945,2023-07-29 11:00:00,66,55,2587,On Time
501405,SpiceJet,Hyderabad,Mumbai,2311,2023-07-29 12:00:00,175,73,9495,Delayed
501406,IndiGo,Delhi,Chennai,1918,2023-07-29 13:00:00,79,198,13622,Delayed
501407,Akasa Air,Hyderabad,Hyderabad,791,2023-07-29 14:00:00,132,78,12542,On Time
501408,SpiceJet,Bengaluru,Hyderabad,2459,2023-07-29 15:00:00,114,184,12892,On Time
501409,SpiceJet,Chennai,Delhi,1622,2023-07-29 16:00:00,144,158,10908,On Time
501410,IndiGo,Delhi,Mumbai,2306,2023-07-29 17:00:00,149,64,15509,On Time
501411,Akasa Air,Chennai,Hyderabad,1263,2023-07-29 18:00:00,174,-11,4480,Delayed
501412,Vistara,Kolkata,Kolkata,423,2023-07-29 19:00:00,164,26,3601,Delayed
501413,SpiceJet,Mumbai,Delhi,1403,2023-07-29 20:00:00,35,163,2951,On Time
501414,Akasa Air,Bengaluru,Mumbai,1450,2023-07-29 21:00:00,59,25,14117,On Time
501415,IndiGo,Mumbai,Delhi,1246,2023-07-29 22:00:00,-6,67,3023,On Time
501416,Vistara,Kolkata,Hyderabad,2187,2023-07-29 23:00:00,63,154,12983,On Time
501417,Air India,Hyderabad,Delhi,304,2023-07-30 00:00:00,143,41,12162,On Time
501418,Vistara,Kolkata,Delhi,1126,2023-07-30 01:00:00,70,122,12240,On Time
501419,Air India,Chennai,Mumbai,1711,2023-07-30 02:00:00,110,114,11880,On Time
501420,IndiGo,Kolkata,Bengaluru,749,2023-07-30 03:00:00,19,25,17773,On Time
501421,Akasa Air,Bengaluru,Bengaluru,2346,2023-07-30 04:00:00,157,90,9877,On Time
501422,Vistara,Kolkata,Hyderabad,2318,2023-07-30 05:00:00,59,162,17150,On Time
501423,Akasa Air,Hyderabad,Delhi,2209,2023-07-30 06:00:00,78,128,13429,On Time
501424,Akasa Air,Kolkata,Chennai,1729,2023-07-30 07:00:00,93,54,11646,On Time
501425,IndiGo,Kolkata,Kolkata,2223,2023-07-30 08:00:00,36,194,17561,On Time
501426,Vistara,Kolkata,Delhi,1480,2023-07-30 09:00:00,77,55,5286,On Time
501427,IndiGo,Hyderabad,Kolkata,683,2023-07-30 10:00:00,160,14,10762,On Time
501428,SpiceJet,Bengaluru,Delhi,1515,2023-07-30 11:00:00,152,111,17422,Delayed
501429,Vistara,Mumbai,Delhi,361,2023-07-30 12:00:00,114,126,14438,On Time
501430,Akasa Air,Kolkata,Mumbai,1357,2023-07-30 13:00:00,79,123,6259,Delayed
501431,SpiceJet,Chennai,Mumbai,2143,2023-07-30 14:00:00,79,-14,15704,Delayed
501432,Air India,Bengaluru,Mumbai,2459,2023-07-30 15:00:00,114,135,6882,On Time
501433,Air India,Kolkata,Chennai,1163,2023-07-30 16:00:00,156,178,6156,Delayed
501434,Air India,Delhi,Kolkata,1444,2023-07-30 17:00:00,13,5,16186,Delayed
501435,Air India,Bengaluru,Kolkata,1706,2023-07-30 18:00:00,69,68,3979,Cancelled
501436,Vistara,Chennai,Kolkata,947,2023-07-30 19:00:00,56,113,5222,On Time
501437,Air India,Bengaluru,Bengaluru,1705,2023-07-30 20:00:00,18,27,7547,On Time
501438,IndiGo,Mumbai,Hyderabad,597,2023-07-30 21:00:00,0,59,9587,Delayed
501439,Akasa Air,Mumbai,Bengaluru,1217,2023-07-30 22:00:00,98,116,3323,On Time
501440,Air India,Chennai,Chennai,357,2023-07-30 23:00:00,45,102,17838,On Time
501441,IndiGo,Kolkata,Hyderabad,2053,2023-07-31 00:00:00,94,85,13225,On Time
501442,Vistara,Delhi,Bengaluru,903,2023-07-31 01:00:00,142,152,5815,On Time
501443,IndiGo,Kolkata,Hyderabad,639,2023-07-31 02:00:00,68,28,10585,On Time
501444,Akasa Air,Kolkata,Hyderabad,510,2023-07-31 03:00:00,162,157,8989,Delayed
501445,SpiceJet,Delhi,Chennai,1056,2023-07-31 04:00:00,94,163,11245,Delayed
501446,Air India,Mumbai,Mumbai,1762,2023-07-31 05:00:00,172,112,15719,On Time
501447,IndiGo,Bengaluru,Kolkata,981,2023-07-31 06:00:00,153,124,8767,On Time
501448,Air India,Delhi,Delhi,364,2023-07-31 07:00:00,92,124,8948,On Time
501449,Akasa Air,Chennai,Hyderabad,2258,2023-07-31 08:00:00,179,15,15960,On Time
501450,SpiceJet,Mumbai,Mumbai,1363,2023-07-31 09:00:00,122,198,15520,On Time
501451,Air India,Mumbai,Delhi,2329,2023-07-31 10:00:00,161,129,13056,Cancelled
501452,SpiceJet,Hyderabad,Mumbai,1923,2023-07-31 11:00:00,96,131,3416,On Time
501453,Akasa Air,Hyderabad,Hyderabad,359,2023-07-31 12:00:00,63,48,13547,On Time
501454,SpiceJet,Chennai,Bengaluru,2144,2023-07-31 13:00:00,73,118,5273,On Time
501455,SpiceJet,Mumbai,Bengaluru,823,2023-07-31 14:00:00,9,99,14943,On Time
501456,Akasa Air,Bengaluru,Kolkata,1403,2023-07-31 15:00:00,42,-2,12854,Delayed
501457,SpiceJet,Bengaluru,Delhi,1614,2023-07-31 16:00:00,69,20,10574,On Time
501458,IndiGo,Kolkata,Chennai,1277,2023-07-31 17:00:00,1,20,12658,On Time
501459,IndiGo,Bengaluru,Bengaluru,2452,2023-07-31 18:00:00,18,33,5704,Cancelled
501460,SpiceJet,Mumbai,Bengaluru,1788,2023-07-31 19:00:00,146,187,5491,On Time
501461,Air India,Chennai,Mumbai,1212,2023-07-31 20:00:00,69,106,16971,Delayed
501462,Air India,Delhi,Hyderabad,2289,2023-07-31 21:00:00,101,20,6704,Delayed
501463,IndiGo,Delhi,Hyderabad,1246,2023-07-31 22:00:00,107,40,14353,Delayed
501464,Air India,Delhi,Hyderabad,1607,2023-07-31 23:00:00,15,161,17488,On Time
501465,Air India,Chennai,Chennai,1554,2023-08-01 00:00:00,72,104,13301,On Time
501466,Vistara,Hyderabad,Mumbai,1388,2023-08-01 01:00:00,163,86,12497,On Time
501467,Air India,Bengaluru,Bengaluru,1880,2023-08-01 02:00:00,77,92,16114,On Time
501468,SpiceJet,Chennai,Delhi,911,2023-08-01 03:00:00,130,172,7002,Delayed
501469,Air India,Kolkata,Chennai,2279,2023-08-01 04:00:00,47,168,17136,On Time
501470,SpiceJet,Kolkata,Bengaluru,2262,2023-08-01 05:00:00,173,115,11269,Delayed
501471,Vistara,Bengaluru,Bengaluru,2266,2023-08-01 06:00:00,91,113,2816,On Time
501472,IndiGo,Chennai,Kolkata,2207,2023-08-01 07:00:00,6,124,9598,On Time
501473,Vistara,Mumbai,Delhi,429,2023-08-01 08:00:00,45,150,14137,On Time
501474,IndiGo,Bengaluru,Bengaluru,1640,2023-08-01 09:00:00,100,168,13626,On Time
501475,Air India,Chennai,Delhi,1357,2023-08-01 10:00:00,3,43,3510,On Time
501476,Vistara,Kolkata,Chennai,2068,2023-08-01 11:00:00,31,103,12832,On Time
501477,Akasa Air,Mumbai,Delhi,1392,2023-08-01 12:00:00,125,91,11210,Delayed
501478,SpiceJet,Hyderabad,Delhi,565,2023-08-01 13:00:00,179,-7,13060,On Time
501479,Air India,Chennai,Kolkata,636,2023-08-01 14:00:00,165,-14,6524,Cancelled
501480,SpiceJet,Mumbai,Bengaluru,1344,2023-08-01 15:00:00,151,195,10494,Delayed
501481,Air India,Mumbai,Delhi,826,2023-08-01 16:00:00,-10,8,6140,On Time
501482,IndiGo,Delhi,Hyderabad,1320,2023-08-01 17:00:00,64,52,10063,On Time
501483,Vistara,Chennai,Chennai,1253,2023-08-01 18:00:00,127,18,4428,On Time
501484,IndiGo,Delhi,Chennai,1434,2023-08-01 19:00:00,7,155,4203,On Time
501485,Akasa Air,Chennai,Bengaluru,1002,2023-08-01 20:00:00,50,3,10270,On Time
501486,Air India,Chennai,Bengaluru,646,2023-08-01 21:00:00,161,105,6681,On Time
501487,Air India,Hyderabad,Kolkata,1428,2023-08-01 22:00:00,50,47,4533,On Time
501488,Air India,Mumbai,Delhi,1218,2023-08-01 23:00:00,104,83,5440,Delayed
501489,Akasa Air,Bengaluru,Delhi,312,2023-08-02 00:00:00,87,122,12755,Cancelled
501490,IndiGo,Bengaluru,Mumbai,1744,2023-08-02 01:00:00,125,52,15087,On Time
501491,Vistara,Kolkata,Hyderabad,361,2023-08-02 02:00:00,33,8,12809,On Time
501492,Vistara,Kolkata,Delhi,751,2023-08-02 03:00:00,48,80,11129,On Time
501493,IndiGo,Bengaluru,Delhi,2311,2023-08-02 04:00:00,43,47,9850,On Time
501494,SpiceJet,Chennai,Kolkata,1050,2023-08-02 05:00:00,89,174,8536,On Time
501495,IndiGo,Delhi,Chennai,1478,2023-08-02 06:00:00,163,84,9696,Cancelled
501496,IndiGo,Hyderabad,Hyderabad,2147,2023-08-02 07:00:00,30,148,4393,On Time
501497,Vistara,Hyderabad,Chennai,1919,2023-08-02 08:00:00,173,167,13246,On Time
501498,IndiGo,Kolkata,Bengaluru,1153,2023-08-02 09:00:00,103,176,13228,Delayed
501499,Vistara,Kolkata,Kolkata,1984,2023-08-02 10:00:00,20,164,8445,Delayed
501500,Vistara,Kolkata,Hyderabad,1819,2023-08-02 11:00:00,11,7,3899,On Time
501501,Air India,Bengaluru,Hyderabad,378,2023-08-02 12:00:00,-6,-3,17065,On Time
501502,Air India,Bengaluru,Kolkata,739,2023-08-02 13:00:00,1,178,16912,On Time
501503,Air India,Bengaluru,Kolkata,2349,2023-08-02 14:00:00,121,63,3800,On Time
501504,Air India,Chennai,Bengaluru,1727,2023-08-02 15:00:00,126,136,13444,Delayed
501505,Vistara,Chennai,Bengaluru,2489,2023-08-02 16:00:00,115,168,8997,On Time
501506,Air India,Delhi,Kolkata,835,2023-08-02 17:00:00,140,-8,9548,On Time
501507,Vistara,Chennai,Chennai,2269,2023-08-02 18:00:00,139,60,10375,On Time
501508,IndiGo,Kolkata,Chennai,2455,2023-08-02 19:00:00,88,78,13053,On Time
501509,SpiceJet,Bengaluru,Bengaluru,1026,2023-08-02 20:00:00,107,178,13991,Delayed
501510,Air India,Mumbai,Delhi,1661,2023-08-02 21:00:00,-4,-9,14072,Delayed
501511,Akasa Air,Mumbai,Mumbai,1683,2023-08-02 22:00:00,148,69,9972,Cancelled
501512,IndiGo,Chennai,Bengaluru,1973,2023-08-02 23:00:00,102,118,17923,On Time
501513,IndiGo,Kolkata,Bengaluru,1897,2023-08-03 00:00:00,84,194,17691,On Time
501514,Air India,Bengaluru,Delhi,1990,2023-08-03 01:00:00,66,193,11690,On Time
501515,Akasa Air,Kolkata,Kolkata,1512,2023-08-03 02:00:00,103,166,14373,On Time
501516,Akasa Air,Hyderabad,Bengaluru,1281,2023-08-03 03:00:00,4,58,13932,Delayed
501517,IndiGo,Mumbai,Chennai,2483,2023-08-03 04:00:00,95,166,12281,On Time
501518,Akasa Air,Delhi,Delhi,1711,2023-08-03 05:00:00,-5,127,10811,On Time
501519,SpiceJet,Chennai,Bengaluru,2412,2023-08-03 06:00:00,84,41,7899,Cancelled
501520,IndiGo,Hyderabad,Chennai,1258,2023-08-03 07:00:00,31,77,5856,Delayed
501521,Air India,Kolkata,Chennai,566,2023-08-03 08:00:00,13,31,5723,On Time
501522,Akasa Air,Hyderabad,Chennai,2040,2023-08-03 09:00:00,21,13,9470,On Time
501523,SpiceJet,Mumbai,Mumbai,459,2023-08-03 10:00:00,23,-7,15245,On Time
501524,IndiGo,Hyderabad,Mumbai,1585,2023-08-03 11:00:00,64,154,9971,On Time
501525,Vistara,Chennai,Delhi,340,2023-08-03 12:00:00,108,88,5640,Delayed
501526,Air India,Bengaluru,Kolkata,375,2023-08-03 13:00:00,174,74,12183,On Time
501527,Akasa Air,Mumbai,Delhi,1387,2023-08-03 14:00:00,45,8,9858,On Time
501528,Vistara,Chennai,Bengaluru,1853,2023-08-03 15:00:00,82,165,2840,On Time
501529,Akasa Air,Mumbai,Chennai,1458,2023-08-03 16:00:00,155,42,16203,Delayed
501530,Vistara,Delhi,Hyderabad,2296,2023-08-03 17:00:00,131,144,16690,On Time
501531,IndiGo,Chennai,Bengaluru,2079,2023-08-03 18:00:00,80,143,16104,On Time
501532,Vistara,Hyderabad,Chennai,730,2023-08-03 19:00:00,135,71,15568,On Time
501533,Air India,Bengaluru,Kolkata,602,2023-08-03 20:00:00,63,-14,10737,Cancelled
501534,Air India,Mumbai,Hyderabad,1528,2023-08-03 21:00:00,42,102,14080,On Time
501535,Air India,Mumbai,Delhi,548,2023-08-03 22:00:00,54,87,5200,On Time
501536,Vistara,Bengaluru,Delhi,836,2023-08-03 23:00:00,14,178,3853,On Time
501537,IndiGo,Mumbai,Hyderabad,695,2023-08-04 00:00:00,110,8,9345,Cancelled
501538,Air India,Delhi,Delhi,398,2023-08-04 01:00:00,64,-5,16997,On Time
501539,Akasa Air,Hyderabad,Bengaluru,2335,2023-08-04 02:00:00,142,137,2634,Cancelled
501540,IndiGo,Hyderabad,Bengaluru,428,2023-08-04 03:00:00,66,110,9722,On Time
501541,SpiceJet,Chennai,Mumbai,1997,2023-08-04 04:00:00,151,94,17815,On Time
501542,Air India,Bengaluru,Mumbai,458,2023-08-04 05:00:00,49,0,15378,On Time
501543,Vistara,Chennai,Bengaluru,1572,2023-08-04 06:00:00,67,187,4563,On Time
501544,SpiceJet,Hyderabad,Delhi,1813,2023-08-04 07:00:00,121,64,12934,Delayed
501545,IndiGo,Chennai,Delhi,1721,2023-08-04 08:00:00,51,88,3612,On Time
501546,IndiGo,Chennai,Bengaluru,801,2023-08-04 09:00:00,8,2,11930,On Time
501547,Air India,Bengaluru,Hyderabad,1825,2023-08-04 10:00:00,88,-1,15690,Delayed
501548,IndiGo,Chennai,Kolkata,1251,2023-08-04 11:00:00,87,149,2730,On Time
501549,Akasa Air,Delhi,Chennai,475,2023-08-04 12:00:00,31,78,14829,Delayed
501550,Akasa Air,Mumbai,Bengaluru,1212,2023-08-04 13:00:00,177,19,17308,Delayed
501551,Air India,Hyderabad,Hyderabad,864,2023-08-04 14:00:00,128,153,4067,On Time
501552,IndiGo,Hyderabad,Hyderabad,1031,2023-08-04 15:00:00,99,129,8465,Delayed
501553,Air India,Bengaluru,Delhi,933,2023-08-04 16:00:00,106,128,12473,Delayed
501554,Akasa Air,Bengaluru,Delhi,956,2023-08-04 17:00:00,70,140,8541,On Time
501555,IndiGo,Delhi,Mumbai,996,2023-08-04 18:00:00,35,-11,4910,On Time
501556,IndiGo,Delhi,Bengaluru,686,2023-08-04 19:00:00,45,49,3880,On Time
501557,Vistara,Hyderabad,Mumbai,2410,2023-08-04 20:00:00,172,119,9480,On Time
501558,SpiceJet,Chennai,Kolkata,1887,2023-08-04 21:00:00,134,6,11537,Cancelled
501559,Air India,Hyderabad,Chennai,1159,2023-08-04 22:00:00,33,181,13008,Delayed
501560,IndiGo,Bengaluru,Hyderabad,2366,2023-08-04 23:00:00,173,68,16997,On Time
501561,Air India,Bengaluru,Mumbai,2452,2023-08-05 00:00:00,21,157,5284,On Time
501562,Vistara,Chennai,Hyderabad,754,2023-08-05 01:00:00,96,147,5511,On Time
501563,Air India,Mumbai,Delhi,2319,2023-08-05 02:00:00,92,41,11209,On Time
501564,IndiGo,Hyderabad,Mumbai,634,2023-08-05 03:00:00,62,178,17658,On Time
501565,IndiGo,Chennai,Mumbai,1664,2023-08-05 04:00:00,9,57,3077,Cancelled
501566,Vistara,Bengaluru,Mumbai,2264,2023-08-05 05:00:00,102,50,6744,Delayed
501567,Vistara,Mumbai,Kolkata,1351,2023-08-05 06:00:00,162,142,6719,Delayed
501568,Akasa Air,Kolkata,Hyderabad,1972,2023-08-05 07:00:00,77,49,13092,On Time
501569,Air India,Chennai,Hyderabad,2292,2023-08-05 08:00:00,100,88,14605,Delayed
501570,Vistara,Hyderabad,Chennai,1239,2023-08-05 09:00:00,89,167,5334,On Time
501571,Vistara,Chennai,Delhi,2124,2023-08-05 10:00:00,66,87,6325,On Time
501572,Akasa Air,Delhi,Chennai,1469,2023-08-05 11:00:00,129,161,9522,Delayed
501573,Air India,Chennai,Delhi,805,2023-08-05 12:00:00,3,7,7440,On Time
501574,Air India,Hyderabad,Kolkata,652,2023-08-05 13:00:00,2,95,11689,On Time
501575,Akasa Air,Hyderabad,Chennai,469,2023-08-05 14:00:00,71,40,6403,On Time
501576,IndiGo,Chennai,Chennai,692,2023-08-05 15:00:00,68,-5,11366,Delayed
501577,IndiGo,Hyderabad,Delhi,1700,2023-08-05 16:00:00,44,13,8375,Delayed
501578,Akasa Air,Delhi,Chennai,366,2023-08-05 17:00:00,30,156,9904,Delayed
501579,SpiceJet,Mumbai,Kolkata,1549,2023-08-05 18:00:00,99,62,5382,On Time
501580,Vistara,Bengaluru,Kolkata,1276,2023-08-05 19:00:00,175,127,16530,On Time
501581,Vistara,Delhi,Kolkata,398,2023-08-05 20:00:00,66,103,6828,On Time
501582,Air India,Mumbai,Chennai,776,2023-08-05 21:00:00,31,111,13315,On Time
501583,Air India,Chennai,Hyderabad,326,2023-08-05 22:00:00,30,105,17559,Delayed
501584,Air India,Mumbai,Hyderabad,1272,2023-08-05 23:00:00,4,17,5517,On Time
501585,Akasa Air,Kolkata,Hyderabad,415,2023-08-06 00:00:00,179,24,17458,On Time
501586,SpiceJet,Mumbai,Delhi,2238,2023-08-06 01:00:00,109,173,11774,On Time
501587,IndiGo,Mumbai,Hyderabad,820,2023-08-06 02:00:00,121,8,11595,On Time
501588,Air India,Delhi,Kolkata,1708,2023-08-06 03:00:00,-8,-15,6982,Delayed
501589,Air India,Chennai,Mumbai,2260,2023-08-06 04:00:00,93,163,7672,On Time
501590,SpiceJet,Bengaluru,Hyderabad,522,2023-08-06 05:00:00,136,85,7732,On Time
501591,SpiceJet,Hyderabad,Delhi,959,2023-08-06 06:00:00,105,43,14327,On Time
501592,Akasa Air,Delhi,Chennai,1000,2023-08-06 07:00:00,17,74,10918,On Time
501593,Vistara,Kolkata,Delhi,2432,2023-08-06 08:00:00,151,20,9850,On Time
501594,SpiceJet,Kolkata,Delhi,1222,2023-08-06 09:00:00,97,53,8045,On Time
501595,IndiGo,Bengaluru,Hyderabad,2099,2023-08-06 10:00:00,-5,-5,16593,Delayed
501596,SpiceJet,Bengaluru,Mumbai,430,2023-08-06 11:00:00,96,176,3584,On Time
501597,IndiGo,Bengaluru,Bengaluru,1475,2023-08-06 12:00:00,125,10,5008,Delayed
501598,Air India,Kolkata,Mumbai,1183,2023-08-06 13:00:00,125,181,4255,On Time
501599,Akasa Air,Bengaluru,Mumbai,410,2023-08-06 14:00:00,154,3,14542,On Time
501600,Akasa Air,Mumbai,Delhi,1286,2023-08-06 15:00:00,167,183,5492,On Time
501601,SpiceJet,Mumbai,Hyderabad,632,2023-08-06 16:00:00,57,181,12205,On Time
501602,IndiGo,Mumbai,Delhi,449,2023-08-06 17:00:00,74,132,14835,On Time
501603,Air India,Delhi,Hyderabad,1289,2023-08-06 18:00:00,119,190,14102,Cancelled
501604,Vistara,Delhi,Hyderabad,342,2023-08-06 19:00:00,95,70,6609,Delayed
501605,IndiGo,Mumbai,Bengaluru,1376,2023-08-06 20:00:00,15,114,14431,On Time
501606,Vistara,Bengaluru,Chennai,1177,2023-08-06 21:00:00,127,50,9185,Delayed
501607,SpiceJet,Kolkata,Hyderabad,1828,2023-08-06 22:00:00,151,13,10800,On Time
501608,Akasa Air,Delhi,Mumbai,1133,2023-08-06 23:00:00,117,-6,6022,On Time
501609,Vistara,Bengaluru,Mumbai,1518,2023-08-07 00:00:00,101,100,14378,Delayed
501610,Vistara,Hyderabad,Mumbai,614,2023-08-07 01:00:00,153,79,5671,Delayed
501611,Akasa Air,Delhi,Mumbai,1180,2023-08-07 02:00:00,109,81,9843,Delayed
501612,Vistara,Bengaluru,Delhi,394,2023-08-07 03:00:00,141,135,16412,On Time
501613,IndiGo,Kolkata,Delhi,1240,2023-08-07 04:00:00,39,125,13551,On Time
501614,SpiceJet,Kolkata,Bengaluru,2316,2023-08-07 05:00:00,52,37,9140,Delayed
501615,Air India,Hyderabad,Chennai,757,2023-08-07 06:00:00,83,2,6234,Delayed
501616,Air India,Chennai,Bengaluru,1608,2023-08-07 07:00:00,77,47,16458,On Time
501617,SpiceJet,Kolkata,Mumbai,614,2023-08-07 08:00:00,25,38,5261,Delayed
501618,SpiceJet,Hyderabad,Bengaluru,1281,2023-08-07 09:00:00,68,116,16953,Delayed
501619,Akasa Air,Kolkata,Chennai,1678,2023-08-07 10:00:00,13,101,12773,On Time
501620,IndiGo,Hyderabad,Bengaluru,1390,2023-08-07 11:00:00,80,84,7083,Delayed
501621,Vistara,Mumbai,Kolkata,1133,2023-08-07 12:00:00,123,99,17393,On Time
501622,Vistara,Kolkata,Kolkata,799,2023-08-07 13:00:00,161,54,10504,On Time
501623,SpiceJet,Delhi,Chennai,813,2023-08-07 14:00:00,25,16,13222,On Time
501624,Vistara,Bengaluru,Kolkata,2390,2023-08-07 15:00:00,101,165,13878,On Time
501625,SpiceJet,Chennai,Bengaluru,1472,2023-08-07 16:00:00,18,97,7595,On Time
501626,SpiceJet,Kolkata,Chennai,441,2023-08-07 17:00:00,155,128,2702,On Time
