"Date","Company","Open","High","Low","Close","Volume","Market_Sentiment","News_Impact"
"2016-11-09","Apple",358.44,361.28,357.35,360.05,2181544,"Neutral","High"
"2016-11-10","Google",357.7,359.08,354.9,358.83,4724464,"Negative","Medium"
"2016-11-11","Tesla",359.41,359.44,358.15,358.32,1520188,"Positive","Low"
"2016-11-12","Tesla",361.25,364.27,358.97,364,1682789,"Positive","Medium"
"2016-11-13","Google",361.97,362.56,359.99,362.51,4024533,"Neutral","Low"
"2016-11-14","Google",364.79,370.19,363.04,367.92,861064,"Neutral","High"
"2016-11-15","Tesla",367.08,367.45,365.84,367.04,2720861,"Positive","Low"
"2016-11-16","Tesla",367.53,369.49,363.38,366.22,4170780,"Positive","Medium"
"2016-11-17","Amazon",365.98,367.68,363.69,366.29,3224538,"Neutral","Low"
"2016-11-18","Google",366.09,372.1,365.12,369.45,4931337,"Negative","Low"
"2016-11-19","Apple",368.62,371.23,367.22,368.64,4267848,"Neutral","Low"
"2016-11-20","Tesla",370.43,371.78,368.8,370.74,2388828,"Neutral","Low"
"2016-11-21","Microsoft",370.55,370.89,368.97,369.31,3183646,"Neutral","Low"
"2016-11-22","Tesla",374.01,374.83,371.3,374.28,3719675,"Neutral","Low"
"2016-11-23","Google",375.11,376.12,371.94,372.75,4316459,"Neutral","Medium"
"2016-11-24","Apple",375.14,376.7,370.85,373.51,4961108,"Positive","Low"
"2016-11-25","Google",372.89,375.45,371.83,374.69,2114820,"Negative","High"
"2016-11-26","Microsoft",374.69,375.6,370.65,373.38,3501889,"Positive","Medium"
"2016-11-27","Amazon",372.13,373.56,370.22,371.81,660415,"Negative","Low"
"2016-11-28","Microsoft",372.56,373.36,371.82,372.86,1021553,"Positive","High"
"2016-11-29","Microsoft",374.04,375.67,371.68,373.05,2788387,"Neutral","Low"
"2016-11-30","Microsoft",369.77,372.67,368.74,371.87,1229058,"Positive","Medium"
"2016-12-01","Amazon",369.64,370.53,367.08,369.8,1610765,"Neutral","Medium"
"2016-12-02","Google",367.73,370.41,367.69,369.88,4396964,"Positive","Medium"
"2016-12-03","Google",366.04,368.18,365.17,367.58,3383254,"Positive","Medium"
"2016-12-04","Apple",364.94,366.6,363.36,364.36,4802314,"Positive","Low"
"2016-12-05","Google",360.21,362.77,355.69,358.37,2072298,"Negative","Medium"
"2016-12-06","Apple",356.36,357.01,356.17,356.87,1452803,"Negative","High"
"2016-12-07","Amazon",357.78,358.64,356.15,358.58,836705,"Negative","Medium"
"2016-12-08","Microsoft",359.11,359.5,356.3,358.07,2353241,"Positive","Medium"
"2016-12-09","Apple",357.17,357.25,355.46,357.11,2887291,"Neutral","High"
"2016-12-10","Amazon",358.68,359.54,357.61,357.68,1539657,"Negative","High"
"2016-12-11","Tesla",364.11,366.5,360.8,361.76,4700809,"Positive","Low"
"2016-12-12","Tesla",361.63,362.8,360.31,361.71,3960400,"Positive","High"
"2016-12-13","Apple",362.65,364.29,360.17,361.66,1562024,"Positive","Low"
"2016-12-14","Amazon",361.39,362.61,359.84,361.94,1051887,"Neutral","Low"
"2016-12-15","Microsoft",360.97,363.32,359.17,362.59,4031312,"Negative","Low"
"2016-12-16","Tesla",361.48,362.46,357.13,359.58,2156623,"Positive","Low"
"2016-12-17","Apple",358.86,361.01,357.84,359.64,4326296,"Neutral","High"
"2016-12-18","Microsoft",356.15,357.8,354.13,356.69,4167564,"Positive","Medium"
"2016-12-19","Amazon",358.96,361.22,355.54,357.97,4922732,"Negative","Low"
"2016-12-20","Amazon",357.46,359.66,354.87,355.39,2651047,"Positive","Medium"
"2016-12-21","Amazon",357.95,360.94,354.82,356.43,1241607,"Positive","Medium"
"2016-12-22","Tesla",356.82,361.76,354.69,359.8,4295034,"Positive","High"
"2016-12-23","Microsoft",362.65,363.37,357.83,360,1085002,"Positive","Medium"
"2016-12-24","Apple",362.95,362.96,359.39,359.48,3360796,"Positive","High"
"2016-12-25","Microsoft",358.22,360.87,357.84,358.5,1694984,"Positive","High"
"2016-12-26","Tesla",364.14,365.3,361.83,364.06,2879060,"Negative","High"
"2016-12-27","Microsoft",363.21,365.69,358.99,361.39,1850273,"Positive","High"
"2016-12-28","Google",365.74,369.09,362.87,366.74,3442629,"Neutral","Medium"
"2016-12-29","Tesla",367.12,369.29,366.06,368.8,1418357,"Positive","Medium"
"2016-12-30","Apple",372.76,373.94,370.75,371.34,705339,"Neutral","Medium"
"2016-12-31","Microsoft",368.13,370.76,367.63,370.33,558121,"Negative","Medium"
"2017-01-01","Amazon",370.48,370.91,368.42,369.86,3369008,"Negative","Low"
"2017-01-02","Google",375.42,376.81,372.37,374.38,1738120,"Positive","High"
"2017-01-03","Apple",375.13,377.26,372.91,374,1488185,"Positive","High"
"2017-01-04","Apple",376.58,377.9,374.85,376.53,907702,"Negative","Medium"
"2017-01-05","Tesla",378.81,381.79,376.33,377.33,3200785,"Positive","Medium"
"2017-01-06","Google",378.74,381.97,378.74,380.59,1532195,"Neutral","Medium"
"2017-01-07","Tesla",379.13,379.89,376.96,379.27,1343651,"Negative","High"
"2017-01-08","Tesla",382.53,384.15,381.76,383.06,4892712,"Neutral","High"
"2017-01-09","Tesla",382.48,384.2,379.04,381.28,762350,"Positive","High"
"2017-01-10","Tesla",380.88,382.46,379.95,380.95,4637341,"Neutral","Low"
"2017-01-11","Apple",383.19,385.05,381.84,383.07,3281742,"Positive","High"
"2017-01-12","Microsoft",386.65,387.77,384.26,386.7,3939947,"Positive","High"
"2017-01-13","Amazon",389.09,389.34,385.06,387.22,2961707,"Positive","Medium"
"2017-01-14","Amazon",389.6,391.36,388.73,389.04,1755221,"Negative","Medium"
"2017-01-15","Tesla",390.53,391.66,389.68,390.59,870458,"Positive","Low"
"2017-01-16","Amazon",393.63,397.9,391.08,395.35,617014,"Neutral","Low"
"2017-01-17","Google",397.96,400.1,395.47,398.77,4424234,"Positive","High"
"2017-01-18","Apple",394.96,397.13,393.85,394.62,2769732,"Neutral","Low"
"2017-01-19","Tesla",394.66,394.72,394.12,394.58,659954,"Positive","Medium"
"2017-01-20","Microsoft",393.55,396.29,392.93,393.85,2833982,"Negative","Low"
"2017-01-21","Google",393.47,395.47,390.93,393.21,3481822,"Neutral","Low"
"2017-01-22","Microsoft",390.8,393.66,388.68,389.98,3688796,"Positive","High"
"2017-01-23","Google",390.5,392.59,388.96,390.23,2948554,"Positive","Low"
"2017-01-24","Amazon",389.9,390.56,386.82,389.72,3386283,"Positive","Low"
"2017-01-25","Tesla",392.98,395.56,391.82,392.52,527369,"Neutral","Medium"
"2017-01-26","Microsoft",393.74,398.62,390.88,395.92,3585234,"Negative","Medium"
"2017-01-27","Apple",395.96,400.64,393.9,397.78,3319393,"Neutral","Medium"
"2017-01-28","Tesla",394.84,396.08,393.76,394.7,1655912,"Positive","High"
"2017-01-29","Amazon",393.44,396.8,391.85,395.48,2654572,"Positive","Medium"
"2017-01-30","Tesla",400.37,402.25,397.24,399.76,4945776,"Neutral","Medium"
"2017-01-31","Apple",400.82,403.44,396.49,398.29,1559606,"Positive","High"
"2017-02-01","Apple",400.04,400.75,398.29,400.06,887930,"Positive","Low"
"2017-02-02","Microsoft",404.2,405.71,400.77,403.32,3981467,"Negative","Low"
"2017-02-03","Amazon",404.85,405.38,399.26,401.44,3515662,"Positive","Medium"
"2017-02-04","Tesla",406.2,407.76,400.85,403.73,720698,"Positive","High"
"2017-02-05","Google",402.1,403.52,400.6,402.68,3628841,"Positive","Medium"
"2017-02-06","Tesla",406.73,409.78,406.24,407.63,2861923,"Neutral","Medium"
"2017-02-07","Apple",407.73,412.99,405.11,410.11,3358429,"Positive","Medium"
"2017-02-08","Microsoft",406.59,409.5,404.73,405.86,1640833,"Neutral","Low"
"2017-02-09","Google",406.55,410.7,405.76,407.75,2291449,"Negative","Medium"
"2017-02-10","Google",409.88,411.23,406.97,408.15,2259263,"Neutral","Medium"
"2017-02-11","Apple",407.92,410.47,403.22,405.57,3812093,"Negative","Medium"
"2017-02-12","Microsoft",406.1,407.52,406.01,406.24,2581090,"Neutral","Medium"
"2017-02-13","Tesla",402.78,404.86,402.75,404.2,4419200,"Positive","Medium"
"2017-02-14","Apple",405.3,408.91,403.85,407.08,2172406,"Positive","Medium"
"2017-02-15","Google",411.04,412.17,410.02,411,3833309,"Neutral","Low"
"2017-02-16","Tesla",406.01,411.37,403.29,408.5,2668711,"Negative","High"
"2017-02-17","Tesla",405.32,407.12,402.86,407.02,1178550,"Neutral","Low"
"2017-02-18","Tesla",404.12,406.77,403.16,404.19,989970,"Positive","Medium"
"2017-02-19","Amazon",402.81,404.49,400.8,402.32,600852,"Neutral","High"
"2017-02-20","Apple",405.29,406.59,404.47,404.52,4546963,"Neutral","Low"
"2017-02-21","Tesla",411.3,413.47,409.29,409.85,633594,"Positive","High"
"2017-02-22","Microsoft",409,411.62,404.68,407.08,1009773,"Positive","High"
"2017-02-23","Tesla",405.69,406.69,405.59,406.12,1452121,"Positive","Medium"
"2017-02-24","Google",409.14,409.92,408.96,409.16,933563,"Negative","Low"
"2017-02-25","Amazon",414.05,414.41,411.3,411.68,3971178,"Negative","Medium"
"2017-02-26","Google",415.54,416.56,412.66,416.26,3114596,"Neutral","Medium"
"2017-02-27","Amazon",417.43,418,415,417.38,4372083,"Positive","Medium"
"2017-02-28","Apple",417.45,419.76,414.85,416.97,2853036,"Positive","Medium"
"2017-03-01","Apple",419.31,424.14,418.44,422.82,3280526,"Neutral","Medium"
"2017-03-02","Apple",424.36,425.62,422.53,423.96,4593198,"Positive","High"
"2017-03-03","Apple",422.59,425,419.33,421.08,2586155,"Neutral","Low"
"2017-03-04","Google",416.02,419.42,414.17,418.59,3939347,"Neutral","Medium"
"2017-03-05","Apple",415.08,418.07,413.62,415.14,3116410,"Positive","High"
"2017-03-06","Google",416.59,418.2,416.32,416.85,958684,"Neutral","Low"
"2017-03-07","Amazon",415.28,417.36,412.25,414.99,2604315,"Positive","Medium"
"2017-03-08","Apple",414.96,415.88,412.78,415.11,2224600,"Positive","High"
"2017-03-09","Microsoft",412.84,413.61,412.41,412.93,3598971,"Positive","Low"
"2017-03-10","Google",412.47,413.1,408.9,411.66,1387049,"Positive","Low"
"2017-03-11","Apple",412.42,418.26,411.21,415.37,1286132,"Positive","Medium"
"2017-03-12","Microsoft",413.51,416.96,411.94,414.5,2551046,"Neutral","Low"
"2017-03-13","Tesla",413.47,414.68,411.4,413.37,2528188,"Positive","Low"
"2017-03-14","Amazon",411.51,414.13,407.52,409.42,4092332,"Neutral","Low"
"2017-03-15","Apple",409.41,415.24,409.05,412.47,4158682,"Negative","Medium"
"2017-03-16","Tesla",415.37,415.57,413.77,415.26,2824829,"Neutral","High"
"2017-03-17","Apple",412.23,416.68,411.25,413.89,1574471,"Negative","Low"
"2017-03-18","Apple",413.98,415.66,412.33,413.02,2339774,"Positive","Medium"
"2017-03-19","Tesla",416.55,418.55,412.7,415.12,1218576,"Positive","Medium"
"2017-03-20","Microsoft",420.78,422.82,415.22,418.13,4293261,"Negative","Low"
"2017-03-21","Google",421.27,424.97,419.08,424.13,4924927,"Positive","Medium"
"2017-03-22","Google",425.48,425.78,423.11,424.41,1779394,"Positive","Low"
"2017-03-23","Microsoft",422.26,425.13,420.58,424.29,4226826,"Positive","Medium"
"2017-03-24","Apple",420.17,422.89,417.43,419.05,3317403,"Neutral","Medium"
"2017-03-25","Google",419.92,424.63,417.64,422.29,1636350,"Positive","Low"
"2017-03-26","Tesla",423.1,425.92,420.84,421.97,907641,"Neutral","High"
"2017-03-27","Amazon",424.18,427.48,424.03,427.4,1561222,"Negative","High"
"2017-03-28","Microsoft",427.9,429.9,425.54,429.37,3333913,"Negative","Medium"
"2017-03-29","Microsoft",430.88,435.35,429.09,432.52,2567778,"Positive","Medium"
"2017-03-30","Tesla",428.14,432.49,426.56,430.83,2286120,"Neutral","Medium"
"2017-03-31","Apple",428.16,431.87,425.69,430.88,1525529,"Neutral","High"
"2017-04-01","Google",430.04,435.13,427.88,433.89,2053810,"Negative","Medium"
"2017-04-02","Amazon",435.49,436.09,431.13,433.17,1364184,"Positive","Medium"
"2017-04-03","Google",432.99,434.17,432.58,432.67,2584331,"Positive","Low"
"2017-04-04","Tesla",431.77,433.3,429.84,432.94,1996217,"Positive","Medium"
"2017-04-05","Amazon",435.21,438.65,433.9,437.39,3232673,"Negative","Low"
"2017-04-06","Amazon",433.37,436.5,431.27,435.29,4914336,"Positive","Low"
"2017-04-07","Tesla",431.37,435.84,428.42,434.64,1983367,"Positive","Low"
"2017-04-08","Microsoft",436.86,437.35,435.53,435.83,818282,"Neutral","High"
"2017-04-09","Microsoft",437.94,440.24,435.39,438.59,2722900,"Positive","Medium"
"2017-04-10","Google",441.6,443.93,440.69,441.7,923323,"Positive","High"
"2017-04-11","Google",440.23,440.97,439.6,440.44,2112903,"Positive","High"
"2017-04-12","Google",435.01,437.06,434.56,434.92,3320030,"Negative","High"
"2017-04-13","Apple",437.25,438.26,434.34,436.62,741355,"Positive","Low"
"2017-04-14","Tesla",439,439.44,437.5,438.02,873356,"Negative","Medium"
"2017-04-15","Amazon",438.39,440.88,435.55,438.13,1058576,"Positive","Medium"
"2017-04-16","Google",437.74,442.28,435.19,440.8,2005314,"Negative","High"
"2017-04-17","Amazon",436.75,440.6,434.68,437.95,1968129,"Positive","Low"
"2017-04-18","Amazon",436.46,438.04,433.53,433.74,2634827,"Neutral","Low"
"2017-04-19","Microsoft",435.22,439.31,434.55,436.82,2003905,"Neutral","Low"
"2017-04-20","Amazon",432.03,433.73,430.14,433.38,4457515,"Neutral","Medium"
"2017-04-21","Apple",430.14,434.66,429.3,432.02,2097427,"Positive","Low"
"2017-04-22","Google",434.09,437.12,432.05,435.23,4928632,"Positive","Medium"
"2017-04-23","Amazon",435.46,435.74,434.61,435.64,2465799,"Neutral","Medium"
"2017-04-24","Tesla",436.2,440.5,435.87,438.13,623176,"Neutral","Low"
"2017-04-25","Tesla",434.59,438.91,433.7,436.18,1290217,"Neutral","High"
"2017-04-26","Amazon",441.22,443.73,439.43,440.97,2399554,"Positive","Medium"
"2017-04-27","Amazon",438.71,441.56,435.42,438.37,2323167,"Positive","Medium"
"2017-04-28","Microsoft",434.33,438.8,433.33,436.02,3550440,"Negative","Low"
"2017-04-29","Apple",435.23,437.55,433.06,435.38,1178211,"Neutral","High"
"2017-04-30","Tesla",439.3,440.05,437.34,439.93,1259308,"Positive","High"
"2017-05-01","Tesla",440.09,442.38,437.69,439.85,4955851,"Positive","Medium"
"2017-05-02","Apple",441.13,442.24,438.91,441.74,3863073,"Neutral","Medium"
"2017-05-03","Microsoft",440.04,444.78,437.95,442.41,3416659,"Neutral","Low"
"2017-05-04","Amazon",443.07,449.48,442.3,446.56,4800780,"Positive","Low"
"2017-05-05","Microsoft",446.63,447.29,443.6,445.74,2199880,"Positive","High"
"2017-05-06","Tesla",446.43,448.83,445.6,447.21,2813478,"Neutral","High"
"2017-05-07","Microsoft",448.01,449.69,445.85,446.44,3176691,"Negative","Low"
"2017-05-08","Microsoft",451.77,452.11,449.06,452.07,2822035,"Positive","High"
"2017-05-09","Microsoft",449.39,454.5,447.53,451.97,659622,"Negative","Low"
"2017-05-10","Apple",451.73,454.08,450.17,451.48,4948241,"Negative","Medium"
"2017-05-11","Google",450.67,452.57,445.84,447.75,1470989,"Negative","Low"
"2017-05-12","Tesla",444.13,448.32,443.86,447.63,4453629,"Negative","Low"
"2017-05-13","Google",442.31,446.46,440.06,444.23,3862852,"Positive","Low"
"2017-05-14","Tesla",444.05,444.32,443.53,444.24,2153321,"Positive","High"
"2017-05-15","Amazon",439.9,440.25,438.95,439.03,4045511,"Neutral","High"
"2017-05-16","Tesla",444.64,444.96,442.64,444.77,561239,"Neutral","High"
"2017-05-17","Google",446.52,449.22,442.55,445.21,4792887,"Positive","Low"
"2017-05-18","Apple",443.94,444.77,437.83,440.39,1922470,"Positive","Low"
"2017-05-19","Amazon",443.71,446.26,443.36,443.66,1954877,"Positive","High"
"2017-05-20","Amazon",446.79,447.87,443.82,445.07,3914121,"Positive","Low"
"2017-05-21","Apple",447.12,448.65,446.77,447.97,3832301,"Positive","High"
"2017-05-22","Microsoft",449.49,451.83,447.01,448.07,1971661,"Negative","Low"
"2017-05-23","Google",447.25,447.49,445.04,447.15,4105537,"Positive","Medium"
"2017-05-24","Tesla",444.35,446.42,441.71,445.82,936586,"Positive","High"
"2017-05-25","Google",444.99,447.49,439.95,442.83,796724,"Neutral","Low"
"2017-05-26","Tesla",439.83,443.81,438.29,441.72,3165454,"Positive","Medium"
"2017-05-27","Apple",437.69,441.89,436.49,439.99,1098298,"Positive","Low"
"2017-05-28","Microsoft",437.14,441.51,435.3,439.28,3010426,"Negative","High"
"2017-05-29","Tesla",441.09,442.79,439.12,440.74,2239285,"Negative","Low"
"2017-05-30","Apple",440.09,441.43,438.46,439.52,3976053,"Positive","High"
"2017-05-31","Google",441.53,442.08,440.93,442,4535513,"Positive","Low"
"2017-06-01","Apple",443.22,446.84,441.63,443.86,3842354,"Positive","Low"
"2017-06-02","Tesla",440.87,444.16,437.97,443.26,1110445,"Neutral","Medium"
"2017-06-03","Tesla",440.73,442.29,437.42,438.68,4334148,"Positive","High"
"2017-06-04","Google",437.55,438.52,436.34,437.64,2912086,"Neutral","High"
"2017-06-05","Tesla",441.09,441.28,438.72,440.9,801310,"Neutral","Low"
"2017-06-06","Google",439.96,440.65,438.8,438.91,3207621,"Neutral","Medium"
"2017-06-07","Tesla",437.54,439.63,437.29,437.56,3850165,"Positive","High"
"2017-06-08","Tesla",436.45,438.13,436.38,437.46,3802856,"Positive","Low"
"2017-06-09","Google",436.63,438.83,432.48,433.99,4452999,"Positive","Medium"
"2017-06-10","Apple",436.47,437.96,436.01,436.96,1525225,"Negative","Medium"
"2017-06-11","Amazon",437.69,438.42,433.9,435.55,3811800,"Negative","Medium"
"2017-06-12","Microsoft",439.66,441.2,438.88,439.57,830105,"Positive","High"
"2017-06-13","Google",442.7,444.97,440.76,441.35,1502606,"Neutral","Medium"
"2017-06-14","Apple",443.06,447.04,442.27,444.33,925283,"Positive","Low"
"2017-06-15","Microsoft",440.68,443.1,439.05,441.18,1035055,"Neutral","Low"
"2017-06-16","Tesla",445.11,447.7,442.61,444.62,2170008,"Neutral","Medium"
"2017-06-17","Google",449.52,452.35,445.94,446.75,1585433,"Positive","Low"
"2017-06-18","Tesla",446.81,449.31,446.22,447.69,912188,"Neutral","Low"
"2017-06-19","Google",451.77,452.6,447.67,448.87,1339922,"Neutral","Medium"
"2017-06-20","Amazon",449.77,449.77,445.85,446.89,4829356,"Positive","Medium"
"2017-06-21","Microsoft",447.41,449.57,446.63,448.91,2766343,"Negative","Low"
"2017-06-22","Apple",446.02,449.69,443.88,447.62,4671419,"Positive","Low"
"2017-06-23","Google",442.03,445.9,439.39,444.14,3181008,"Negative","Low"
"2017-06-24","Microsoft",448.22,448.64,446.11,446.84,619916,"Neutral","Medium"
"2017-06-25","Microsoft",450.87,452.24,445.01,447.62,1951735,"Neutral","High"
"2017-06-26","Google",446.88,449.95,445.3,447.92,2354770,"Neutral","Low"
"2017-06-27","Tesla",448.13,448.74,444.54,445.63,3681969,"Positive","Low"
"2017-06-28","Microsoft",449.51,450.82,446.57,449.92,3466952,"Positive","High"
"2017-06-29","Amazon",450.85,451.31,449.54,449.71,1560584,"Positive","High"
"2017-06-30","Tesla",447.53,448.45,442.61,445.14,3845717,"Positive","Medium"
"2017-07-01","Apple",447.47,451.01,445.75,450.17,1952120,"Positive","Medium"
"2017-07-02","Google",449.2,450.81,445.78,447.44,3518858,"Neutral","Low"
"2017-07-03","Google",448.42,448.79,447.66,447.92,1752060,"Neutral","Low"
"2017-07-04","Tesla",447.16,449.79,444.72,447.98,639601,"Negative","Medium"
"2017-07-05","Microsoft",451.38,452.72,447.88,449.77,2244841,"Positive","Low"
"2017-07-06","Google",449.33,451.33,446.55,447.13,2178940,"Neutral","Low"
"2017-07-07","Google",450.12,455.35,449.67,452.91,4636501,"Neutral","Medium"
"2017-07-08","Microsoft",447.16,453.22,444.28,450.67,3385427,"Positive","Low"
"2017-07-09","Amazon",449.61,453.55,448.61,452.84,2999321,"Positive","Medium"
"2017-07-10","Apple",453.18,456.73,451.97,455.69,2368217,"Negative","Low"
"2017-07-11","Microsoft",460.06,462.05,458.84,460.31,1281212,"Neutral","High"
"2017-07-12","Apple",454.76,458.18,452.97,456.74,3805258,"Positive","Low"
"2017-07-13","Microsoft",456.67,458.09,454.41,456.66,3158434,"Negative","Low"
"2017-07-14","Google",459.26,462.56,458.6,460.54,4977515,"Negative","Low"
"2017-07-15","Google",458.27,460.57,454.75,455.6,1595319,"Negative","Medium"
"2017-07-16","Microsoft",455.92,456.95,455.12,455.58,3190287,"Neutral","Low"
"2017-07-17","Apple",456.57,461.52,454.77,459.5,3569565,"Neutral","High"
"2017-07-18","Google",457.84,458.91,455.06,458.07,4798817,"Positive","Low"
"2017-07-19","Microsoft",460.46,461.9,458.94,460.15,1045687,"Negative","Low"
"2017-07-20","Amazon",456.84,458.77,456.05,458.49,2965011,"Neutral","Medium"
"2017-07-21","Google",457.6,459.96,456.45,458.35,1276181,"Positive","Low"
"2017-07-22","Apple",456.73,459.83,455.42,459.59,4983375,"Positive","Low"
"2017-07-23","Apple",458.35,458.51,456.86,457.36,4832531,"Neutral","Low"
"2017-07-24","Apple",454.68,456.68,452.71,454.33,3720537,"Neutral","Medium"
"2017-07-25","Google",454.48,457.5,453.25,456.96,988008,"Positive","Low"
"2017-07-26","Amazon",455.26,456.89,452.7,454.59,4043523,"Neutral","Medium"
"2017-07-27","Microsoft",450.11,453.63,449.34,452.34,1290112,"Positive","Medium"
"2017-07-28","Apple",454.1,458.63,452.77,457.99,1276487,"Neutral","Low"
"2017-07-29","Amazon",460.29,462.94,458.02,459.79,3698204,"Neutral","Medium"
"2017-07-30","Tesla",461.84,462.87,457.47,459.09,4115194,"Positive","Medium"
"2017-07-31","Microsoft",459.35,461.87,456.39,459.4,2844297,"Positive","Medium"
"2017-08-01","Google",463.22,464.11,458.9,460.71,4964282,"Neutral","Low"
"2017-08-02","Apple",463.78,466.76,461.83,464.14,1335761,"Negative","Medium"
"2017-08-03","Microsoft",460.74,464.1,459.7,461.55,4223142,"Positive","Medium"
"2017-08-04","Google",459.61,461.75,456.1,457.38,3391187,"Positive","Medium"
"2017-08-05","Google",457.46,459.1,454.72,455.85,3802331,"Positive","Low"
"2017-08-06","Amazon",457.33,461.41,454.79,460.59,602729,"Positive","High"
"2017-08-07","Tesla",463.05,463.31,459.83,461.28,2849761,"Neutral","High"
"2017-08-08","Apple",461.79,462.71,455.51,458.33,4077978,"Positive","Medium"
"2017-08-09","Google",461.44,463.95,461.08,463.19,3366315,"Positive","Low"
"2017-08-10","Google",458.69,461.71,458.05,460.38,3126529,"Negative","Low"
"2017-08-11","Apple",461.99,463.53,461.95,462.99,2724041,"Positive","Low"
"2017-08-12","Microsoft",464.88,470.05,463.47,467.7,1475071,"Neutral","Medium"
"2017-08-13","Amazon",469.08,469.77,465.71,467.65,700089,"Positive","High"
"2017-08-14","Tesla",467.65,468.58,465.92,467.23,1782367,"Negative","Medium"
"2017-08-15","Microsoft",465.53,468.28,463.28,463.52,1603010,"Negative","Low"
"2017-08-16","Amazon",463.04,464.19,460.73,464.02,2975647,"Positive","Low"
"2017-08-17","Tesla",462.77,462.87,460.02,461.99,2205695,"Positive","Low"
"2017-08-18","Google",458.99,461.59,454.62,457.62,2005297,"Positive","Medium"
"2017-08-19","Amazon",456.94,457.32,452.89,455.82,4335540,"Positive","Medium"
"2017-08-20","Amazon",453.68,455.04,452.54,453.13,1817973,"Positive","High"
"2017-08-21","Google",456.43,457.06,452.73,454.28,3303684,"Positive","Medium"
"2017-08-22","Amazon",451.21,454.51,449.86,452.61,4342566,"Positive","Medium"
"2017-08-23","Tesla",453.84,454.29,451.6,453.95,2302882,"Negative","Low"
"2017-08-24","Amazon",453.31,454.43,450.36,453.33,1309127,"Neutral","Low"
"2017-08-25","Apple",452.89,453.77,451.44,453.39,2671790,"Positive","Low"
"2017-08-26","Apple",456.04,457.22,453.36,455.38,4689430,"Neutral","Low"
"2017-08-27","Apple",454.21,455.84,452.68,455.15,1775326,"Neutral","Medium"
"2017-08-28","Apple",456.86,461.11,454.55,458.85,2049235,"Neutral","Low"
"2017-08-29","Amazon",460.41,464.78,458.73,462.22,1575154,"Positive","Low"
"2017-08-30","Microsoft",459.9,461.37,458.42,460.97,1231465,"Positive","Medium"
"2017-08-31","Google",464.42,466.42,461.23,463.43,1500351,"Positive","Low"
"2017-09-01","Tesla",465.69,467.31,461.22,463.88,716126,"Negative","High"
"2017-09-02","Apple",468.64,469.11,464.31,467.16,2495252,"Positive","High"
"2017-09-03","Tesla",467.58,470.65,467.4,467.85,1200732,"Neutral","Low"
"2017-09-04","Google",467.66,471.05,466.29,468.66,3885835,"Positive","High"
"2017-09-05","Apple",472.38,475.31,470.55,472.85,4095967,"Negative","Low"
"2017-09-06","Microsoft",473.11,475.71,472.82,475.01,4017016,"Neutral","Low"
"2017-09-07","Tesla",476.05,478.81,472.27,474.55,3522513,"Neutral","Medium"
"2017-09-08","Amazon",476.63,477.1,474.76,476.65,1854113,"Neutral","Medium"
"2017-09-09","Amazon",480.19,480.87,480.08,480.24,3501968,"Positive","Medium"
"2017-09-10","Apple",483.41,485.84,481.59,483.02,4161940,"Positive","Low"
"2017-09-11","Amazon",482.69,485.39,479.75,481.26,597231,"Negative","Medium"
"2017-09-12","Microsoft",480.41,483.28,478.24,479.43,4519475,"Negative","Low"
"2017-09-13","Microsoft",478.77,479.45,475.12,477.8,3203024,"Negative","Medium"
"2017-09-14","Google",479.37,483.14,477.25,480.4,3223121,"Negative","Medium"
"2017-09-15","Microsoft",482.59,485.13,478.68,479.07,606245,"Neutral","Low"
"2017-09-16","Google",479.57,482.07,475.54,477.71,4531965,"Neutral","Medium"
"2017-09-17","Microsoft",477.64,480.58,474.98,477.77,896545,"Neutral","Low"
"2017-09-18","Microsoft",483.98,484.68,481.81,483.17,2985131,"Positive","Medium"
"2017-09-19","Microsoft",482.59,485.95,480.89,484.62,1729495,"Positive","High"
"2017-09-20","Amazon",485.03,488.44,482.98,485.47,4139815,"Neutral","Medium"
"2017-09-21","Apple",483.82,487.84,483.12,485.91,3595659,"Neutral","Medium"
"2017-09-22","Tesla",485.33,488.03,480.76,483.51,1606067,"Negative","High"
"2017-09-23","Amazon",484.75,487.11,481.51,483.68,3170301,"Negative","Medium"
"2017-09-24","Google",488.43,491.26,484.35,486.46,3846232,"Positive","Medium"
"2017-09-25","Tesla",490.86,492.91,490.2,490.78,1342214,"Positive","Low"
"2017-09-26","Google",490.35,494.77,490.17,491.91,3928608,"Neutral","Medium"
"2017-09-27","Tesla",489.9,491.82,488.5,488.86,2106656,"Positive","Low"
"2017-09-28","Apple",492.69,494.55,491.57,491.67,1778646,"Negative","Low"
"2017-09-29","Tesla",491.13,493.18,488.9,489.79,3171061,"Positive","Medium"
"2017-09-30","Tesla",489.21,490.05,486.41,489.99,1132925,"Positive","Low"
"2017-10-01","Google",491.7,492.64,489.35,492.21,3456235,"Negative","Medium"
"2017-10-02","Microsoft",491.56,495.85,490.91,493.47,4087723,"Neutral","Low"
"2017-10-03","Tesla",494.85,496.71,494.07,494.92,2124030,"Positive","Low"
"2017-10-04","Tesla",495.79,501.02,493.66,498.13,4385898,"Positive","Low"
"2017-10-05","Google",494.91,497.54,492.18,493.28,1210958,"Positive","Medium"
"2017-10-06","Amazon",496.39,498,494.95,495.69,3344955,"Positive","Medium"
"2017-10-07","Microsoft",495.05,495.44,491.67,493.7,680136,"Positive","Medium"
